bodyId,cell_type,side,coords,idx,nt,sign
133659,Dm3a,right,,43780,glutamate,-1
133660,T5c,right,,43781,acetylcholine,1
133668,T5c,right,,43782,acetylcholine,1
133675,T5d,right,,43783,acetylcholine,1
133682,Mi9,right,"-8,14",43784,glutamate,-1
133683,T5c,right,,43785,acetylcholine,1
133684,T5d,right,,43786,acetylcholine,1
133694,T3,right,,43787,acetylcholine,1
133696,T5d,right,,43788,acetylcholine,1
133705,Dm2,right,,43789,acetylcholine,1
133706,C2,right,"-9,55",43790,gaba,-1
133707,Mi9,right,"11,19",43791,glutamate,-1
133708,T5a,right,,43792,acetylcholine,1
133715,Mi13,right,,43793,glutamate,-1
133716,Tm3,right,,43794,acetylcholine,1
133718,L5,right,"-4,12",43795,acetylcholine,1
133723,Mi15,right,,43796,acetylcholine,1
133726,Tm29,right,,43797,glutamate,-1
133729,R7p,right,,43798,histamine,1
133732,R1-R6,right,,43799,histamine,1
133735,C2,right,"1,57",43800,gaba,-1
133736,Dm3b,right,,43801,glutamate,-1
133753,T5a,right,,43802,acetylcholine,1
133756,T5c,right,,43803,acetylcholine,1
133758,Mi9,right,"14,22",43804,glutamate,-1
133762,T4b,right,,43805,acetylcholine,1
133764,T4d,right,,43806,acetylcholine,1
133765,T5d,right,,43807,acetylcholine,1
133766,T5b,right,,43808,acetylcholine,1
133769,Dm2,right,,43809,acetylcholine,1
133777,Mi15,right,,43810,acetylcholine,1
133778,T5c,right,,43811,acetylcholine,1
133779,Tm5a,right,,43812,acetylcholine,1
133780,T4d,right,,43813,acetylcholine,1
133785,L5,right,"13,57",43814,acetylcholine,1
133797,Cm6,right,,43815,gaba,-1
133798,Li23,right,,43816,acetylcholine,1
133805,T4d,right,,43817,acetylcholine,1
133807,Dm3b,right,,43818,glutamate,-1
133808,Tm5a,right,,43819,acetylcholine,1
133810,R1-R6,right,,43820,histamine,1
133811,Dm3b,right,,43821,glutamate,-1
133813,Dm3c,right,,43822,glutamate,-1
133819,Dm3a,right,,43823,glutamate,-1
133822,Dm2,right,,43824,acetylcholine,1
133828,Tm3,right,,43825,acetylcholine,1
133830,T4a,right,,43826,acetylcholine,1
133831,Tm6,right,,43827,acetylcholine,1
133832,Tm9,right,"-11,35",43828,acetylcholine,1
133838,Dm2,right,,43829,acetylcholine,1
133845,Dm3a,right,,43830,glutamate,-1
133848,T5d,right,,43831,acetylcholine,1
133850,Dm3a,right,,43832,glutamate,-1
133851,T5c,right,,43833,acetylcholine,1
133852,T5d,right,,43834,acetylcholine,1
133855,Tm4,right,"8,22",43835,acetylcholine,1
133858,Dm3a,right,,43836,glutamate,-1
133863,T4b,right,,43837,acetylcholine,1
133869,Dm3c,right,,43838,glutamate,-1
133870,Mi9,right,"-2,70",43839,glutamate,-1
133876,Dm3a,right,,43840,glutamate,-1
133882,T5d,right,,43841,acetylcholine,1
133887,TmY18,right,,43842,acetylcholine,1
133891,Cm4,right,,43843,glutamate,-1
133894,Mi15,right,,43844,acetylcholine,1
133897,Tm2,right,"5,71",43845,acetylcholine,1
133903,Mi15,right,,43846,acetylcholine,1
133904,Dm3a,right,,43847,glutamate,-1
133906,T5b,right,,43848,acetylcholine,1
133907,T5b,right,,43849,acetylcholine,1
133915,Dm3c,right,,43850,glutamate,-1
133918,T4b,right,,43851,acetylcholine,1
133921,Tm9,right,"15,57",43852,acetylcholine,1
133924,T4c,right,,43853,acetylcholine,1
133929,Dm3a,right,,43854,glutamate,-1
133933,Mi15,right,,43855,acetylcholine,1
133946,Mi2,right,,43856,glutamate,-1
133950,Tm3,right,,43857,acetylcholine,1
133951,Dm3a,right,,43858,glutamate,-1
133954,Dm3a,right,,43859,glutamate,-1
133958,Tm5a,right,,43860,acetylcholine,1
133965,Tm3,right,,43861,acetylcholine,1
133968,T5d,right,,43862,acetylcholine,1
133971,Cm2,right,,43863,acetylcholine,1
133972,T5d,right,,43864,acetylcholine,1
133973,T5d,right,,43865,acetylcholine,1
133978,Cm1,right,,43866,acetylcholine,1
133979,R1-R6,right,,43867,histamine,1
133983,C2,right,"8,48",43868,gaba,-1
133985,TmY18,right,,43869,acetylcholine,1
133987,Mi15,right,,43870,acetylcholine,1
133990,T4c,right,,43871,acetylcholine,1
133992,T4d,right,,43872,acetylcholine,1
133997,R1-R6,right,,43873,histamine,1
133998,Dm3c,right,,43874,glutamate,-1
134000,Dm2,right,,43875,acetylcholine,1
134001,L5,right,"18,46",43876,acetylcholine,1
134002,Tm6,right,,43877,acetylcholine,1
134003,Dm3a,right,,43878,glutamate,-1
134006,T4b,right,,43879,acetylcholine,1
134011,Tm9,right,"-2,28",43880,acetylcholine,1
134015,R1-R6,right,,43881,histamine,1
134016,Tm20,right,"1,57",43882,acetylcholine,1
134026,Tm20,right,"8,22",43883,acetylcholine,1
134029,Tm3,right,,43884,acetylcholine,1
134035,Dm15,right,,43885,glutamate,-1
134043,T5d,right,,43886,acetylcholine,1
134044,T5d,right,,43887,acetylcholine,1
134045,Dm3a,right,,43888,glutamate,-1
134046,Dm3c,right,,43889,glutamate,-1
134048,Tm5b,right,,43890,acetylcholine,1
134052,Dm2,right,,43891,acetylcholine,1
134053,Dm2,right,,43892,acetylcholine,1
134055,R1-R6,right,,43893,histamine,1
134058,T5c,right,,43894,acetylcholine,1
134075,Tm5b,right,,43895,acetylcholine,1
134077,Mi15,right,,43896,acetylcholine,1
134078,Mi9,right,"2,8",43897,glutamate,-1
134085,T5b,right,,43898,acetylcholine,1
134087,Mi15,right,,43899,acetylcholine,1
134090,T3,right,,43900,acetylcholine,1
134091,Tm5a,right,,43901,acetylcholine,1
134095,R1-R6,right,,43902,histamine,1
134097,R1-R6,right,,43903,histamine,1
134101,Dm3b,right,,43904,glutamate,-1
134110,T5a,right,,43905,acetylcholine,1
134114,Dm3b,right,,43906,glutamate,-1
134117,T3,right,,43907,acetylcholine,1
134121,L4,right,,43908,acetylcholine,1
134122,T4d,right,,43909,acetylcholine,1
134128,R7d,right,,43910,histamine,1
134131,Tm5a,right,,43911,acetylcholine,1
134133,Dm2,right,,43912,acetylcholine,1
134138,T5d,right,,43913,acetylcholine,1
134139,T4c,right,,43914,acetylcholine,1
134140,Dm3b,right,,43915,glutamate,-1
134143,T4b,right,,43916,acetylcholine,1
134147,Cm2,right,,43917,acetylcholine,1
134150,Dm3b,right,,43918,glutamate,-1
134158,T4a,right,,43919,acetylcholine,1
134162,T5b,right,,43920,acetylcholine,1
134164,Dm2,right,,43921,acetylcholine,1
134167,Dm3b,right,,43922,glutamate,-1
134168,T5a,right,,43923,acetylcholine,1
134169,Dm8a,right,,43924,glutamate,-1
134173,T5b,right,,43925,acetylcholine,1
134175,T4d,right,,43926,acetylcholine,1
134176,Cm5,right,,43927,gaba,-1
134179,Tm3,right,,43928,acetylcholine,1
134181,Mi15,right,,43929,acetylcholine,1
134182,T4a,right,,43930,acetylcholine,1
134184,T4a,right,,43931,acetylcholine,1
134190,T5b,right,,43932,acetylcholine,1
134192,Dm3a,right,,43933,glutamate,-1
134193,Tm9,right,"17,31",43934,acetylcholine,1
134194,Dm3c,right,,43935,glutamate,-1
134196,Mi15,right,,43936,acetylcholine,1
134197,T5d,right,,43937,acetylcholine,1
134198,T5d,right,,43938,acetylcholine,1
134202,L3,right,"5,47",43939,acetylcholine,1
134205,T3,right,,43940,acetylcholine,1
134206,T4c,right,,43941,acetylcholine,1
134207,T4b,right,,43942,acetylcholine,1
134209,Tm3,right,,43943,acetylcholine,1
134210,Tm20,right,"-13,37",43944,acetylcholine,1
134211,T5d,right,,43945,acetylcholine,1
134215,Tm9,right,"-2,8",43946,acetylcholine,1
134220,Mi15,right,,43947,acetylcholine,1
134228,Mi15,right,,43948,acetylcholine,1
134233,T3,right,,43949,acetylcholine,1
134234,T3,right,,43950,acetylcholine,1
134235,Cm4,right,,43951,glutamate,-1
134237,T5a,right,,43952,acetylcholine,1
134247,Dm2,right,,43953,acetylcholine,1
134249,T5d,right,,43954,acetylcholine,1
134258,L4,right,,43955,acetylcholine,1
134261,Mi2,right,,43956,glutamate,-1
134262,Tm20,right,"14,56",43957,acetylcholine,1
134268,Dm3a,right,,43958,glutamate,-1
134277,Tm3,right,,43959,acetylcholine,1
134282,L3,right,"4,44",43960,acetylcholine,1
134284,T5c,right,,43961,acetylcholine,1
134286,T5a,right,,43962,acetylcholine,1
134287,T5c,right,,43963,acetylcholine,1
134292,T5b,right,,43964,acetylcholine,1
134293,T4c,right,,43965,acetylcholine,1
134298,R1-R6,right,,43966,histamine,1
134300,T5b,right,,43967,acetylcholine,1
134305,Mi2,right,,43968,glutamate,-1
134307,L3,right,"-14,46",43969,acetylcholine,1
134308,Dm2,right,,43970,acetylcholine,1
134311,Tm5b,right,,43971,acetylcholine,1
134317,T5c,right,,43972,acetylcholine,1
134318,T4c,right,,43973,acetylcholine,1
134323,Tm3,right,,43974,acetylcholine,1
134324,Tm4,right,"-5,11",43975,acetylcholine,1
134325,T5c,right,,43976,acetylcholine,1
134327,Tm9,right,"17,51",43977,acetylcholine,1
134330,T4d,right,,43978,acetylcholine,1
134335,Mi15,right,,43979,acetylcholine,1
134337,Dm3b,right,,43980,glutamate,-1
134338,Tm5b,right,,43981,acetylcholine,1
134340,R1-R6,right,,43982,histamine,1
134343,T5b,right,,43983,acetylcholine,1
134344,Dm9,right,,43984,glutamate,-1
134345,T3,right,,43985,acetylcholine,1
134347,L3,right,"3,47",43986,acetylcholine,1
134348,L5,right,"19,39",43987,acetylcholine,1
134350,T5d,right,,43988,acetylcholine,1
134352,T4d,right,,43989,acetylcholine,1
134353,Dm2,right,,43990,acetylcholine,1
134356,Dm3b,right,,43991,glutamate,-1
134358,C2,right,"-3,67",43992,gaba,-1
134360,Dm2,right,,43993,acetylcholine,1
134361,T4d,right,,43994,acetylcholine,1
134362,Dm3c,right,,43995,glutamate,-1
134363,T3,right,,43996,acetylcholine,1
134372,Tm3,right,,43997,acetylcholine,1
134374,T5c,right,,43998,acetylcholine,1
134376,Tm9,right,"9,17",43999,acetylcholine,1
134378,T3,right,,44000,acetylcholine,1
134387,Dm2,right,,44001,acetylcholine,1
134391,Dm2,right,,44002,acetylcholine,1
134393,T3,right,,44003,acetylcholine,1
134396,T4c,right,,44004,acetylcholine,1
134398,Mi13,right,,44005,glutamate,-1
134399,Cm4,right,,44006,glutamate,-1
134402,R1-R6,right,,44007,histamine,1
134403,R1-R6,right,,44008,histamine,1
134407,T5b,right,,44009,acetylcholine,1
134410,Cm1,right,,44010,acetylcholine,1
134415,T5a,right,,44011,acetylcholine,1
134418,T5c,right,,44012,acetylcholine,1
134423,Tm20,right,"12,54",44013,acetylcholine,1
134427,Dm2,right,,44014,acetylcholine,1
134428,T5d,right,,44015,acetylcholine,1
134429,Tm5b,right,,44016,acetylcholine,1
134431,Tm20,right,"-6,8",44017,acetylcholine,1
134437,Dm2,right,,44018,acetylcholine,1
134439,Tm5c,right,,44019,glutamate,-1
134441,T4d,right,,44020,acetylcholine,1
134450,Dm3b,right,,44021,glutamate,-1
134453,T3,right,,44022,acetylcholine,1
134461,Tm2,right,"9,69",44023,acetylcholine,1
134466,T4d,right,,44024,acetylcholine,1
134470,TmY18,right,,44025,acetylcholine,1
134476,T4c,right,,44026,acetylcholine,1
134478,R1-R6,right,,44027,histamine,1
134489,Mi15,right,,44028,acetylcholine,1
134498,Mi15,right,,44029,acetylcholine,1
134508,Dm3a,right,,44030,glutamate,-1
134509,Mi2,right,,44031,glutamate,-1
134512,Dm3b,right,,44032,glutamate,-1
134513,Mi15,right,,44033,acetylcholine,1
134515,Tm3,right,,44034,acetylcholine,1
134517,Mi15,right,,44035,acetylcholine,1
134520,Mi2,right,,44036,glutamate,-1
134522,Mi2,right,,44037,glutamate,-1
134527,Dm3a,right,,44038,glutamate,-1
134530,Dm2,right,,44039,acetylcholine,1
134536,Dm3b,right,,44040,glutamate,-1
134539,Mi13,right,,44041,glutamate,-1
134543,Mi2,right,,44042,glutamate,-1
134551,Dm10,right,,44043,gaba,-1
134557,T3,right,,44044,acetylcholine,1
134558,Dm2,right,,44045,acetylcholine,1
134560,R1-R6,right,,44046,histamine,1
134565,Tm29,right,,44047,glutamate,-1
134570,Dm2,right,,44048,acetylcholine,1
134571,C2,right,"-14,48",44049,gaba,-1
134572,Dm3a,right,,44050,glutamate,-1
134574,T5d,right,,44051,acetylcholine,1
134576,Mi15,right,,44052,acetylcholine,1
134579,T5a,right,,44053,acetylcholine,1
134580,T5a,right,,44054,acetylcholine,1
134582,Dm3a,right,,44055,glutamate,-1
134586,T3,right,,44056,acetylcholine,1
134588,T3,right,,44057,acetylcholine,1
134594,Mi15,right,,44058,acetylcholine,1
134597,Dm3c,right,,44059,glutamate,-1
134599,Dm3c,right,,44060,glutamate,-1
134600,Cm1,right,,44061,acetylcholine,1
134601,Mi15,right,,44062,acetylcholine,1
134605,T5b,right,,44063,acetylcholine,1
134607,L5,right,"-13,35",44064,acetylcholine,1
134609,Tm20,right,"14,30",44065,acetylcholine,1
134613,T4c,right,,44066,acetylcholine,1
134616,T3,right,,44067,acetylcholine,1
134618,R1-R6,right,,44068,histamine,1
134624,Tm3,right,,44069,acetylcholine,1
134627,T5b,right,,44070,acetylcholine,1
134633,T5d,right,,44071,acetylcholine,1
134636,T5a,right,,44072,acetylcholine,1
134637,Dm3b,right,,44073,glutamate,-1
134640,Dm2,right,,44074,acetylcholine,1
134661,T5c,right,,44075,acetylcholine,1
134667,Mi2,right,,44076,glutamate,-1
134669,Cm6,right,,44077,gaba,-1
134673,Tm5b,right,,44078,acetylcholine,1
134680,T5d,right,,44079,acetylcholine,1
134681,Dm2,right,,44080,acetylcholine,1
134692,Mi15,right,,44081,acetylcholine,1
134694,Dm2,right,,44082,acetylcholine,1
134697,Dm3b,right,,44083,glutamate,-1
134701,Mi2,right,,44084,glutamate,-1
134703,T4d,right,,44085,acetylcholine,1
134705,T5c,right,,44086,acetylcholine,1
134706,Mi2,right,,44087,glutamate,-1
134708,T4a,right,,44088,acetylcholine,1
134713,Tm20,right,"-9,59",44089,acetylcholine,1
134716,Mi15,right,,44090,acetylcholine,1
134717,Mi2,right,,44091,glutamate,-1
134718,Tm20,right,"0,66",44092,acetylcholine,1
134727,Tm20,right,"13,49",44093,acetylcholine,1
134729,Tm9,right,"5,69",44094,acetylcholine,1
134735,T5b,right,,44095,acetylcholine,1
134738,T4d,right,,44096,acetylcholine,1
134739,R1-R6,right,,44097,histamine,1
134740,Dm3c,right,,44098,glutamate,-1
134747,L5,right,"6,14",44099,acetylcholine,1
134748,Dm3b,right,,44100,glutamate,-1
134758,T5a,right,,44101,acetylcholine,1
134763,Mi2,right,,44102,glutamate,-1
134764,T5a,right,,44103,acetylcholine,1
134767,T4d,right,,44104,acetylcholine,1
134773,T3,right,,44105,acetylcholine,1
134775,Mi16,right,,44106,gaba,-1
134780,T4c,right,,44107,acetylcholine,1
134781,C2,right,"-12,14",44108,gaba,-1
134785,Dm3c,right,,44109,glutamate,-1
134788,T5b,right,,44110,acetylcholine,1
134792,Mi15,right,,44111,acetylcholine,1
134797,Dm3b,right,,44112,glutamate,-1
134799,Tm3,right,,44113,acetylcholine,1
134808,T5c,right,,44114,acetylcholine,1
134813,Mi15,right,,44115,acetylcholine,1
134817,Mi15,right,,44116,acetylcholine,1
134821,LoVC27,left,,44117,glutamate,-1
134822,Mi13,right,,44118,glutamate,-1
134825,Dm3c,right,,44119,glutamate,-1
134829,T5a,right,,44120,acetylcholine,1
134835,Tm29,right,,44121,glutamate,-1
134841,T4a,right,,44122,acetylcholine,1
134849,T5a,right,,44123,acetylcholine,1
134853,T5a,right,,44124,acetylcholine,1
134857,Dm2,right,,44125,acetylcholine,1
134858,Dm2,right,,44126,acetylcholine,1
134863,Tm3,right,,44127,acetylcholine,1
134867,Mi15,right,,44128,acetylcholine,1
134870,Dm2,right,,44129,acetylcholine,1
134874,T5a,right,,44130,acetylcholine,1
134878,T2a,right,,44131,acetylcholine,1
134884,Mi9,right,"15,45",44132,glutamate,-1
134893,Cm6,right,,44133,gaba,-1
134894,T4b,right,,44134,acetylcholine,1
134897,T4a,right,,44135,acetylcholine,1
134898,T4c,right,,44136,acetylcholine,1
134900,R1-R6,right,,44137,histamine,1
134901,Dm3c,right,,44138,glutamate,-1
134903,L5,right,"2,16",44139,acetylcholine,1
134905,Tm20,right,"7,13",44140,acetylcholine,1
134908,T4b,right,,44141,acetylcholine,1
134909,T5c,right,,44142,acetylcholine,1
134910,L5,right,"8,18",44143,acetylcholine,1
134912,Tm9,right,"15,27",44144,acetylcholine,1
134918,Mi15,right,,44145,acetylcholine,1
134925,T4d,right,,44146,acetylcholine,1
134927,Tm5a,right,,44147,acetylcholine,1
134935,T5a,right,,44148,acetylcholine,1
134937,T4d,right,,44149,acetylcholine,1
134942,Cm2,right,,44150,acetylcholine,1
134950,T5d,right,,44151,acetylcholine,1
134955,Dm2,right,,44152,acetylcholine,1
134956,T5c,right,,44153,acetylcholine,1
134957,C2,right,"5,69",44154,gaba,-1
134960,Mi9,right,"0,46",44155,glutamate,-1
134973,T5a,right,,44156,acetylcholine,1
134981,Mi15,right,,44157,acetylcholine,1
134982,Tm9,right,"11,19",44158,acetylcholine,1
134990,R7p,right,,44159,histamine,1
134991,Mi15,right,,44160,acetylcholine,1
134993,Dm2,right,,44161,acetylcholine,1
135005,T5b,right,,44162,acetylcholine,1
135008,T4d,right,,44163,acetylcholine,1
135012,T5a,right,,44164,acetylcholine,1
135014,T4c,right,,44165,acetylcholine,1
135015,Tm5b,right,,44166,acetylcholine,1
135020,T4a,right,,44167,acetylcholine,1
135024,T3,right,,44168,acetylcholine,1
135027,Dm2,right,,44169,acetylcholine,1
135028,Tm20,right,"6,12",44170,acetylcholine,1
135032,T5d,right,,44171,acetylcholine,1
135034,Tm5a,right,,44172,acetylcholine,1
135040,T4b,right,,44173,acetylcholine,1
135042,Tm3,right,,44174,acetylcholine,1
135044,Mi15,right,,44175,acetylcholine,1
135056,Mi15,right,,44176,acetylcholine,1
135061,Tm5a,right,,44177,acetylcholine,1
135062,T5a,right,,44178,acetylcholine,1
135074,Dm3b,right,,44179,glutamate,-1
135075,Mi15,right,,44180,acetylcholine,1
135083,T4b,right,,44181,acetylcholine,1
135085,T3,right,,44182,acetylcholine,1
135090,T4b,right,,44183,acetylcholine,1
135094,Dm3c,right,,44184,glutamate,-1
135095,Cm2,right,,44185,acetylcholine,1
135098,C2,right,"-1,71",44186,gaba,-1
135101,T5b,right,,44187,acetylcholine,1
135102,Dm2,right,,44188,acetylcholine,1
135105,T5d,right,,44189,acetylcholine,1
135112,Tm3,right,,44190,acetylcholine,1
135114,R1-R6,right,,44191,histamine,1
135116,Cm1,right,,44192,acetylcholine,1
135119,T5c,right,,44193,acetylcholine,1
135124,Dm3a,right,,44194,glutamate,-1
135128,Dm3a,right,,44195,glutamate,-1
135131,Dm2,right,,44196,acetylcholine,1
135136,Dm3c,right,,44197,glutamate,-1
135143,Mi15,right,,44198,acetylcholine,1
135144,R1-R6,right,,44199,histamine,1
135154,T4d,right,,44200,acetylcholine,1
135156,Dm3b,right,,44201,glutamate,-1
135160,T5c,right,,44202,acetylcholine,1
135174,T4c,right,,44203,acetylcholine,1
135176,Cm2,right,,44204,acetylcholine,1
135177,Cm4,right,,44205,glutamate,-1
135178,Mi2,right,,44206,glutamate,-1
135179,Tm20,right,"-12,38",44207,acetylcholine,1
135181,T5a,right,,44208,acetylcholine,1
135182,T4d,right,,44209,acetylcholine,1
135185,T5b,right,,44210,acetylcholine,1
135189,Tm3,right,,44211,acetylcholine,1
135190,Dm2,right,,44212,acetylcholine,1
135191,Dm3c,right,,44213,glutamate,-1
135195,R1-R6,right,,44214,histamine,1
135202,T5c,right,,44215,acetylcholine,1
135207,C2,right,"-7,57",44216,gaba,-1
135217,Tm20,right,"-4,68",44217,acetylcholine,1
135224,Mi15,right,,44218,acetylcholine,1
135229,Dm3a,right,,44219,glutamate,-1
135230,R1-R6,right,,44220,histamine,1
135233,T5c,right,,44221,acetylcholine,1
135244,Mi17,right,,44222,gaba,-1
135245,TmY10,right,,44223,acetylcholine,1
135253,T5a,right,,44224,acetylcholine,1
135258,Mi15,right,,44225,acetylcholine,1
135264,Mi15,right,,44226,acetylcholine,1
135270,Dm2,right,,44227,acetylcholine,1
135272,Mi15,right,,44228,acetylcholine,1
135275,T3,right,,44229,acetylcholine,1
135280,T5a,right,,44230,acetylcholine,1
135281,T4c,right,,44231,acetylcholine,1
135284,R1-R6,right,,44232,histamine,1
135288,T4d,right,,44233,acetylcholine,1
135293,Tm20,right,"-10,56",44234,acetylcholine,1
135295,R1-R6,right,,44235,histamine,1
135296,R1-R6,right,,44236,histamine,1
135299,L5,right,"9,27",44237,acetylcholine,1
135308,Tm9,right,"-15,31",44238,acetylcholine,1
135319,T5b,right,,44239,acetylcholine,1
135320,Tm5a,right,,44240,acetylcholine,1
135321,Dm3c,right,,44241,glutamate,-1
135322,Tm2,right,"4,8",44242,acetylcholine,1
135328,Tm12,right,,44243,acetylcholine,1
135340,Dm3b,right,,44244,glutamate,-1
135343,T5d,right,,44245,acetylcholine,1
135346,TmY18,right,,44246,acetylcholine,1
135352,T3,right,,44247,acetylcholine,1
135353,Dm2,right,,44248,acetylcholine,1
135357,T4b,right,,44249,acetylcholine,1
135358,T5d,right,,44250,acetylcholine,1
135381,Mi2,right,,44251,glutamate,-1
135388,T5b,right,,44252,acetylcholine,1
135392,Dm3a,right,,44253,glutamate,-1
135396,Dm3a,right,,44254,glutamate,-1
135397,T4d,right,,44255,acetylcholine,1
135399,T5c,right,,44256,acetylcholine,1
135405,Tm20,right,"11,61",44257,acetylcholine,1
135416,Dm3b,right,,44258,glutamate,-1
135425,Dm3b,right,,44259,glutamate,-1
135428,Dm3b,right,,44260,glutamate,-1
135433,T5b,right,,44261,acetylcholine,1
135438,Dm3a,right,,44262,glutamate,-1
135444,T5c,right,,44263,acetylcholine,1
135445,T4a,right,,44264,acetylcholine,1
135448,T5d,right,,44265,acetylcholine,1
135452,T5c,right,,44266,acetylcholine,1
135459,T3,right,,44267,acetylcholine,1
135463,Dm3a,right,,44268,glutamate,-1
135467,Tm3,right,,44269,acetylcholine,1
135469,Tm5c,right,,44270,glutamate,-1
135470,Tm20,right,"12,34",44271,acetylcholine,1
135474,T5c,right,,44272,acetylcholine,1
135475,T5b,right,,44273,acetylcholine,1
135476,Mi15,right,,44274,acetylcholine,1
135477,Tm29,right,,44275,glutamate,-1
135479,T5a,right,,44276,acetylcholine,1
135481,T5b,right,,44277,acetylcholine,1
135482,Mi2,right,,44278,glutamate,-1
135483,T4c,right,,44279,acetylcholine,1
135485,Dm3b,right,,44280,glutamate,-1
135486,T5b,right,,44281,acetylcholine,1
135487,Mi9,right,"-13,19",44282,glutamate,-1
135492,T4a,right,,44283,acetylcholine,1
135497,Dm3c,right,,44284,glutamate,-1
135502,T5a,right,,44285,acetylcholine,1
135505,Dm3c,right,,44286,glutamate,-1
135510,Tm12,right,,44287,acetylcholine,1
135511,R1-R6,right,,44288,histamine,1
135513,Tm12,right,,44289,acetylcholine,1
135516,Mi4,right,"3,7",44290,gaba,-1
135520,Tm20,right,"16,34",44291,acetylcholine,1
135521,Mi2,right,,44292,glutamate,-1
135522,Dm2,right,,44293,acetylcholine,1
135525,T5d,right,,44294,acetylcholine,1
135526,Dm2,right,,44295,acetylcholine,1
135540,Cm1,right,,44296,acetylcholine,1
135543,Dm3a,right,,44297,glutamate,-1
135545,Dm2,right,,44298,acetylcholine,1
135546,T5d,right,,44299,acetylcholine,1
135549,T4d,right,,44300,acetylcholine,1
135556,Dm2,right,,44301,acetylcholine,1
135562,R1-R6,right,,44302,histamine,1
135564,T5b,right,,44303,acetylcholine,1
135565,T5c,right,,44304,acetylcholine,1
135566,Dm2,right,,44305,acetylcholine,1
135570,Tm29,right,,44306,glutamate,-1
135585,Mi15,right,,44307,acetylcholine,1
135586,Dm2,right,,44308,acetylcholine,1
135599,R1-R6,right,,44309,histamine,1
135606,Mi2,right,,44310,glutamate,-1
135608,Mi2,right,,44311,glutamate,-1
135610,T3,right,,44312,acetylcholine,1
135611,T4c,right,,44313,acetylcholine,1
135612,Tm3,right,,44314,acetylcholine,1
135619,T5a,right,,44315,acetylcholine,1
135620,Mi2,right,,44316,glutamate,-1
135623,Dm2,right,,44317,acetylcholine,1
135624,Cm2,right,,44318,acetylcholine,1
135629,Dm2,right,,44319,acetylcholine,1
135630,Dm3c,right,,44320,glutamate,-1
135631,T4d,right,,44321,acetylcholine,1
135635,T4c,right,,44322,acetylcholine,1
135638,R1-R6,right,,44323,histamine,1
135647,Dm3b,right,,44324,glutamate,-1
135650,Mi2,right,,44325,glutamate,-1
135656,T3,right,,44326,acetylcholine,1
135659,T5b,right,,44327,acetylcholine,1
135667,Tm20,right,"4,70",44328,acetylcholine,1
135670,Mi9,right,"7,11",44329,glutamate,-1
135672,Mi9,right,"-15,29",44330,glutamate,-1
135677,Mi13,right,,44331,glutamate,-1
135680,T4b,right,,44332,acetylcholine,1
135682,R1-R6,right,,44333,histamine,1
135685,T4c,right,,44334,acetylcholine,1
135689,T3,right,,44335,acetylcholine,1
135690,Tm6,right,,44336,acetylcholine,1
135698,C2,right,"-5,57",44337,gaba,-1
135700,Dm3a,right,,44338,glutamate,-1
135701,T5c,right,,44339,acetylcholine,1
135704,Tm9,right,"19,37",44340,acetylcholine,1
135708,T4d,right,,44341,acetylcholine,1
135711,T3,right,,44342,acetylcholine,1
135713,T5c,right,,44343,acetylcholine,1
135715,Tm20,right,"18,42",44344,acetylcholine,1
135716,Mi15,right,,44345,acetylcholine,1
135722,T5c,right,,44346,acetylcholine,1
135725,T5a,right,,44347,acetylcholine,1
135733,Dm3c,right,,44348,glutamate,-1
135737,Dm3a,right,,44349,glutamate,-1
135740,T4c,right,,44350,acetylcholine,1
135741,R1-R6,right,,44351,histamine,1
135745,Tm6,right,,44352,acetylcholine,1
135746,T5c,right,,44353,acetylcholine,1
135748,Dm2,right,,44354,acetylcholine,1
135752,Tm20,right,"13,55",44355,acetylcholine,1
135760,T5d,right,,44356,acetylcholine,1
135761,T4d,right,,44357,acetylcholine,1
135764,Dm2,right,,44358,acetylcholine,1
135765,Dm8b,right,,44359,glutamate,-1
135784,Dm2,right,,44360,acetylcholine,1
135785,Dm2,right,,44361,acetylcholine,1
135798,T5c,right,,44362,acetylcholine,1
135807,Cm4,right,,44363,glutamate,-1
135813,T5c,right,,44364,acetylcholine,1
135817,T5c,right,,44365,acetylcholine,1
135819,Mi15,right,,44366,acetylcholine,1
135820,L5,right,"-6,64",44367,acetylcholine,1
135821,Tm6,right,,44368,acetylcholine,1
135822,Mi2,right,,44369,glutamate,-1
135824,Dm3b,right,,44370,glutamate,-1
135827,L5,right,"14,28",44371,acetylcholine,1
135829,Dm3b,right,,44372,glutamate,-1
135830,Tm9,right,"10,66",44373,acetylcholine,1
135831,Tm6,right,,44374,acetylcholine,1
135832,LoVC27,left,,44375,glutamate,-1
135834,C2,right,"3,51",44376,gaba,-1
135837,T5d,right,,44377,acetylcholine,1
135838,T3,right,,44378,acetylcholine,1
135840,T5d,right,,44379,acetylcholine,1
135841,Cm1,right,,44380,acetylcholine,1
135843,Cm6,right,,44381,gaba,-1
135846,Tm9,right,"-1,37",44382,acetylcholine,1
135848,Dm3a,right,,44383,glutamate,-1
135852,T5a,right,,44384,acetylcholine,1
135853,Dm2,right,,44385,acetylcholine,1
135854,Mi2,right,,44386,glutamate,-1
135859,Tm5a,right,,44387,acetylcholine,1
135860,T4a,right,,44388,acetylcholine,1
135863,C2,right,"-2,8",44389,gaba,-1
135865,Tm3,right,,44390,acetylcholine,1
135867,Dm3a,right,,44391,glutamate,-1
