pre_root_id,post_root_id,syn_count
20925,10041,1
17192,10041,1
17215,10041,1
17455,10041,1
16787,10041,1
16612,10041,1
142915,10041,1
18583,10041,1
18704,10041,1
153412,10041,1
18242,10041,1
18069,10041,1
150335,10041,1
25724,10041,1
23357,10041,1
112897,10041,1
24731,10041,1
23524,10041,1
23866,10041,1
55498,50422,4
103099,50422,1
119489,50422,4
124195,50422,3
108802,50422,3
118316,50422,2
118972,50422,2
10330,50422,2
103272,50422,2
98004,50422,2
32959,50422,2
92217,50422,2
10896,50422,1
11947,50422,1
34809,50422,1
30578,50422,1
48273,50422,1
47147,50422,1
49703,50422,1
41798,50422,1
58285,50422,1
56738,50422,1
60355,50422,1
53436,50422,1
116087,50422,1
89938,50422,1
95688,50422,1
93534,50422,1
27082,50422,1
108745,50422,1
107714,50422,1
113038,50422,1
99252,50422,1
98731,50422,1
23623,50422,1
104589,50422,1
101517,50422,1
26155,35972,19
10796,35972,12
117214,35972,2
92968,35972,2
44546,35972,8
49349,35972,7
110789,35972,1
64790,35972,6
29970,35972,6
76313,35972,5
71138,35972,5
23332,35972,4
521370,35972,4
47886,35972,3
10019,35972,3
38785,35972,2
51801,35972,2
39230,35972,1
101849,35972,2
17030,35972,2
21051,35972,2
515812,35972,2
33615,35972,2
15882,35972,1
11225,35972,1
521339,35972,1
580777,35972,1
11793,35972,1
68143,35972,1
66194,35972,1
33581,35972,1
31972,35972,1
62756,35972,1
31556,35972,1
40013,35972,1
41026,35972,1
35831,35972,1
21684,35972,1
16863,35972,1
23247,35972,1
24174,35972,1
29723,70848,8
21186,70848,5
33926,70848,4
11769,70848,3
68490,70848,1
62619,70848,1
30114,70848,1
43985,70848,1
42484,70848,1
46698,70848,1
16876,70848,1
18630,70848,1
27554,70848,1
817397,902319,22
556570,902319,15
907687,902319,10
13378,902319,7
806911,902319,7
804861,902319,4
902469,902319,5
800702,902319,5
906027,902319,2
807975,902319,3
805808,902319,2
907494,902319,1
811638,902319,1
15751,902319,1
801863,902319,1
819064,902319,1
807438,902319,1
902463,902319,1
818163,902319,1
14899,902319,1
813807,902319,1
905786,902319,1
903081,902319,1
903084,902319,1
806675,902319,1
55406,143495,8
60195,143495,7
60002,143495,8
79000,143495,1
62230,143495,4
60743,143495,4
125122,143495,3
60339,143495,1
51889,143495,3
55970,143495,3
51804,143495,2
51345,143495,2
104227,143495,2
54969,143495,2
49966,143495,2
47480,143495,2
47573,143495,2
67075,143495,2
74308,143495,2
63186,143495,2
72392,143495,2
68065,143495,1
67148,143495,1
70315,143495,1
62657,143495,1
64239,143495,1
78821,143495,1
80898,143495,1
73030,143495,1
71449,143495,1
71992,143495,1
45893,143495,1
46564,143495,1
58239,143495,1
56809,143495,1
60652,143495,1
51775,143495,1
52459,143495,1
55195,143495,1
55791,143495,1
55694,143495,1
54360,143495,1
54865,143495,1
127649,143495,1
115472,143495,1
95503,143495,1
85420,143495,1
82979,143495,1
107244,143495,1
111323,143495,1
44938,24976,4
45374,24976,6
71844,24976,5
125017,24976,2
115399,24976,1
54314,24976,6
81618,24976,5
62852,24976,2
117759,24976,1
120587,24976,1
101623,24976,4
101285,24976,4
76310,24976,4
68781,24976,1
79620,24976,3
51045,24976,2
69619,24976,3
100479,24976,2
46925,24976,1
56383,24976,3
100175,24976,1
17004,24976,2
128314,24976,2
127634,24976,1
135357,24976,2
68093,24976,2
71564,24976,2
72808,24976,2
12630,24976,1
554192,24976,1
76086,24976,1
47938,24976,1
46426,24976,1
58315,24976,1
59564,24976,1
52850,24976,1
129417,24976,1
130651,24976,1
130712,24976,1
127706,24976,1
127835,24976,1
119168,24976,1
116665,24976,1
115583,24976,1
123522,24976,1
179283,24976,1
18282,24976,1
90945,24976,1
86443,24976,1
86757,24976,1
109614,24976,1
106736,24976,1
113608,24976,1
113335,24976,1
111723,24976,1
103508,24976,1
147900,535647,2
40824,535647,2
183409,535647,3
156460,535647,2
26063,535647,5
28649,535647,4
156915,535647,1
83897,535647,2
11384,535647,1
12748,535647,1
65416,535647,1
64282,535647,1
42233,535647,1
43149,535647,1
171253,535647,1
143001,535647,1
806001,804177,21
10592,804177,32
801423,804177,12
801311,804177,14
28580,804177,20
25974,804177,15
522310,804177,14
800337,804177,6
13181,804177,19
13381,804177,16
13399,804177,18
13734,804177,18
800011,804177,13
13785,804177,17
27816,804177,16
800712,804177,15
81109,804177,2
15443,804177,11
512059,804177,10
905129,804177,14
12868,804177,6
10689,804177,2
18373,804177,1
16957,804177,13
14085,804177,13
804594,804177,12
809198,804177,9
10797,804177,2
16174,804177,8
805323,804177,1
800735,804177,10
34758,804177,7
804091,804177,10
19733,804177,10
802905,804177,5
801979,804177,5
903667,804177,8
13465,804177,9
800916,804177,2
807962,804177,2
812215,804177,8
15291,804177,7
817485,804177,1
805963,804177,7
14994,804177,2
541503,804177,7
105967,804177,3
905798,804177,6
904677,804177,3
77349,804177,6
803388,804177,6
801128,804177,6
807375,804177,4
904241,804177,4
43153,804177,5
804065,804177,5
911199,804177,1
811997,804177,2
813874,804177,5
809094,804177,5
811282,804177,5
71162,804177,5
806858,804177,3
17492,804177,5
31180,804177,5
810064,804177,1
812285,804177,4
811088,804177,2
53581,804177,3
814884,804177,3
813971,804177,1
64444,804177,4
69211,804177,4
802904,804177,1
801424,804177,4
28105,804177,4
806501,804177,4
807678,804177,4
912096,804177,3
819557,804177,1
79044,804177,3
75140,804177,3
800414,804177,3
16338,804177,3
801377,804177,1
802053,804177,3
802011,804177,3
111877,804177,3
21050,804177,3
520195,804177,3
515249,804177,3
15354,804177,3
805098,804177,3
804905,804177,1
805042,804177,3
10841,804177,3
907757,804177,3
809546,804177,3
38005,804177,3
51290,804177,2
905491,804177,3
806271,804177,3
811691,804177,3
804185,804177,1
814356,804177,2
52437,804177,2
13061,804177,2
20260,804177,1
18804,804177,1
806205,804177,2
806074,804177,2
806012,804177,2
807618,804177,2
802627,804177,2
803142,804177,2
802951,804177,2
805311,804177,2
36371,804177,2
534480,804177,2
810931,804177,2
809189,804177,1
808638,804177,2
909198,804177,1
800220,804177,1
513698,804177,1
800136,804177,1
910030,804177,1
800690,804177,1
810170,804177,1
908225,804177,1
16200,804177,1
1052844662,804177,1
803411,804177,1
928294,804177,1
804235,804177,1
238250,804177,1
801958,804177,1
12897,804177,1
801689,804177,1
807517,804177,1
902424,804177,1
806818,804177,1
814720,804177,1
808085,804177,1
808330,804177,1
905308,804177,1
805849,804177,1
905707,804177,1
906391,804177,1
903162,804177,1
806733,804177,1
904318,804177,1
806282,804177,1
10180,804177,1
32255,804177,1
64257,804177,1
42148,804177,1
43473,804177,1
44887,804177,1
19440,804177,1
20539,804177,1
16893,804177,1
26146,804177,1
23067,804177,1
23784,804177,1
102003,44540,3
104943,44540,3
534877,44540,3
92649,44540,1
95582,44540,1
135019,44540,3
513821,44540,1
92105,44540,2
113175,44540,4
11299,44540,4
22694,44540,3
60528,44540,3
50020,44540,2
10796,44540,2
558477,44540,2
27862,44540,2
535532,44540,2
534190,44540,1
522360,44540,1
516486,44540,1
14902,44540,1
62684,44540,1
33902,44540,1
31543,44540,1
75994,44540,1
49538,44540,1
41901,44540,1
21326,44540,1
93932,44540,1
27061,44540,1
22918,44540,1
22984,44540,1
45674,23644,2
22906,23644,1
40452,23644,1
532602,23644,1
516412,23644,1
517218,23644,1
517379,23644,1
127175,23644,1
118657,23644,1
119713,23644,1
117114,23644,1
177037,23644,1
109218,23644,1
24241,23644,1
53675,181584,3
12106,181584,7
196482,181584,5
140727,181584,5
13058,181584,1
104316,181584,3
29016,181584,3
154825,181584,1
103107,181584,3
101508,181584,2
108566,181584,3
130466,181584,3
90587,181584,2
15176,181584,1
523776,181584,1
53127,121005,10
533332,121005,9
50264,121005,4
49970,121005,2
46754,121005,4
537814,121005,6
534153,121005,4
37159,121005,4
32992,121005,4
58768,121005,3
35399,121005,2
50954,121005,4
121779,121005,4
29313,121005,3
78364,121005,3
541536,121005,3
38250,121005,3
96250,121005,2
142678,121005,2
16092,121005,2
547560,121005,2
92105,121005,2
532322,121005,1
520075,121005,1
542607,121005,1
543885,121005,1
517055,121005,1
536651,121005,1
538972,121005,1
65295,121005,1
28428,121005,1
40541,121005,1
47983,121005,1
44014,121005,1
46532,121005,1
56699,121005,1
36770,121005,1
123116,121005,1
160500,121005,1
18421,121005,1
95672,121005,1
84512,121005,1
85249,121005,1
82786,121005,1
27504,121005,1
29896,85777,6
68331,85777,5
61134,85777,4
23448,85777,4
29954,85777,4
75509,85777,4
176056,85777,4
99821,85777,3
47017,85777,3
21782,85777,2
22944,85777,2
16137,85777,2
16138,85777,2
129919,85777,2
36795,85777,2
15109,85777,1
12957,85777,1
14479,85777,1
34651,85777,1
75999,85777,1
30647,85777,1
50416,85777,1
43417,85777,1
46644,85777,1
58012,85777,1
57299,85777,1
60463,85777,1
53170,85777,1
54896,85777,1
21827,85777,1
27884,85777,1
28375,85777,1
