pre,post,plen,connected,effconn,effconn_e,effconn_ad,effconn_ad_e
AOTU008b,AOTU008b,4,True,3.5632569051813334e-05,2.5460822143941182e-06,1.3714276065002196e-05,1.237453261637711e-06
AOTU008b,AOTU008b,5,True,1.7375121387885883e-05,5.297265488479752e-07,5.430396413430572e-06,2.1835217012267094e-07
SLP246,SLP246,1,False,0.0,0.0,0.0,0.0
SLP246,SLP246,2,True,0.0011012585600838,0.0003735975478775,0.0,0.0
SLP246,SLP246,3,True,8.430101297562942e-05,2.317316284461413e-05,1.286323822569102e-06,7.054412662910181e-07
SLP246,SLP246,4,True,3.553250280674547e-05,3.7275804061209774e-06,4.198011083644815e-06,6.718787517456803e-07
SLP246,SLP246,5,True,1.782401704986114e-05,1.0012984148488613e-06,4.137646556046093e-06,2.1970079444599838e-07
LC35,LC35,1,True,0.0014093769714236,0.0014093769714236,0.0,0.0
LC35,LC35,2,True,0.0004510207800194,7.025320519460365e-05,5.928940481680911e-06,1.2931545825267676e-06
LC35,LC35,3,True,7.555752381449565e-05,1.077484012057539e-05,3.847570951620583e-06,3.556941976512462e-07
LC35,LC35,4,True,3.589581319829449e-05,2.508100578779704e-06,3.619053359216196e-06,4.877281867265992e-07
LC35,LC35,5,True,2.402788959443569e-05,9.048677043210772e-07,3.3445421649958007e-06,3.226444675874518e-07
SMP235,SMP235,1,False,0.0,0.0,0.0,0.0
SMP235,SMP235,2,True,0.0057687754742801,0.0,0.0001679314009379,0.0
SMP235,SMP235,3,True,0.0005905611324124,0.0,1.1905973224202173e-05,0.0
SMP235,SMP235,4,True,0.0002550999925006,0.0,1.3915728231950196e-05,0.0
SMP235,SMP235,5,True,0.0001025481469696,0.0,1.1493538295326289e-05,0.0
CB2908,CB2908,1,True,0.0013888889225199,0.0,0.0,0.0
CB2908,CB2908,2,True,0.0011229867814108,0.0,2.3382723156828437e-05,0.0
CB2908,CB2908,3,True,0.000252274738159,0.0,6.756662332918495e-05,0.0
CB2908,CB2908,4,True,0.0002720511402003,0.0,6.253146239032503e-06,0.0
CB2908,CB2908,5,True,0.0002472887281328,0.0,1.2796881492249668e-06,0.0
SIP041,SIP041,1,False,0.0,0.0,0.0,0.0
SIP041,SIP041,2,True,0.0014457593206316,0.0,4.145925777265802e-05,0.0
SIP041,SIP041,3,True,0.0001117051506298,0.0,4.831991827813909e-05,0.0
SIP041,SIP041,4,True,6.81787496432662e-05,0.0,4.47001111751888e-05,0.0
SIP041,SIP041,5,True,4.148769949097186e-05,0.0,2.2501782950712368e-05,0.0
CB0316,CB0316,1,False,0.0,0.0,0.0,0.0
CB0316,CB0316,2,True,0.0019366795895621,0.0009854916715994,0.0008553690859116,0.0003969943791162
CB0316,CB0316,3,True,0.0007173153571784,8.682133920956403e-05,0.0003547052619978,2.348515590711031e-05
CB0316,CB0316,4,True,0.0003633700252976,2.5704297513584606e-05,0.000132259025122,7.595112492708722e-06
CB0316,CB0316,5,True,0.0002368018322158,8.204557161661796e-06,6.511961692012846e-05,2.48926676249539e-06
CB2909,CB2909,1,True,0.0020703934133052,0.0020703934133052,0.0,0.0
CB2909,CB2909,2,True,0.0016367601929232,0.0007110728183761,0.0,0.0
CB2909,CB2909,3,True,0.0002465452998876,3.36242446792312e-05,0.0,0.0
CB2909,CB2909,4,True,8.795667963568121e-05,8.399042599194217e-06,0.0,0.0
CB2909,CB2909,5,True,4.982704558642581e-05,2.6922427878162125e-06,0.0,0.0
MBON13,MBON13,1,False,0.0,0.0,0.0,0.0
MBON13,MBON13,2,True,0.0068417736329138,0.0009310735040344,0.0044097793288528,1.791974796105933e-06
MBON13,MBON13,3,True,0.0014121497515588,0.0004384491767268,0.0002854912600014,5.692483568964235e-07
MBON13,MBON13,4,True,0.0010403950000181,0.0003687867720145,0.000183599840966,7.624238151038298e-06
MBON13,MBON13,5,True,0.000793253944721,0.0002855446364264,0.0001430001866538,4.800293936568778e-06
CB2910,CB2910,1,True,0.0279047396034002,0.0279047396034002,0.0018115942366421,0.0018115942366421
CB2910,CB2910,2,True,0.007606903091073,0.0020312890410423,0.0001148884621215,1.750896444718819e-05
CB2910,CB2910,3,True,0.000785764248576,0.0001489517017034,3.978153836214915e-05,1.2520554264483508e-06
CB2910,CB2910,4,True,0.0002062368293991,1.6618057998130098e-05,2.1120535166119225e-05,5.370309850150079e-07
CB2910,CB2910,5,True,7.573587936349213e-05,3.137592784696608e-06,9.506396054348444e-06,3.849932568300574e-07
CB2911,CB2911,1,True,0.00542265875265,0.00542265875265,0.0,0.0
CB2911,CB2911,2,True,0.0008687780937179,0.0001272617519134,0.0004828374949283,0.0
CB2911,CB2911,3,True,0.0001560109230922,8.079274266492575e-06,1.00270590337459e-05,0.0
CB2911,CB2911,4,True,9.21840182854794e-05,1.5380331888081855e-06,1.0455571100465022e-05,1.7699435250762006e-09
CB2911,CB2911,5,True,5.159945794730447e-05,4.128058890273678e-07,2.1900798401475186e-06,1.964550300215251e-09
CB2912,CB2912,1,True,0.0022224315907806,0.0,0.0,0.0
CB2912,CB2912,2,True,0.0006668716669082,0.0,6.301943358266726e-05,0.0
CB2912,CB2912,3,True,0.0005654814885929,0.0,9.571342525305226e-05,0.0
CB2912,CB2912,4,True,0.0002386725391261,0.0,6.873584788991138e-05,0.0
CB2912,CB2912,5,True,0.0001766389614203,0.0,3.93522423109971e-05,0.0
CB0317,CB0317,1,True,0.0057153198868036,0.0057153198868036,0.0,0.0
CB0317,CB0317,2,True,0.0339575633406639,0.0081268586218357,0.0004182796983513,0.0004182796983513
CB0317,CB0317,3,True,0.0064437338151037,0.0016380074666813,8.958968101069331e-05,1.5112613255041651e-05
CB0317,CB0317,4,True,0.0036357012577354,0.0004955196636728,3.180907151545398e-05,3.003773144882871e-06
CB0317,CB0317,5,True,0.0015377331292256,0.0001457012986065,1.0067486073239706e-05,7.345505537159625e-07
SLP451b,SLP451b,1,True,0.00390625,0.00390625,0.0,0.0
SLP451b,SLP451b,2,True,0.0001482224324718,7.592088513774797e-05,5.73129509575665e-05,2.629665323183872e-05
SLP451b,SLP451b,3,True,3.1116040190681815e-05,6.032293640600983e-06,2.298922845511697e-05,1.8146573665944743e-06
SLP451b,SLP451b,4,True,2.071353446808644e-05,1.9298404367873445e-06,1.3188231605454348e-05,8.710179599802359e-07
SLP451b,SLP451b,5,True,1.3761783520749304e-05,6.6088773564843e-07,7.436835858243285e-06,3.0414432217185094e-07
CB2913,CB2913,1,False,0.0,0.0,0.0,0.0
CB2913,CB2913,2,True,0.0004340014129411,0.0,0.00024501196458,0.0
CB2913,CB2913,3,True,0.0001410217228112,0.0,5.6550281442468986e-05,0.0
CB2913,CB2913,4,True,7.079236092977226e-05,0.0,3.4055945434374735e-05,0.0
CB2913,CB2913,5,True,4.633870048564859e-05,0.0,1.4800667486269958e-05,0.0
CB2914,CB2914,1,True,0.0052190506830811,0.0,0.0,0.0
CB2914,CB2914,2,True,0.0046791625209152,0.0,0.0,0.0
CB2914,CB2914,3,True,0.0007693554507568,0.0,0.0,0.0
CB2914,CB2914,4,True,0.0004593245976138,0.0,0.0,0.0
CB2914,CB2914,5,True,0.000269960029982,0.0,0.0,0.0
CB2915,CB2915,1,True,0.0042016808874905,0.0,0.0,0.0
CB2915,CB2915,2,True,0.0002540825225878,0.0,2.8579348509083505e-05,0.0
CB2915,CB2915,3,True,4.532700768322684e-05,0.0,4.1045200305234175e-06,0.0
CB2915,CB2915,4,True,2.1840423869434744e-05,0.0,1.864640466919809e-06,0.0
CB2915,CB2915,5,True,1.2157685887359548e-05,0.0,8.492798997394857e-07,0.0
DNp40,DNp40,1,False,0.0,0.0,0.0,0.0
DNp40,DNp40,2,True,0.0022862339392304,0.0016184273408725,0.0032443702220916,0.0027779603842645
DNp40,DNp40,3,True,0.0004154649795964,7.287006883416325e-05,0.0002609461662359,1.4364220987772567e-05
DNp40,DNp40,4,True,0.0002934063959401,2.886053334805183e-05,0.0001492125447839,1.9316632460686375e-05
DNp40,DNp40,5,True,0.0002086159220198,9.298702934756877e-06,5.967645483906381e-05,2.226340257038828e-06
CB0318,CB0318,1,False,0.0,0.0,0.0,0.0
CB0318,CB0318,2,True,0.0002706189407035,0.0002409912704024,0.000168300801306,0.0001628673926461
CB0318,CB0318,3,True,0.0001444921945221,2.9113136406522244e-05,0.0001607772428542,1.2838561815442516e-05
CB0318,CB0318,4,True,6.21589133515954e-05,8.06543084763689e-06,3.2107291190186515e-05,3.742156422958942e-06
CB0318,CB0318,5,True,4.249139601597562e-05,2.4365519948332803e-06,1.5573028576909564e-05,1.1310630725347437e-06
M_l2PNl23,M_l2PNl23,1,False,0.0,0.0,0.0,0.0
M_l2PNl23,M_l2PNl23,2,True,0.0059379455633461,0.0007925164536572,8.42644294607453e-06,8.42644294607453e-06
M_l2PNl23,M_l2PNl23,3,True,0.0016802987083792,0.0003443004388827,1.07563264464261e-05,1.4045031093701257e-07
M_l2PNl23,M_l2PNl23,4,True,0.0008561823051422,0.0001936043991008,3.273866241215728e-05,1.0885508316960113e-07
M_l2PNl23,M_l2PNl23,5,True,0.000684781873133,0.0001204649888677,1.3826593203702942e-05,4.258237851217928e-08
PLP086a,PLP086a,1,True,0.0008912656339816,0.0,0.0,0.0
PLP086a,PLP086a,2,True,0.0007155475905165,0.0,0.0001616396621102,0.0
PLP086a,PLP086a,3,True,0.0001858004688983,0.0,2.7086769478046332e-05,0.0
PLP086a,PLP086a,4,True,7.941770309116691e-05,0.0,1.2842650903621688e-05,0.0
PLP086a,PLP086a,5,True,3.830160858342424e-05,0.0,9.144576324615628e-06,0.0
AOTU054,AOTU054,1,False,0.0,0.0,0.0,0.0
AOTU054,AOTU054,2,True,0.0002387016284046,0.0,2.5512832507956773e-05,0.0
AOTU054,AOTU054,3,True,1.866147795226425e-05,0.0,4.813378836843185e-06,0.0
AOTU054,AOTU054,4,True,1.1786698451032862e-05,0.0,3.98829297409975e-06,0.0
AOTU054,AOTU054,5,True,6.870652669022093e-06,0.0,3.107600832663593e-06,0.0
CB2917,CB2917,1,False,0.0,0.0,0.0,0.0
CB2917,CB2917,2,True,0.0002170363150071,0.0001618721726117,3.523203702116007e-07,3.149010012748477e-07
CB2917,CB2917,3,True,3.445584297878668e-05,1.67838570632739e-05,5.339865651876607e-07,1.410871277585102e-07
CB2917,CB2917,4,True,1.0814223060151562e-05,3.0664823498227638e-06,1.892906198008859e-06,7.431133326463168e-07
CB2917,CB2917,5,True,5.927059191890294e-06,8.848401193972677e-07,4.198451279080473e-06,1.8992860759681207e-06
FB5O,FB5O,1,True,0.0015379674732685,0.0,0.0,0.0
FB5O,FB5O,2,True,0.0053031304851174,0.0,0.0023137719836086,0.0
FB5O,FB5O,3,True,0.0032526205759495,0.0,0.0005982940201647,0.0
FB5O,FB5O,4,True,0.0012486939085647,0.0,0.0001508903078502,0.0
FB5O,FB5O,5,True,0.000835279119201,0.0,8.723780774744228e-05,0.0
LHAV6c1a,LHAV6c1a,1,True,0.0003067484649363,0.0,0.0,0.0
LHAV6c1a,LHAV6c1a,2,True,0.0008974294760264,0.0,9.405100718140602e-05,0.0
LHAV6c1a,LHAV6c1a,3,True,0.0002534720115363,0.0,6.028854113537818e-05,0.0
LHAV6c1a,LHAV6c1a,4,True,0.0001365197676932,0.0,3.67886786989402e-05,0.0
LHAV6c1a,LHAV6c1a,5,True,7.927013939479366e-05,0.0,2.951757414848544e-05,0.0
DNge070,DNge070,1,False,0.0,0.0,0.0,0.0
DNge070,DNge070,2,True,0.0009166210656985,0.0,5.16981708642561e-05,0.0
DNge070,DNge070,3,True,0.0003290692693553,0.0,6.772659253329039e-05,0.0
DNge070,DNge070,4,True,0.0002003447007155,0.0,9.278302059101406e-06,0.0
DNge070,DNge070,5,True,0.0001291573717026,0.0,3.839131295535481e-06,0.0
FB1D,FB1D,1,True,0.2680961489677429,0.2680961489677429,0.0,0.0
FB1D,FB1D,2,True,0.0836659222841262,0.0729070454835891,0.0,0.0
FB1D,FB1D,3,True,0.0273389108479022,0.0199556741863489,3.732692493940704e-05,2.924456055097835e-07
FB1D,FB1D,4,True,0.0094519983977079,0.0055035329423844,2.003045483434107e-05,4.612897441802488e-07
FB1D,FB1D,5,True,0.0036039692349731,0.0015402093995362,2.424431477265898e-05,2.4849558144524053e-07
CB2950,CB2950,1,True,0.0149774020537734,0.0149774020537734,0.0051727355457842,0.0051727355457842
CB2950,CB2950,2,True,0.0029759209137409,0.000992345274426,0.0004363923799246,0.0003155865124426
CB2950,CB2950,3,True,0.0015021674335002,0.0002017269580392,0.0014161792350932,5.916818554396741e-05
CB2950,CB2950,4,True,0.000934331677854,3.539603130775504e-05,0.0007365457713603,1.2824085388274398e-05
CB2950,CB2950,5,True,0.0005129475612193,9.560446414980106e-06,0.0003135994193144,3.520866357575869e-06
CL172,CL172,1,True,0.0027763491962105,0.0027763491962105,0.0,0.0
CL172,CL172,2,True,0.0015227528056129,0.0008547346224077,0.0002329389535589,1.1912929949176032e-06
CL172,CL172,3,True,0.0002297098108101,6.140898767625913e-05,4.655766315408982e-05,3.202121433787397e-06
CL172,CL172,4,True,9.329605381935836e-05,1.2648044503293931e-05,3.2715768611524254e-05,1.833349529078987e-06
CL172,CL172,5,True,5.0655937229748815e-05,2.905233031924581e-06,2.6170237106271088e-05,1.218948682435439e-06
WED163c,WED163c,1,True,0.0239271819591522,0.0239271819591522,0.0,0.0
WED163c,WED163c,2,True,0.0016458051977679,0.0013685919111594,3.225948148610769e-06,3.225948148610769e-06
WED163c,WED163c,3,True,0.0001887152902781,8.43782618176192e-05,2.354788648517569e-06,4.22045445702679e-07
WED163c,WED163c,4,True,7.109667058102787e-05,8.27107305667596e-06,4.162836376053747e-06,3.482111310404435e-07
WED163c,WED163c,5,True,4.50514089607168e-05,1.522605543868849e-06,5.351428626454435e-06,1.571771406361222e-07
CB2918,CB2918,1,False,0.0,0.0,0.0,0.0
CB2918,CB2918,2,True,0.0006306656287051,4.949994035996497e-05,1.9374587282072756e-05,0.0
CB2918,CB2918,3,True,6.356700760079548e-05,3.4367151329206536e-06,2.2739635824109428e-05,1.4030885608917745e-07
CB2918,CB2918,4,True,3.988638854934834e-05,7.898740932432702e-07,2.4600440156064e-06,1.6038050887345893e-08
CB2918,CB2918,5,True,2.5553663363098167e-05,2.755627406259009e-07,1.4688844203192275e-06,2.6594881852304293e-09
CB2919,CB2919,1,True,0.0103492140769958,0.0103492140769958,0.0,0.0
CB2919,CB2919,2,True,0.0008310028351843,0.0003153058351017,0.0003873514069709,5.288841748551931e-06
CB2919,CB2919,3,True,0.000267936848104,3.1042625778354704e-05,1.9325809262227267e-05,8.268961693147504e-08
CB2919,CB2919,4,True,0.000133970810566,5.974824034638004e-06,9.635567948862445e-06,2.3085414468937412e-08
CB2919,CB2919,5,True,7.88538163760677e-05,1.556994902784936e-06,2.4809673959680367e-06,1.0355640789327936e-08
CB2920,CB2920,1,True,0.0064933388493955,0.0,0.0,0.0
CB2920,CB2920,2,True,0.0065288948826491,0.0,0.0,0.0
CB2920,CB2920,3,True,0.0011518748942762,0.0,0.0,0.0
CB2920,CB2920,4,True,0.0004902092041447,0.0,0.0,0.0
CB2920,CB2920,5,True,0.0002190712111769,0.0,0.0,0.0
CB2921,CB2921,1,True,0.0066534262150526,0.0066534262150526,0.0,0.0
CB2921,CB2921,2,True,0.0016357073327526,0.0013760706642642,0.0003319556417409,1.638807043491397e-05
CB2921,CB2921,3,True,0.0005803269450552,0.0001409787073498,0.000108396030555,2.2254987186443034e-07
CB2921,CB2921,4,True,0.0002391997404629,3.1895902793621644e-05,3.318776361993514e-05,2.528825575609517e-07
CB2921,CB2921,5,True,0.0001440675405319,7.90819467511028e-06,1.237672859133454e-05,1.68019141710829e-07
CB2922,CB2922,1,True,0.001199040794745,0.0,0.0,0.0
CB2922,CB2922,2,True,0.0005504676955752,0.0,3.2086114515550435e-05,0.0
CB2922,CB2922,3,True,0.0002308861876372,0.0,0.000430699205026,0.0
CB2922,CB2922,4,True,0.0001128590665757,0.0,7.822026236681268e-05,0.0
CB2922,CB2922,5,True,6.999525794526562e-05,0.0,4.4378029997460544e-05,0.0
CB2923,CB2923,1,True,0.0048489063046872,0.0,0.0017149759223684,0.0
CB2923,CB2923,2,True,0.0030171952676028,0.0,3.3653319405857474e-05,0.0
CB2923,CB2923,3,True,0.0005865303683094,0.0,4.8760803110781126e-06,0.0
CB2923,CB2923,4,True,0.0002725157246459,0.0,1.742359700074303e-06,0.0
CB2923,CB2923,5,True,0.0001618631504243,0.0,1.422063292011444e-06,0.0
CB2924,CB2924,1,False,0.0,0.0,0.0,0.0
CB2924,CB2924,2,True,0.0006862034206278,0.000187030134839,0.0001999705273192,8.929366595111787e-05
CB2924,CB2924,3,True,0.0002071913186227,2.9917942811152894e-05,0.0001672571379458,1.5112491382751614e-05
CB2924,CB2924,4,True,0.0001250059285666,8.6862055468373e-06,0.0001423740759491,9.299791599914896e-06
CB2924,CB2924,5,True,8.386551053263247e-05,2.5632966753619257e-06,7.376178837148473e-05,2.641190349095268e-06
CB2925,CB2925,1,True,0.0017829543212428,0.0017829543212428,0.0,0.0
CB2925,CB2925,2,True,0.0004706979671027,0.0002347972185816,4.717697447631508e-05,8.09599987405818e-06
CB2925,CB2925,3,True,0.0001676008396316,2.1026164176873863e-05,0.0002684342616703,3.4849183521146188e-06
CB2925,CB2925,4,True,9.45435167523101e-05,5.292432888381882e-06,0.0001186142180813,2.015830659729545e-06
CB2925,CB2925,5,True,6.544165080413222e-05,1.6365394230888342e-06,6.906435010023415e-05,8.752118674237863e-07
CB2926,CB2926,1,True,0.0039052907377481,0.0039052907377481,0.0,0.0
CB2926,CB2926,2,True,0.0022277764510363,0.0004232475766912,1.72244126588339e-05,1.72244126588339e-05
CB2926,CB2926,3,True,0.0004656621604226,5.048724415246397e-05,5.766094182035886e-05,8.65397396410117e-06
CB2926,CB2926,4,True,0.0002552722289692,1.552288085804321e-05,2.452456647006329e-05,1.6681055967637803e-06
CB2926,CB2926,5,True,0.0001750479859765,5.505927219928708e-06,1.4925031791790389e-05,5.80004495986941e-07
CB2927,CB2927,1,False,0.0,0.0,0.0,0.0
CB2927,CB2927,2,True,0.0001151603501057,4.743897807202302e-05,7.387051300611347e-05,0.0
CB2927,CB2927,3,True,4.0575963794253767e-05,4.795356289832853e-06,1.909570892166812e-05,1.2736068866203711e-09
CB2927,CB2927,4,True,2.0801833670702763e-05,9.826859468375917e-07,2.484287051629508e-06,1.7702358467985844e-09
CB2927,CB2927,5,True,1.24186708490015e-05,3.00252224860742e-07,8.520298706571339e-07,1.6341840103351044e-09
CB2868_b,CB2868_b,1,False,0.0,0.0,0.0,0.0
CB2868_b,CB2868_b,2,True,0.0001498596975579,9.094752022065222e-05,0.0001453554141335,9.984412463381886e-05
CB2868_b,CB2868_b,3,True,7.185524009400979e-05,1.8553428162704225e-05,9.812993084779008e-05,1.6041849448811263e-05
CB2868_b,CB2868_b,4,True,3.5796500014839694e-05,5.2536579460138455e-06,3.636844849097543e-05,3.981654572271509e-06
CB2868_b,CB2868_b,5,True,2.3387758119497448e-05,1.7905513232108206e-06,1.8242788428324275e-05,1.2131779385526895e-06
CB2928,CB2928,1,True,0.0298538506031036,0.0298538506031036,0.0216152146458625,0.0216152146458625
CB2928,CB2928,2,True,0.0115452464669942,0.0018033932428807,0.0018655069870874,0.0001354657724732
CB2928,CB2928,3,True,0.0016544177196919,0.000191111350432,0.0001111808160203,1.7688009393168613e-05
CB2928,CB2928,4,True,0.000654904404655,3.73326511180494e-05,6.429712084354833e-05,6.850438239780488e-06
CB2928,CB2928,5,True,0.0002873280027415,1.0402764019090682e-05,3.9268597902264446e-05,2.2941947008803254e-06
CB2929,CB2929,1,True,0.0008865247946232,0.0,0.0,0.0
CB2929,CB2929,2,True,0.000263877765974,0.0,5.0492519221734256e-05,0.0
CB2929,CB2929,3,True,3.582164572435431e-05,0.0,7.5252023634675425e-06,0.0
CB2929,CB2929,4,True,2.1028221453889276e-05,0.0,8.032720870687626e-06,0.0
CB2929,CB2929,5,True,1.332924330199603e-05,0.0,4.209500730212312e-06,0.0
CB2930,CB2930,1,True,0.0099106403067708,0.0099106403067708,0.0,0.0
CB2930,CB2930,2,True,0.0013464784715324,0.0010177457006648,9.788152055989484e-06,4.839981556870043e-06
CB2930,CB2930,3,True,0.0004305114853195,0.0001472014409955,1.4371651559486054e-05,3.407279791645124e-06
CB2930,CB2930,4,True,0.000232049904298,3.186546382494271e-05,6.708367891405942e-06,9.365658115711994e-07
CB2930,CB2930,5,True,0.0001489818969275,8.455039278487675e-06,3.693807002491667e-06,4.799277348865871e-07
CB0319,CB0319,1,True,0.0045041870325803,0.0045041870325803,0.0,0.0
CB0319,CB0319,2,True,0.0011460273526608,0.0003546382940839,0.0002386855630902,0.000219004417886
CB0319,CB0319,3,True,0.0005084793083369,6.983180355746299e-05,0.0001753986143739,2.449568455631379e-05
CB0319,CB0319,4,True,0.0003426575858611,2.231564030807931e-05,0.0001319396833423,7.0902324296184815e-06
CB0319,CB0319,5,True,0.00023178794072,7.945368452055845e-06,6.028780626365915e-05,1.2915126035295543e-06
DNg02_c,DNg02_c,1,False,0.0,0.0,0.0,0.0
DNg02_c,DNg02_c,2,True,3.9064190787030384e-05,3.56468117388431e-05,8.964552762336098e-06,2.5291610654676333e-06
DNg02_c,DNg02_c,3,True,6.638863851549104e-06,1.6807240399430157e-06,2.682048489077715e-06,1.0261783245368861e-07
DNg02_c,DNg02_c,4,True,2.7012954433303094e-06,2.961990048788721e-07,1.1919768212464987e-06,4.6884704119065646e-08
DNg02_c,DNg02_c,5,True,1.389060344081372e-06,7.402182689020266e-08,4.389322612041724e-07,1.113862069246352e-08
v2LN47,v2LN47,1,True,0.0151791777461767,0.0,0.0036697245668619,0.0
v2LN47,v2LN47,2,True,0.0047820582985877,0.0,0.0014184368774294,0.0
v2LN47,v2LN47,3,True,0.0007635381771251,0.0,3.658191053546034e-05,0.0
v2LN47,v2LN47,4,True,0.0002756303874775,0.0,8.902457011572551e-06,0.0
v2LN47,v2LN47,5,True,0.0001413535210303,0.0,2.6114171305380296e-06,0.0
DNge075,DNge075,1,True,0.0006657789344899,0.0006657789344899,0.0,0.0
DNge075,DNge075,2,True,0.0012731614988297,0.0003312132321298,0.0,0.0
DNge075,DNge075,3,True,0.0005716153536923,6.545490032294765e-05,0.0,0.0
DNge075,DNge075,4,True,0.0001906717807287,1.5115949281607756e-05,0.0,0.0
DNge075,DNge075,5,True,0.0001418477331753,5.533221610676264e-06,0.0,0.0
CL070a,CL070a,1,True,0.002430859953165,0.002430859953165,0.0012077294522896,0.0012077294522896
CL070a,CL070a,2,True,0.0040736491791903,0.000911148963496,4.628490933100693e-05,2.8648537409026176e-05
CL070a,CL070a,3,True,0.0005576714174821,0.0001400873879902,2.4085005861707032e-05,1.3947510524303652e-06
CL070a,CL070a,4,True,0.0002573313540779,3.246762935305014e-05,2.198800393671263e-05,2.4766175101831323e-06
CL070a,CL070a,5,True,0.0001212948700413,9.36771812121151e-06,1.6219964891206473e-05,1.69632892266236e-06
CB2931,CB2931,1,True,0.0076344721019268,0.0,0.0,0.0
CB2931,CB2931,2,True,0.000399482960347,0.0,1.937164233822841e-05,0.0
CB2931,CB2931,3,True,5.564841558225453e-05,0.0,4.523112693277653e-06,0.0
CB2931,CB2931,4,True,2.326832509425003e-05,0.0,3.337451744300779e-06,0.0
CB2931,CB2931,5,True,1.3011757800995838e-05,0.0,5.134088951308513e-06,0.0
DNge108,DNge108,1,True,0.0040404037572443,0.0040404037572443,0.0,0.0
DNge108,DNge108,2,True,0.0003906898200511,0.0002613877295516,2.7662631509883795e-06,0.0
DNge108,DNge108,3,True,0.0002752253785729,1.3062613106740171e-05,3.5193957046431024e-06,1.793264061689115e-07
DNge108,DNge108,4,True,0.0001236660318681,2.785106516967062e-06,1.6422739008703502e-06,3.4207626953275394e-08
DNge108,DNge108,5,True,9.532954572932796e-05,1.02937758583721e-06,8.137988629641768e-07,1.3183218960932665e-08
CB2932,CB2932,1,True,0.0036640621256083,0.0,0.0,0.0
CB2932,CB2932,2,True,0.0031075386796146,0.0,0.0010432122508063,0.0
CB2932,CB2932,3,True,0.0003901941527146,0.0,0.0001298479619435,0.0
CB2932,CB2932,4,True,0.0002397125499555,0.0,6.704790575895458e-05,0.0
CB2932,CB2932,5,True,0.0001153319753939,0.0,3.114066566922702e-05,0.0
LAL004,LAL004,1,True,0.0112045630812644,0.0112045630812644,0.0007936508045531,0.0007936508045531
LAL004,LAL004,2,True,0.001993132289499,0.0007132248720154,0.0006091544055379,0.0002530351339373
LAL004,LAL004,3,True,0.0004963170504197,6.323772686300799e-05,0.0002566666807979,1.9773819076363e-05
LAL004,LAL004,4,True,0.000237494794419,1.1854503100039436e-05,0.0001215164884342,4.696983069152338e-06
LAL004,LAL004,5,True,0.0001437957544112,3.222342911612941e-06,7.94731531641446e-05,1.6020891280277285e-06
VES063a,VES063a,1,True,0.0175919570028781,0.0175919570028781,0.0,0.0
VES063a,VES063a,2,True,0.0089202504605054,0.0040468941442668,0.0007725487230345,0.000736448157113
VES063a,VES063a,3,True,0.0044093495234847,0.0007468692492693,0.0002067791356239,8.010651799850166e-05
VES063a,VES063a,4,True,0.0024334220215678,0.0001680470741121,0.0001321657618973,2.5060186089831404e-05
VES063a,VES063a,5,True,0.0014804466627538,4.802201146958396e-05,8.266596705652773e-05,6.694582225463819e-06
CB2933,CB2933,1,False,0.0,0.0,0.0,0.0
CB2933,CB2933,2,True,0.0010048464173451,0.0003879192227032,9.664924436947332e-05,9.317907824879512e-05
CB2933,CB2933,3,True,0.0003372620849404,6.895788828842342e-05,0.000148290884681,3.655246473499574e-05
CB2933,CB2933,4,True,0.0001687446929281,1.5480571164516732e-05,5.448782758321613e-05,6.1840814851166215e-06
CB2933,CB2933,5,True,0.0001027647231239,4.109832389076473e-06,5.306327511789277e-05,1.651880324970989e-06
CB2934,CB2934,1,True,0.0159395430237054,0.0159395430237054,0.0025641026441007,0.0025641026441007
CB2934,CB2934,2,True,0.0012362081324681,0.0010024337098002,0.0001669605699134,7.512851425417466e-06
CB2934,CB2934,3,True,0.0003156277234666,7.955430919537321e-05,9.442918963031845e-05,2.1319610254977306e-07
CB2934,CB2934,4,True,0.0001635525841265,1.3999077964399476e-05,2.3827911718399264e-05,9.118225818838256e-08
CB2934,CB2934,5,True,9.438158303964884e-05,3.274027676525293e-06,9.141528607869986e-06,3.0749006896257924e-08
PLP065a,PLP065a,1,False,0.0,0.0,0.0,0.0
PLP065a,PLP065a,2,True,0.0014308274257928,0.0006749922176823,7.211452611954883e-05,5.0309427024330944e-05
PLP065a,PLP065a,3,True,0.0003905842895619,7.24352867109701e-05,8.197606075555086e-05,8.459820492134895e-06
PLP065a,PLP065a,4,True,0.0001383444468956,1.679808337939903e-05,2.1356972865760326e-05,2.938911393357557e-06
PLP065a,PLP065a,5,True,7.496467878809199e-05,4.415913736011135e-06,1.2525891179393511e-05,6.557503979820467e-07
CB2935,CB2935,1,True,0.0043763676658272,0.0043763676658272,0.0046082949265837,0.0046082949265837
CB2935,CB2935,2,True,0.0011757501633837,0.0010162835242226,0.0001249492925126,0.0001205966327688
CB2935,CB2935,3,True,0.0002237350417999,9.52903283177875e-05,3.3813746995292604e-05,5.4669853852828965e-06
CB2935,CB2935,4,True,8.39649947010912e-05,1.5396059097838588e-05,8.977182005764917e-06,3.547239657564205e-07
CB2935,CB2935,5,True,4.382928091217764e-05,3.2970074244076386e-06,5.4016422836866695e-06,7.311879102189779e-08
CB2936,CB2936,1,False,0.0,0.0,0.0,0.0
CB2936,CB2936,2,True,0.0007872056448832,0.0,0.0001886812387965,0.0
