"","cell.type","anatomy.group","pnt","tract","type","skeleton.type","coreLH","id","skeleton.type_pnt"
"L166#2","PV5a1","PV5a","PV5"," ","ON","MCFO","TRUE","L166#2","MCFO_PV5"
"L166#3","PV5a1","PV5a","PV5"," ","ON","MCFO","TRUE","L166#3","MCFO_PV5"
"L166#5","PV5a1","PV5a","PV5"," ","ON","MCFO","TRUE","L166#5","MCFO_PV5"
"L166#6","PV5a1","PV5a","PV5"," ","ON","MCFO","TRUE","L166#6","MCFO_PV5"
"L224#1","PV5a1","PV5a","PV5"," ","ON","MCFO","TRUE","L224#1","MCFO_PV5"
"L224#2","PV5a1","PV5a","PV5"," ","ON","MCFO","TRUE","L224#2","MCFO_PV5"
"L224#3","PV5a1","PV5a","PV5"," ","ON","MCFO","TRUE","L224#3","MCFO_PV5"
"L378#1","PV5a1","PV5a","PV5"," ","ON","MCFO","TRUE","L378#1","MCFO_PV5"
"L378#2","PV5a1","PV5a","PV5"," ","ON","MCFO","TRUE","L378#2","MCFO_PV5"
"SS01372#1","PV5a1","PV5a","PV5"," ","ON","MCFO","TRUE","SS01372#1","MCFO_PV5"
"SS01372#2","PV5a1","PV5a","PV5"," ","ON","MCFO","TRUE","SS01372#2","MCFO_PV5"
"SS01372#3","PV5a1","PV5a","PV5"," ","ON","MCFO","TRUE","SS01372#3","MCFO_PV5"
"120619c1","PV5a2","PV5a","PV5"," ","ON","DyeFill","TRUE","120619c1","DyeFill_PV5"
"120710c0","PV5a2","PV5a","PV5"," ","ON","DyeFill","TRUE","120710c0","DyeFill_PV5"
"120712c1","PV5a2","PV5a","PV5"," ","ON","DyeFill","TRUE","120712c1","DyeFill_PV5"
"Gad1-F-500244","PV5a2","PV5a","PV5"," ","ON","FlyCircuit","TRUE","Gad1-F-500244","FlyCircuit_PV5"
"Cha-F-800011","PV5a2","PV5a","PV5"," ","ON","FlyCircuit","TRUE","Cha-F-800011","FlyCircuit_PV5"
"VGlut-F-400058","PV5a2","PV5a","PV5"," ","ON","FlyCircuit","TRUE","VGlut-F-400058","FlyCircuit_PV5"
"Gad1-F-400304","PV5a2","PV5a","PV5"," ","ON","FlyCircuit","TRUE","Gad1-F-400304","FlyCircuit_PV5"
"Gad1-F-300184","PV5a2","PV5a","PV5"," ","ON","FlyCircuit","TRUE","Gad1-F-300184","FlyCircuit_PV5"
"Gad1-F-200199","PV5a2","PV5a","PV5"," ","ON","FlyCircuit","TRUE","Gad1-F-200199","FlyCircuit_PV5"
"Cha-F-100457","PV5a2","PV5a","PV5"," ","ON","FlyCircuit","TRUE","Cha-F-100457","FlyCircuit_PV5"
"L166#4","PV5a2","PV5a","PV5"," ","ON","MCFO","TRUE","L166#4","MCFO_PV5"
"L291#1","PV5a2","PV5a","PV5"," ","ON","MCFO","TRUE","L291#1","MCFO_PV5"
"Gad1-F-700139","PV5a3","PV5a","PV5"," ","ON","FlyCircuit","TRUE","Gad1-F-700139","FlyCircuit_PV5"
"Cha-F-500250","PV5a3","PV5a","PV5"," ","ON","FlyCircuit","TRUE","Cha-F-500250","FlyCircuit_PV5"
"Cha-F-700211","PV5a3","PV5a","PV5"," ","ON","FlyCircuit","TRUE","Cha-F-700211","FlyCircuit_PV5"
"L163#1","PV5a3","PV5a","PV5"," ","ON","MCFO","TRUE","L163#1","MCFO_PV5"
"L163#2","PV5a3","PV5a","PV5"," ","ON","MCFO","TRUE","L163#2","MCFO_PV5"
"Gad1-F-100091","PV5a4","PV5a","PV5"," ","ON","FlyCircuit","TRUE","Gad1-F-100091","FlyCircuit_PV5"
"Cha-F-500138","PV5a4","PV5a","PV5"," ","ON","FlyCircuit","TRUE","Cha-F-500138","FlyCircuit_PV5"
"120605c0","PV5b1","PV5b","PV5"," ","ON","DyeFill","TRUE","120605c0","DyeFill_PV5"
"120618c0","PV5b1","PV5b","PV5"," ","ON","DyeFill","TRUE","120618c0","DyeFill_PV5"
"131118c3","PV5b1","PV5b","PV5"," ","ON","DyeFill","TRUE","131118c3","DyeFill_PV5"
"160121c1","PV5b1","PV5b","PV5"," ","ON","DyeFill","TRUE","160121c1","DyeFill_PV5"
"Gad1-F-900098","PV5b1","PV5b","PV5"," ","ON","FlyCircuit","TRUE","Gad1-F-900098","FlyCircuit_PV5"
"Gad1-F-300321","PV5b1","PV5b","PV5"," ","ON","FlyCircuit","TRUE","Gad1-F-300321","FlyCircuit_PV5"
"E0585-F-300073","PV5b1","PV5b","PV5"," ","ON","FlyCircuit","TRUE","E0585-F-300073","FlyCircuit_PV5"
"E0585-F-400002","PV5b1","PV5b","PV5"," ","ON","FlyCircuit","TRUE","E0585-F-400002","FlyCircuit_PV5"
"Gad1-F-000155","PV5b1","PV5b","PV5"," ","ON","FlyCircuit","TRUE","Gad1-F-000155","FlyCircuit_PV5"
"Cha-F-300204","PV5b1","PV5b","PV5"," ","ON","FlyCircuit","TRUE","Cha-F-300204","FlyCircuit_PV5"
"Cha-F-200169","PV5b1","PV5b","PV5"," ","ON","FlyCircuit","TRUE","Cha-F-200169","FlyCircuit_PV5"
"Cha-F-800045","PV5b1","PV5b","PV5"," ","ON","FlyCircuit","TRUE","Cha-F-800045","FlyCircuit_PV5"
"Gad1-F-100023","PV5b1","PV5b","PV5"," ","ON","FlyCircuit","TRUE","Gad1-F-100023","FlyCircuit_PV5"
"Cha-F-200082","PV5b1","PV5b","PV5"," ","ON","FlyCircuit","TRUE","Cha-F-200082","FlyCircuit_PV5"
"Cha-F-100083","PV5b1","PV5b","PV5"," ","ON","FlyCircuit","TRUE","Cha-F-100083","FlyCircuit_PV5"
"L1554#1","PV5b1","PV5b","PV5"," ","ON","MCFO","TRUE","L1554#1","MCFO_PV5"
"L1554#2","PV5b1","PV5b","PV5"," ","ON","MCFO","TRUE","L1554#2","MCFO_PV5"
"MB036B#1","PV5b1","PV5b","PV5"," ","ON","MCFO","TRUE","MB036B#1","MCFO_PV5"
"121130c0","PV5b2","PV5b","PV5"," ","ON","DyeFill","TRUE","121130c0","DyeFill_PV5"
"130213c0","PV5b2","PV5b","PV5"," ","ON","DyeFill","TRUE","130213c0","DyeFill_PV5"
"130214c1","PV5b2","PV5b","PV5"," ","ON","DyeFill","TRUE","130214c1","DyeFill_PV5"
"130425c1","PV5b2","PV5b","PV5"," ","ON","DyeFill","TRUE","130425c1","DyeFill_PV5"
"Cha-F-700258","PV5b2","PV5b","PV5"," ","ON","FlyCircuit","TRUE","Cha-F-700258","FlyCircuit_PV5"
"E0585-F-300063","PV5b2","PV5b","PV5"," ","ON","FlyCircuit","TRUE","E0585-F-300063","FlyCircuit_PV5"
"E0585-F-300066","PV5b2","PV5b","PV5"," ","ON","FlyCircuit","TRUE","E0585-F-300066","FlyCircuit_PV5"
"E0585-F-300064","PV5b2","PV5b","PV5"," ","ON","FlyCircuit","TRUE","E0585-F-300064","FlyCircuit_PV5"
"E0585-F-400003","PV5b2","PV5b","PV5"," ","ON","FlyCircuit","TRUE","E0585-F-400003","FlyCircuit_PV5"
"E0585-F-400021","PV5b2","PV5b","PV5"," ","ON","FlyCircuit","TRUE","E0585-F-400021","FlyCircuit_PV5"
"E0585-F-400029","PV5b2","PV5b","PV5"," ","ON","FlyCircuit","TRUE","E0585-F-400029","FlyCircuit_PV5"
"Cha-F-100264","PV5b2","PV5b","PV5"," ","ON","FlyCircuit","TRUE","Cha-F-100264","FlyCircuit_PV5"
"E0585-F-400015","PV5b3","PV5b","PV5"," ","ON","FlyCircuit","TRUE","E0585-F-400015","FlyCircuit_PV5"
"E0585-F-400028","PV5b3","PV5b","PV5"," ","ON","FlyCircuit","TRUE","E0585-F-400028","FlyCircuit_PV5"
"E0585-F-500010","PV5b3","PV5b","PV5"," ","ON","FlyCircuit","TRUE","E0585-F-500010","FlyCircuit_PV5"
"E0585-F-700002","PV5b3","PV5b","PV5"," ","ON","FlyCircuit","TRUE","E0585-F-700002","FlyCircuit_PV5"
"E0585-F-800001","PV5b3","PV5b","PV5"," ","ON","FlyCircuit","TRUE","E0585-F-800001","FlyCircuit_PV5"
"E0585-F-800004","PV5b3","PV5b","PV5"," ","ON","FlyCircuit","TRUE","E0585-F-800004","FlyCircuit_PV5"
"Cha-F-200204","PV5b3","PV5b","PV5"," ","ON","FlyCircuit","TRUE","Cha-F-200204","FlyCircuit_PV5"
"Cha-F-300342","PV5b3","PV5b","PV5"," ","ON","FlyCircuit","TRUE","Cha-F-300342","FlyCircuit_PV5"
"E0585-F-700001","PV5b3","PV5b","PV5"," ","ON","FlyCircuit","TRUE","E0585-F-700001","FlyCircuit_PV5"
"L849#1","PV5b3","PV5b","PV5"," ","ON","MCFO","TRUE","L849#1","MCFO_PV5"
"L849#2","PV5b3","PV5b","PV5"," ","ON","MCFO","TRUE","L849#2","MCFO_PV5"
"Cha-F-600232","PV5b4","PV5b","PV5"," ","ON","FlyCircuit","TRUE","Cha-F-600232","FlyCircuit_PV5"
"E0585-F-400001","PV5b5","PV5b","PV5"," ","ON","FlyCircuit","FALSE","E0585-F-400001","FlyCircuit_PV5"
"Gad1-F-900040","PV5b6","PV5b","PV5"," ","ON","FlyCircuit","TRUE","Gad1-F-900040","FlyCircuit_PV5"
"E0585-F-800003","PV5b6","PV5b","PV5"," ","ON","FlyCircuit","TRUE","E0585-F-800003","FlyCircuit_PV5"
"121227c2","PV5c1","PV5c","PV5"," ","ON","DyeFill","TRUE","121227c2","DyeFill_PV5"
"130208c1","PV5c1","PV5c","PV5"," ","ON","DyeFill","TRUE","130208c1","DyeFill_PV5"
"130702c1","PV5c1","PV5c","PV5"," ","ON","DyeFill","TRUE","130702c1","DyeFill_PV5"
"130703c1","PV5c1","PV5c","PV5"," ","ON","DyeFill","TRUE","130703c1","DyeFill_PV5"
"130711c1","PV5c1","PV5c","PV5"," ","ON","DyeFill","TRUE","130711c1","DyeFill_PV5"
"130712c1","PV5c1","PV5c","PV5"," ","ON","DyeFill","TRUE","130712c1","DyeFill_PV5"
"130717c0","PV5c1","PV5c","PV5"," ","ON","DyeFill","TRUE","130717c0","DyeFill_PV5"
"130814c0","PV5c1","PV5c","PV5"," ","ON","DyeFill","TRUE","130814c0","DyeFill_PV5"
"130816c2","PV5c1","PV5c","PV5"," ","ON","DyeFill","TRUE","130816c2","DyeFill_PV5"
"Gad1-F-200232","PV5c1","PV5c","PV5"," ","ON","FlyCircuit","TRUE","Gad1-F-200232","FlyCircuit_PV5"
"E0585-F-300013","PV5c1","PV5c","PV5"," ","ON","FlyCircuit","TRUE","E0585-F-300013","FlyCircuit_PV5"
"E0585-F-300033","PV5c1","PV5c","PV5"," ","ON","FlyCircuit","TRUE","E0585-F-300033","FlyCircuit_PV5"
"E0585-F-300040","PV5c1","PV5c","PV5"," ","ON","FlyCircuit","TRUE","E0585-F-300040","FlyCircuit_PV5"
"E0585-F-300047","PV5c1","PV5c","PV5"," ","ON","FlyCircuit","TRUE","E0585-F-300047","FlyCircuit_PV5"
"E0585-F-300071","PV5c1","PV5c","PV5"," ","ON","FlyCircuit","TRUE","E0585-F-300071","FlyCircuit_PV5"
"E0585-F-400005","PV5c1","PV5c","PV5"," ","ON","FlyCircuit","TRUE","E0585-F-400005","FlyCircuit_PV5"
"E0585-F-400008","PV5c1","PV5c","PV5"," ","ON","FlyCircuit","TRUE","E0585-F-400008","FlyCircuit_PV5"
"E0585-F-400013","PV5c1","PV5c","PV5"," ","ON","FlyCircuit","TRUE","E0585-F-400013","FlyCircuit_PV5"
"E0585-F-400018","PV5c1","PV5c","PV5"," ","ON","FlyCircuit","TRUE","E0585-F-400018","FlyCircuit_PV5"
"E0585-F-400025","PV5c1","PV5c","PV5"," ","ON","FlyCircuit","TRUE","E0585-F-400025","FlyCircuit_PV5"
"Gad1-F-000139","PV5c1","PV5c","PV5"," ","ON","FlyCircuit","TRUE","Gad1-F-000139","FlyCircuit_PV5"
"Cha-F-600051","PV5c1","PV5c","PV5"," ","ON","FlyCircuit","TRUE","Cha-F-600051","FlyCircuit_PV5"
"Cha-F-100141","PV5c1","PV5c","PV5"," ","ON","FlyCircuit","TRUE","Cha-F-100141","FlyCircuit_PV5"
"Gad1-F-200255","PV5c1","PV5c","PV5"," ","ON","FlyCircuit","TRUE","Gad1-F-200255","FlyCircuit_PV5"
"E0585-F-300020","PV5c1","PV5c","PV5"," ","ON","FlyCircuit","TRUE","E0585-F-300020","FlyCircuit_PV5"
"E0585-F-300043","PV5c1","PV5c","PV5"," ","ON","FlyCircuit","TRUE","E0585-F-300043","FlyCircuit_PV5"
"E0585-F-300052","PV5c1","PV5c","PV5"," ","ON","FlyCircuit","TRUE","E0585-F-300052","FlyCircuit_PV5"
"E0585-F-300070","PV5c1","PV5c","PV5"," ","ON","FlyCircuit","TRUE","E0585-F-300070","FlyCircuit_PV5"
"E0585-F-400009","PV5c1","PV5c","PV5"," ","ON","FlyCircuit","TRUE","E0585-F-400009","FlyCircuit_PV5"
"E0585-F-400011","PV5c1","PV5c","PV5"," ","ON","FlyCircuit","TRUE","E0585-F-400011","FlyCircuit_PV5"
"E0585-F-500008","PV5c1","PV5c","PV5"," ","ON","FlyCircuit","TRUE","E0585-F-500008","FlyCircuit_PV5"
"Cha-F-000317","PV5c1","PV5c","PV5"," ","ON","FlyCircuit","TRUE","Cha-F-000317","FlyCircuit_PV5"
"Gad1-F-900052","PV5c1","PV5c","PV5"," ","ON","FlyCircuit","TRUE","Gad1-F-900052","FlyCircuit_PV5"
"Gad1-F-100003","PV5c1","PV5c","PV5"," ","ON","FlyCircuit","TRUE","Gad1-F-100003","FlyCircuit_PV5"
"L1293#1","PV5c1","PV5c","PV5"," ","ON","MCFO","TRUE","L1293#1","MCFO_PV5"
"L1293#2","PV5c1","PV5c","PV5"," ","ON","MCFO","TRUE","L1293#2","MCFO_PV5"
"L1293#3","PV5c1","PV5c","PV5"," ","ON","MCFO","TRUE","L1293#3","MCFO_PV5"
"L1293#4","PV5c1","PV5c","PV5"," ","ON","MCFO","TRUE","L1293#4","MCFO_PV5"
"L1293#5","PV5c1","PV5c","PV5"," ","ON","MCFO","TRUE","L1293#5","MCFO_PV5"
"L1293#6","PV5c1","PV5c","PV5"," ","ON","MCFO","TRUE","L1293#6","MCFO_PV5"
"L1293#7","PV5c1","PV5c","PV5"," ","ON","MCFO","TRUE","L1293#7","MCFO_PV5"
"L1293#8","PV5c1","PV5c","PV5"," ","ON","MCFO","TRUE","L1293#8","MCFO_PV5"
"L1293#9","PV5c1","PV5c","PV5"," ","ON","MCFO","TRUE","L1293#9","MCFO_PV5"
"L1293#10","PV5c1","PV5c","PV5"," ","ON","MCFO","TRUE","L1293#10","MCFO_PV5"
"L1293#11","PV5c1","PV5c","PV5"," ","ON","MCFO","TRUE","L1293#11","MCFO_PV5"
"L1293#12","PV5c1","PV5c","PV5"," ","ON","MCFO","TRUE","L1293#12","MCFO_PV5"
"L1293#13","PV5c1","PV5c","PV5"," ","ON","MCFO","TRUE","L1293#13","MCFO_PV5"
"L1293#14","PV5c1","PV5c","PV5"," ","ON","MCFO","TRUE","L1293#14","MCFO_PV5"
"L1293#15","PV5c1","PV5c","PV5"," ","ON","MCFO","TRUE","L1293#15","MCFO_PV5"
"L1293#16","PV5c1","PV5c","PV5"," ","ON","MCFO","TRUE","L1293#16","MCFO_PV5"
"L173#2","PV5c1","PV5c","PV5"," ","ON","MCFO","TRUE","L173#2","MCFO_PV5"
"L173#3","PV5c1","PV5c","PV5"," ","ON","MCFO","TRUE","L173#3","MCFO_PV5"
"L173#4","PV5c1","PV5c","PV5"," ","ON","MCFO","TRUE","L173#4","MCFO_PV5"
"L173#5","PV5c1","PV5c","PV5"," ","ON","MCFO","TRUE","L173#5","MCFO_PV5"
"L173#6","PV5c1","PV5c","PV5"," ","ON","MCFO","TRUE","L173#6","MCFO_PV5"
"L173#7","PV5c1","PV5c","PV5"," ","ON","MCFO","TRUE","L173#7","MCFO_PV5"
"L173#8","PV5c1","PV5c","PV5"," ","ON","MCFO","TRUE","L173#8","MCFO_PV5"
"L173#9","PV5c1","PV5c","PV5"," ","ON","MCFO","TRUE","L173#9","MCFO_PV5"
"L178#1","PV5c1","PV5c","PV5"," ","ON","MCFO","TRUE","L178#1","MCFO_PV5"
"L178#2","PV5c1","PV5c","PV5"," ","ON","MCFO","TRUE","L178#2","MCFO_PV5"
"L178#3","PV5c1","PV5c","PV5"," ","ON","MCFO","TRUE","L178#3","MCFO_PV5"
"L178#4","PV5c1","PV5c","PV5"," ","ON","MCFO","TRUE","L178#4","MCFO_PV5"
"121212c0","PV5c2","PV5c","PV5"," ","ON","DyeFill","TRUE","121212c0","DyeFill_PV5"
"121213c0","PV5c2","PV5c","PV5"," ","ON","DyeFill","TRUE","121213c0","DyeFill_PV5"
"130220c1","PV5c2","PV5c","PV5"," ","ON","DyeFill","TRUE","130220c1","DyeFill_PV5"
"130313c1","PV5c2","PV5c","PV5"," ","ON","DyeFill","TRUE","130313c1","DyeFill_PV5"
"130605c1","PV5c2","PV5c","PV5"," ","ON","DyeFill","TRUE","130605c1","DyeFill_PV5"
"130606c1","PV5c2","PV5c","PV5"," ","ON","DyeFill","TRUE","130606c1","DyeFill_PV5"
"130704c2","PV5c2","PV5c","PV5"," ","ON","DyeFill","TRUE","130704c2","DyeFill_PV5"
"130710c3","PV5c2","PV5c","PV5"," ","ON","DyeFill","TRUE","130710c3","DyeFill_PV5"
"Gad1-F-300155","PV5c2","PV5c","PV5"," ","ON","FlyCircuit","TRUE","Gad1-F-300155","FlyCircuit_PV5"
"E0585-F-300050","PV5c2","PV5c","PV5"," ","ON","FlyCircuit","TRUE","E0585-F-300050","FlyCircuit_PV5"
"E0585-F-300058","PV5c2","PV5c","PV5"," ","ON","FlyCircuit","TRUE","E0585-F-300058","FlyCircuit_PV5"
"Cha-F-300025","PV5c2","PV5c","PV5"," ","ON","FlyCircuit","TRUE","Cha-F-300025","FlyCircuit_PV5"
"Cha-F-700170","PV5c2","PV5c","PV5"," ","ON","FlyCircuit","TRUE","Cha-F-700170","FlyCircuit_PV5"
"E0585-F-300069","PV5c2","PV5c","PV5"," ","ON","FlyCircuit","TRUE","E0585-F-300069","FlyCircuit_PV5"
"E0585-F-500009","PV5c2","PV5c","PV5"," ","ON","FlyCircuit","TRUE","E0585-F-500009","FlyCircuit_PV5"
"Gad1-F-000125","PV5c2","PV5c","PV5"," ","ON","FlyCircuit","TRUE","Gad1-F-000125","FlyCircuit_PV5"
"Cha-F-100068","PV5c2","PV5c","PV5"," ","ON","FlyCircuit","TRUE","Cha-F-100068","FlyCircuit_PV5"
"L173#1","PV5c2","PV5c","PV5"," ","ON","MCFO","TRUE","L173#1","MCFO_PV5"
"121217c0","PV5c3","PV5c","PV5"," ","ON","DyeFill","TRUE","121217c0","DyeFill_PV5"
"130211c3","PV5c3","PV5c","PV5"," ","ON","DyeFill","TRUE","130211c3","DyeFill_PV5"
"130617c3","PV5c3","PV5c","PV5"," ","ON","DyeFill","TRUE","130617c3","DyeFill_PV5"
"131126c3","PV5c3","PV5c","PV5"," ","ON","DyeFill","TRUE","131126c3","DyeFill_PV5"
"131204c0","PV5c3","PV5c","PV5"," ","ON","DyeFill","TRUE","131204c0","DyeFill_PV5"
"131212c0","PV5c3","PV5c","PV5"," ","ON","DyeFill","TRUE","131212c0","DyeFill_PV5"
"Gad1-F-800215","PV5d1","PV5d","PV5"," ","ON","FlyCircuit","TRUE","Gad1-F-800215","FlyCircuit_PV5"
"Gad1-F-300163","PV5d1","PV5d","PV5"," ","ON","FlyCircuit","TRUE","Gad1-F-300163","FlyCircuit_PV5"
"E0585-F-600002","PV5d1","PV5d","PV5"," ","ON","FlyCircuit","TRUE","E0585-F-600002","FlyCircuit_PV5"
"Gad1-F-200362","PV5d2","PV5d","PV5"," ","ON","FlyCircuit","TRUE","Gad1-F-200362","FlyCircuit_PV5"
"Gad1-F-000393","PV5d3","PV5d","PV5"," ","ON","FlyCircuit","TRUE","Gad1-F-000393","FlyCircuit_PV5"
"TH-M-200014","PV5e1","PV5e","PV5"," ","ON","FlyCircuit","FALSE","TH-M-200014","FlyCircuit_PV5"
"TH-M-300021","PV5e1","PV5e","PV5"," ","ON","FlyCircuit","FALSE","TH-M-300021","FlyCircuit_PV5"
"Gad1-F-400166","PV5e3","PV5e","PV5"," ","ON","FlyCircuit","FALSE","Gad1-F-400166","FlyCircuit_PV5"
"Gad1-F-400162","PV5f1","PV5f","PV5"," ","ON","FlyCircuit","FALSE","Gad1-F-400162","FlyCircuit_PV5"
"E0585-F-500000","PV5f1","PV5f","PV5"," ","ON","FlyCircuit","FALSE","E0585-F-500000","FlyCircuit_PV5"
"E0585-F-500001","PV5f1","PV5f","PV5"," ","ON","FlyCircuit","FALSE","E0585-F-500001","FlyCircuit_PV5"
"Gad1-F-200177","PV5g1","PV5g","PV5"," ","ON","FlyCircuit","TRUE","Gad1-F-200177","FlyCircuit_PV5"
"L374#2","PV5g1","PV5g","PV5"," ","ON","MCFO","TRUE","L374#2","MCFO_PV5"
"L374#3","PV5g1","PV5g","PV5"," ","ON","MCFO","TRUE","L374#3","MCFO_PV5"
"L374#4","PV5g1","PV5g","PV5"," ","ON","MCFO","TRUE","L374#4","MCFO_PV5"
"L374#5","PV5g1","PV5g","PV5"," ","ON","MCFO","TRUE","L374#5","MCFO_PV5"
"L374#6","PV5g1","PV5g","PV5"," ","ON","MCFO","TRUE","L374#6","MCFO_PV5"
"L374#9","PV5g1","PV5g","PV5"," ","ON","MCFO","TRUE","L374#9","MCFO_PV5"
"L374#10","PV5g1","PV5g","PV5"," ","ON","MCFO","TRUE","L374#10","MCFO_PV5"
"Gad1-F-300312","PV5g2","PV5g","PV5"," ","ON","FlyCircuit","TRUE","Gad1-F-300312","FlyCircuit_PV5"
"L374#8","PV5g2","PV5g","PV5"," ","ON","MCFO","TRUE","L374#8","MCFO_PV5"
"Cha-F-100398","PV5g3","PV5g","PV5"," ","ON","FlyCircuit","TRUE","Cha-F-100398","FlyCircuit_PV5"
"Gad1-F-700165","PV5g3","PV5g","PV5"," ","ON","FlyCircuit","TRUE","Gad1-F-700165","FlyCircuit_PV5"
"Gad1-F-300290","PV5k1","PV5k","PV5"," ","ON","FlyCircuit","FALSE","Gad1-F-300290","FlyCircuit_PV5"
"L528#1","PV5k1","PV5k","PV5"," ","ON","MCFO","FALSE","L528#1","MCFO_PV5"
"L62#1","PV6a1","PV6a","PV6"," ","ON","MCFO","TRUE","L62#1","MCFO_PV6"
"Cha-F-200186","PV6a2","PV6a","PV6"," ","ON","FlyCircuit","TRUE","Cha-F-200186","FlyCircuit_PV6"
"L2185#1","PV6a3","PV6a","PV6"," ","ON","MCFO","TRUE","L2185#1","MCFO_PV6"
"L2185#2","PV6a3","PV6a","PV6"," ","ON","MCFO","TRUE","L2185#2","MCFO_PV6"
"L2193#1","PV6a3","PV6a","PV6"," ","ON","MCFO","TRUE","L2193#1","MCFO_PV6"
"L2193#2","PV6a3","PV6a","PV6"," ","ON","MCFO","TRUE","L2193#2","MCFO_PV6"
"L2193#3","PV6a3","PV6a","PV6"," ","ON","MCFO","TRUE","L2193#3","MCFO_PV6"
"L2193#4","PV6a3","PV6a","PV6"," ","ON","MCFO","TRUE","L2193#4","MCFO_PV6"
"L2193#5","PV6a3","PV6a","PV6"," ","ON","MCFO","TRUE","L2193#5","MCFO_PV6"
"L1827#1","PV6b1","PV6b","PV6"," ","ON","MCFO","TRUE","L1827#1","MCFO_PV6"
"L1827#2","PV6b1","PV6b","PV6"," ","ON","MCFO","TRUE","L1827#2","MCFO_PV6"
"L2220#1","PV6c1","PV6c","PV6"," ","ON","MCFO","TRUE","L2220#1","MCFO_PV6"
"L2220#2","PV6c1","PV6c","PV6"," ","ON","MCFO","TRUE","L2220#2","MCFO_PV6"
"L2220#3","PV6c1","PV6c","PV6"," ","ON","MCFO","TRUE","L2220#3","MCFO_PV6"
"L2220#4","PV6c1","PV6c","PV6"," ","ON","MCFO","TRUE","L2220#4","MCFO_PV6"
"Cha-F-800039","PV7a1","PV7a","PV7"," ","ON","FlyCircuit","FALSE","Cha-F-800039","FlyCircuit_PV7"
"Gad1-F-200219","PV7b1","PV7b","PV7"," ","ON","FlyCircuit","FALSE","Gad1-F-200219","FlyCircuit_PV7"
"Gad1-F-700084","PV8a1","PV8a","PV8"," ","LN","FlyCircuit","TRUE","Gad1-F-700084","FlyCircuit_PV8"
"fru-M-400051","PV8b1","PV8b","PV8"," ","ON","FlyCircuit","TRUE","fru-M-400051","FlyCircuit_PV8"
"VGlut-F-000090","PV8c1","PV8c","PV8"," ","ON","FlyCircuit","FALSE","VGlut-F-000090","FlyCircuit_PV8"
"Trh-F-100061","PV9a1","PV9a","PV9"," ","ON","FlyCircuit","FALSE","Trh-F-100061","FlyCircuit_PV9"
"Trh-F-100060","PV9a1","PV9a","PV9"," ","ON","FlyCircuit","FALSE","Trh-F-100060","FlyCircuit_PV9"
"Trh-F-000029","PV9a1","PV9a","PV9"," ","ON","FlyCircuit","FALSE","Trh-F-000029","FlyCircuit_PV9"
"Trh-F-000040","PV9a1","PV9a","PV9"," ","ON","FlyCircuit","FALSE","Trh-F-000040","FlyCircuit_PV9"
"Trh-F-100057","PV9a1","PV9a","PV9"," ","ON","FlyCircuit","FALSE","Trh-F-100057","FlyCircuit_PV9"
"Trh-F-000002","PV9a1","PV9a","PV9"," ","ON","FlyCircuit","FALSE","Trh-F-000002","FlyCircuit_PV9"
"Trh-M-100075","PV9a1","PV9a","PV9"," ","ON","FlyCircuit","FALSE","Trh-M-100075","FlyCircuit_PV9"
"Trh-F-600087","PV9a1","PV9a","PV9"," ","ON","FlyCircuit","FALSE","Trh-F-600087","FlyCircuit_PV9"
"Trh-F-100091","PV9a1","PV9a","PV9"," ","ON","FlyCircuit","FALSE","Trh-F-100091","FlyCircuit_PV9"
"Trh-F-100072","PV9a1","PV9a","PV9"," ","ON","FlyCircuit","FALSE","Trh-F-100072","FlyCircuit_PV9"
"VGlut-F-200225","PV9a1","PV9a","PV9"," ","ON","FlyCircuit","FALSE","VGlut-F-200225","FlyCircuit_PV9"
"fru-M-000012","PV9a1","PV9a","PV9"," ","ON","FlyCircuit","FALSE","fru-M-000012","FlyCircuit_PV9"
"fru-M-300184","PV9a1","PV9a","PV9"," ","ON","FlyCircuit","FALSE","fru-M-300184","FlyCircuit_PV9"
"fru-M-100059","PV9a1","PV9a","PV9"," ","ON","FlyCircuit","FALSE","fru-M-100059","FlyCircuit_PV9"
"Trh-F-200008","PV9a1","PV9a","PV9"," ","ON","FlyCircuit","FALSE","Trh-F-200008","FlyCircuit_PV9"
"Trh-M-300118","PV9a1","PV9a","PV9"," ","ON","FlyCircuit","FALSE","Trh-M-300118","FlyCircuit_PV9"
"fru-M-200410","PV9b1","PV9b","PV9"," ","ON","FlyCircuit","FALSE","fru-M-200410","FlyCircuit_PV9"
"Trh-M-100010","PV9c1","PV9c","PV9"," ","ON","FlyCircuit","FALSE","Trh-M-100010","FlyCircuit_PV9"
"L1518#1","WED-PN3","WED-PN3","WEDT","WEDT","IN/ON","MCFO"," ","L1518#1","MCFO_WEDT"
"L1518#2","WED-PN3","WED-PN3","WEDT","WEDT","IN/ON","MCFO"," ","L1518#2","MCFO_WEDT"
"L1518#3","WED-PN3","WED-PN3","WEDT","WEDT","IN/ON","MCFO"," ","L1518#3","MCFO_WEDT"
"L1518#4","WED-PN3","WED-PN3","WEDT","WEDT","IN/ON","MCFO"," ","L1518#4","MCFO_WEDT"
"L1518#5","WED-PN3","WED-PN3","WEDT","WEDT","IN/ON","MCFO"," ","L1518#5","MCFO_WEDT"
"L1668#1","WED-PN3","WED-PN3","WEDT","WEDT","IN/ON","MCFO"," ","L1668#1","MCFO_WEDT"
