"","cell.type","anatomy.group","pnt","tract","type","skeleton.type","coreLH","id","skeleton.type_pnt"
"L1467#19","PV4a2","PV4a","PV4"," ","LN","MCFO","TRUE","L1467#19","MCFO_PV4"
"L1467#20","PV4a2","PV4a","PV4"," ","LN","MCFO","TRUE","L1467#20","MCFO_PV4"
"L1467#21","PV4a2","PV4a","PV4"," ","LN","MCFO","TRUE","L1467#21","MCFO_PV4"
"L1473#3","PV4a2","PV4a","PV4"," ","LN","MCFO","TRUE","L1473#3","MCFO_PV4"
"L1473#4","PV4a2","PV4a","PV4"," ","LN","MCFO","TRUE","L1473#4","MCFO_PV4"
"L1473#6","PV4a2","PV4a","PV4"," ","LN","MCFO","TRUE","L1473#6","MCFO_PV4"
"L1473#8","PV4a2","PV4a","PV4"," ","LN","MCFO","TRUE","L1473#8","MCFO_PV4"
"L1473#9","PV4a2","PV4a","PV4"," ","LN","MCFO","TRUE","L1473#9","MCFO_PV4"
"L1473#10","PV4a2","PV4a","PV4"," ","LN","MCFO","TRUE","L1473#10","MCFO_PV4"
"L1475#5","PV4a2","PV4a","PV4"," ","LN","MCFO","TRUE","L1475#5","MCFO_PV4"
"L1475#6","PV4a2","PV4a","PV4"," ","LN","MCFO","TRUE","L1475#6","MCFO_PV4"
"L1735#2","PV4a2","PV4a","PV4"," ","LN","MCFO","TRUE","L1735#2","MCFO_PV4"
"L1735#4","PV4a2","PV4a","PV4"," ","LN","MCFO","TRUE","L1735#4","MCFO_PV4"
"L1735#8","PV4a2","PV4a","PV4"," ","LN","MCFO","TRUE","L1735#8","MCFO_PV4"
"L1749#1","PV4a2","PV4a","PV4"," ","LN","MCFO","TRUE","L1749#1","MCFO_PV4"
"L1749#2","PV4a2","PV4a","PV4"," ","LN","MCFO","TRUE","L1749#2","MCFO_PV4"
"L1749#4","PV4a2","PV4a","PV4"," ","LN","MCFO","TRUE","L1749#4","MCFO_PV4"
"L1749#5","PV4a2","PV4a","PV4"," ","LN","MCFO","TRUE","L1749#5","MCFO_PV4"
"L1749#8","PV4a2","PV4a","PV4"," ","LN","MCFO","TRUE","L1749#8","MCFO_PV4"
"L542#1","PV4a2","PV4a","PV4"," ","LN","MCFO","TRUE","L542#1","MCFO_PV4"
"130408c0","PV4a3","PV4a","PV4"," ","LN","DyeFill","TRUE","130408c0","DyeFill_PV4"
"130411c2","PV4a3","PV4a","PV4"," ","LN","DyeFill","TRUE","130411c2","DyeFill_PV4"
"Cha-F-100412","PV4a3","PV4a","PV4"," ","LN","FlyCircuit","TRUE","Cha-F-100412","FlyCircuit_PV4"
"L1354#1","PV4a3","PV4a","PV4"," ","LN","MCFO","TRUE","L1354#1","MCFO_PV4"
"L1354#2","PV4a3","PV4a","PV4"," ","LN","MCFO","TRUE","L1354#2","MCFO_PV4"
"L1467#6","PV4a3","PV4a","PV4"," ","LN","MCFO","TRUE","L1467#6","MCFO_PV4"
"L1467#23","PV4a3","PV4a","PV4"," ","LN","MCFO","TRUE","L1467#23","MCFO_PV4"
"L1475#1","PV4a3","PV4a","PV4"," ","LN","MCFO","TRUE","L1475#1","MCFO_PV4"
"L1475#2","PV4a3","PV4a","PV4"," ","LN","MCFO","TRUE","L1475#2","MCFO_PV4"
"L1475#3","PV4a3","PV4a","PV4"," ","LN","MCFO","TRUE","L1475#3","MCFO_PV4"
"L1475#7","PV4a3","PV4a","PV4"," ","LN","MCFO","TRUE","L1475#7","MCFO_PV4"
"L1475#8","PV4a3","PV4a","PV4"," ","LN","MCFO","TRUE","L1475#8","MCFO_PV4"
"L1475#9","PV4a3","PV4a","PV4"," ","LN","MCFO","TRUE","L1475#9","MCFO_PV4"
"L1477#1","PV4a3","PV4a","PV4"," ","LN","MCFO","TRUE","L1477#1","MCFO_PV4"
"L1735#1","PV4a3","PV4a","PV4"," ","LN","MCFO","TRUE","L1735#1","MCFO_PV4"
"L1735#3","PV4a3","PV4a","PV4"," ","LN","MCFO","TRUE","L1735#3","MCFO_PV4"
"L1735#11","PV4a3","PV4a","PV4"," ","LN","MCFO","TRUE","L1735#11","MCFO_PV4"
"130219c0","PV4a4","PV4a","PV4"," ","LN","DyeFill","TRUE","130219c0","DyeFill_PV4"
"130703c0","PV4a4","PV4a","PV4"," ","LN","DyeFill","TRUE","130703c0","DyeFill_PV4"
"130724c0","PV4a4","PV4a","PV4"," ","LN","DyeFill","TRUE","130724c0","DyeFill_PV4"
"Gad1-F-000201","PV4a4","PV4a","PV4"," ","LN","FlyCircuit","TRUE","Gad1-F-000201","FlyCircuit_PV4"
"VGlut-F-600752","PV4a4","PV4a","PV4"," ","LN","FlyCircuit","TRUE","VGlut-F-600752","FlyCircuit_PV4"
"Gad1-F-100345","PV4a4","PV4a","PV4"," ","LN","FlyCircuit","TRUE","Gad1-F-100345","FlyCircuit_PV4"
"Cha-F-300186","PV4a4","PV4a","PV4"," ","LN","FlyCircuit","TRUE","Cha-F-300186","FlyCircuit_PV4"
"VGlut-F-700436","PV4a4","PV4a","PV4"," ","LN","FlyCircuit","TRUE","VGlut-F-700436","FlyCircuit_PV4"
"L1354#3","PV4a4","PV4a","PV4"," ","LN","MCFO","TRUE","L1354#3","MCFO_PV4"
"L1354#4","PV4a4","PV4a","PV4"," ","LN","MCFO","TRUE","L1354#4","MCFO_PV4"
"L1467#1","PV4a4","PV4a","PV4"," ","LN","MCFO","TRUE","L1467#1","MCFO_PV4"
"L1467#5","PV4a4","PV4a","PV4"," ","LN","MCFO","TRUE","L1467#5","MCFO_PV4"
"L1467#7","PV4a4","PV4a","PV4"," ","LN","MCFO","TRUE","L1467#7","MCFO_PV4"
"L1467#22","PV4a4","PV4a","PV4"," ","LN","MCFO","TRUE","L1467#22","MCFO_PV4"
"L1475#4","PV4a4","PV4a","PV4"," ","LN","MCFO","TRUE","L1475#4","MCFO_PV4"
"L1475#10","PV4a4","PV4a","PV4"," ","LN","MCFO","TRUE","L1475#10","MCFO_PV4"
"L1475#11","PV4a4","PV4a","PV4"," ","LN","MCFO","TRUE","L1475#11","MCFO_PV4"
"L1475#12","PV4a4","PV4a","PV4"," ","LN","MCFO","TRUE","L1475#12","MCFO_PV4"
"L1475#13","PV4a4","PV4a","PV4"," ","LN","MCFO","TRUE","L1475#13","MCFO_PV4"
"L1477#3","PV4a4","PV4a","PV4"," ","LN","MCFO","TRUE","L1477#3","MCFO_PV4"
"L1749#11","PV4a4","PV4a","PV4"," ","LN","MCFO","TRUE","L1749#11","MCFO_PV4"
"L542#2","PV4a4","PV4a","PV4"," ","LN","MCFO","TRUE","L542#2","MCFO_PV4"
"L954#1","PV4a4","PV4a","PV4"," ","LN","MCFO","TRUE","L954#1","MCFO_PV4"
"L954#2","PV4a4","PV4a","PV4"," ","LN","MCFO","TRUE","L954#2","MCFO_PV4"
"130704c1","PV4a5","PV4a","PV4"," ","LN","DyeFill","TRUE","130704c1","DyeFill_PV4"
"VGlut-F-700430","PV4a5","PV4a","PV4"," ","LN","FlyCircuit","TRUE","VGlut-F-700430","FlyCircuit_PV4"
"VGlut-F-600090","PV4a5","PV4a","PV4"," ","LN","FlyCircuit","TRUE","VGlut-F-600090","FlyCircuit_PV4"
"L1467#14","PV4a5","PV4a","PV4"," ","LN","MCFO","TRUE","L1467#14","MCFO_PV4"
"L1467#24","PV4a5","PV4a","PV4"," ","LN","MCFO","TRUE","L1467#24","MCFO_PV4"
"L1477#2","PV4a5","PV4a","PV4"," ","LN","MCFO","TRUE","L1477#2","MCFO_PV4"
"L1735#5","PV4a5","PV4a","PV4"," ","LN","MCFO","TRUE","L1735#5","MCFO_PV4"
"L1735#6","PV4a5","PV4a","PV4"," ","LN","MCFO","TRUE","L1735#6","MCFO_PV4"
"L1735#7","PV4a5","PV4a","PV4"," ","LN","MCFO","TRUE","L1735#7","MCFO_PV4"
"L1735#10","PV4a5","PV4a","PV4"," ","LN","MCFO","TRUE","L1735#10","MCFO_PV4"
"L1735#12","PV4a5","PV4a","PV4"," ","LN","MCFO","TRUE","L1735#12","MCFO_PV4"
"L784#1","PV4a5","PV4a","PV4"," ","LN","MCFO","TRUE","L784#1","MCFO_PV4"
"130911c2","PV4a6","PV4a","PV4"," ","LN","DyeFill","TRUE","130911c2","DyeFill_PV4"
"130912c0","PV4a6","PV4a","PV4"," ","LN","DyeFill","TRUE","130912c0","DyeFill_PV4"
"130913c0","PV4a6","PV4a","PV4"," ","LN","DyeFill","TRUE","130913c0","DyeFill_PV4"
"Gad1-F-600205","PV4a6","PV4a","PV4"," ","LN","FlyCircuit","TRUE","Gad1-F-600205","FlyCircuit_PV4"
"Gad1-F-200395","PV4a6","PV4a","PV4"," ","LN","FlyCircuit","TRUE","Gad1-F-200395","FlyCircuit_PV4"
"Cha-F-300221","PV4a6","PV4a","PV4"," ","LN","FlyCircuit","TRUE","Cha-F-300221","FlyCircuit_PV4"
"fru-F-400180","PV4a6","PV4a","PV4"," ","LN","FlyCircuit","TRUE","fru-F-400180","FlyCircuit_PV4"
"Gad1-F-100132","PV4a6","PV4a","PV4"," ","LN","FlyCircuit","TRUE","Gad1-F-100132","FlyCircuit_PV4"
"130205c2","PV4a7","PV4a","PV4"," ","LN","DyeFill","TRUE","130205c2","DyeFill_PV4"
"130821c0","PV4a7","PV4a","PV4"," ","LN","DyeFill","TRUE","130821c0","DyeFill_PV4"
"130826c0","PV4a7","PV4a","PV4"," ","LN","DyeFill","TRUE","130826c0","DyeFill_PV4"
"130829c0","PV4a7","PV4a","PV4"," ","LN","DyeFill","TRUE","130829c0","DyeFill_PV4"
"130829c1","PV4a7","PV4a","PV4"," ","LN","DyeFill","TRUE","130829c1","DyeFill_PV4"
"130911c0","PV4a7","PV4a","PV4"," ","LN","DyeFill","TRUE","130911c0","DyeFill_PV4"
"130925c2","PV4a7","PV4a","PV4"," ","LN","DyeFill","TRUE","130925c2","DyeFill_PV4"
"Cha-F-700255","PV4a7","PV4a","PV4"," ","LN","FlyCircuit","TRUE","Cha-F-700255","FlyCircuit_PV4"
"Cha-F-900046","PV4a7","PV4a","PV4"," ","LN","FlyCircuit","TRUE","Cha-F-900046","FlyCircuit_PV4"
"Gad1-F-100338","PV4a7","PV4a","PV4"," ","LN","FlyCircuit","TRUE","Gad1-F-100338","FlyCircuit_PV4"
"L1473#1","PV4a7","PV4a","PV4"," ","LN","MCFO","TRUE","L1473#1","MCFO_PV4"
"L1473#2","PV4a7","PV4a","PV4"," ","LN","MCFO","TRUE","L1473#2","MCFO_PV4"
"L629#7","PV4a7","PV4a","PV4"," ","LN","MCFO","TRUE","L629#7","MCFO_PV4"
"Gad1-F-500281","PV4a8","PV4a","PV4"," ","LN","FlyCircuit","TRUE","Gad1-F-500281","FlyCircuit_PV4"
"Gad1-F-400124","PV4a8","PV4a","PV4"," ","LN","FlyCircuit","TRUE","Gad1-F-400124","FlyCircuit_PV4"
"Cha-F-100456","PV4a8","PV4a","PV4"," ","LN","FlyCircuit","TRUE","Cha-F-100456","FlyCircuit_PV4"
"Gad1-F-500178","PV4a9","PV4a","PV4"," ","LN","FlyCircuit","TRUE","Gad1-F-500178","FlyCircuit_PV4"
"5HT1A-F-300030","PV4a9","PV4a","PV4"," ","LN","FlyCircuit","TRUE","5HT1A-F-300030","FlyCircuit_PV4"
"5HT1A-F-300034","PV4a9","PV4a","PV4"," ","LN","FlyCircuit","TRUE","5HT1A-F-300034","FlyCircuit_PV4"
"Cha-F-100221","PV4a9","PV4a","PV4"," ","LN","FlyCircuit","TRUE","Cha-F-100221","FlyCircuit_PV4"
"140117c2","PV4b1","PV4b","PV4"," ","ON","DyeFill","TRUE","140117c2","DyeFill_PV4"
"VGlut-F-300574","PV4b1","PV4b","PV4"," ","ON","FlyCircuit","TRUE","VGlut-F-300574","FlyCircuit_PV4"
"VGlut-F-500243","PV4b1","PV4b","PV4"," ","ON","FlyCircuit","TRUE","VGlut-F-500243","FlyCircuit_PV4"
"Gad1-F-300148","PV4b1","PV4b","PV4"," ","ON","FlyCircuit","TRUE","Gad1-F-300148","FlyCircuit_PV4"
"VGlut-F-500399","PV4b1","PV4b","PV4"," ","ON","FlyCircuit","TRUE","VGlut-F-500399","FlyCircuit_PV4"
"VGlut-F-500411","PV4b1","PV4b","PV4"," ","ON","FlyCircuit","TRUE","VGlut-F-500411","FlyCircuit_PV4"
"VGlut-F-700084","PV4b1","PV4b","PV4"," ","ON","FlyCircuit","TRUE","VGlut-F-700084","FlyCircuit_PV4"
"VGlut-F-600764","PV4b1","PV4b","PV4"," ","ON","FlyCircuit","TRUE","VGlut-F-600764","FlyCircuit_PV4"
"VGlut-F-700602","PV4b1","PV4b","PV4"," ","ON","FlyCircuit","TRUE","VGlut-F-700602","FlyCircuit_PV4"
"L1827#4","PV4b1","PV4b","PV4"," ","ON","MCFO","TRUE","L1827#4","MCFO_PV4"
"L1827#6","PV4b1","PV4b","PV4"," ","ON","MCFO","TRUE","L1827#6","MCFO_PV4"
"L1827#13","PV4b1","PV4b","PV4"," ","ON","MCFO","TRUE","L1827#13","MCFO_PV4"
"131212c1","PV4b2","PV4b","PV4"," ","ON","DyeFill","TRUE","131212c1","DyeFill_PV4"
"140206c2","PV4b2","PV4b","PV4"," ","ON","DyeFill","TRUE","140206c2","DyeFill_PV4"
"140207c0","PV4b2","PV4b","PV4"," ","ON","DyeFill","TRUE","140207c0","DyeFill_PV4"
"140211c0","PV4b2","PV4b","PV4"," ","ON","DyeFill","TRUE","140211c0","DyeFill_PV4"
"E0585-F-300056","PV4b2","PV4b","PV4"," ","ON","FlyCircuit","TRUE","E0585-F-300056","FlyCircuit_PV4"
"Gad1-F-100154","PV4b2","PV4b","PV4"," ","ON","FlyCircuit","TRUE","Gad1-F-100154","FlyCircuit_PV4"
"Cha-F-100028","PV4b2","PV4b","PV4"," ","ON","FlyCircuit","TRUE","Cha-F-100028","FlyCircuit_PV4"
"VGlut-F-500444","PV4b2","PV4b","PV4"," ","ON","FlyCircuit","TRUE","VGlut-F-500444","FlyCircuit_PV4"
"VGlut-F-400084","PV4b2","PV4b","PV4"," ","ON","FlyCircuit","TRUE","VGlut-F-400084","FlyCircuit_PV4"
"Gad1-F-200322","PV4b2","PV4b","PV4"," ","ON","FlyCircuit","TRUE","Gad1-F-200322","FlyCircuit_PV4"
"L1827#5","PV4b2","PV4b","PV4"," ","ON","MCFO","TRUE","L1827#5","MCFO_PV4"
"L1827#7","PV4b2","PV4b","PV4"," ","ON","MCFO","TRUE","L1827#7","MCFO_PV4"
"L1827#8","PV4b2","PV4b","PV4"," ","ON","MCFO","TRUE","L1827#8","MCFO_PV4"
"L1827#9","PV4b2","PV4b","PV4"," ","ON","MCFO","TRUE","L1827#9","MCFO_PV4"
"L1827#10","PV4b2","PV4b","PV4"," ","ON","MCFO","TRUE","L1827#10","MCFO_PV4"
"L1827#11","PV4b2","PV4b","PV4"," ","ON","MCFO","TRUE","L1827#11","MCFO_PV4"
"L1827#12","PV4b2","PV4b","PV4"," ","ON","MCFO","TRUE","L1827#12","MCFO_PV4"
"L1828#2","PV4b2","PV4b","PV4"," ","ON","MCFO","TRUE","L1828#2","MCFO_PV4"
"L509#1","PV4b3","PV4b","PV4"," ","ON","MCFO","TRUE","L509#1","MCFO_PV4"
"L509#2","PV4b3","PV4b","PV4"," ","ON","MCFO","TRUE","L509#2","MCFO_PV4"
"Gad1-F-300135","PV4b4","PV4b","PV4"," ","ON","FlyCircuit","TRUE","Gad1-F-300135","FlyCircuit_PV4"
"VGlut-F-800068","PV4b5","PV4b","PV4"," ","ON","FlyCircuit","TRUE","VGlut-F-800068","FlyCircuit_PV4"
"Gad1-F-000274","PV4c1","PV4c","PV4"," ","ON","FlyCircuit","TRUE","Gad1-F-000274","FlyCircuit_PV4"
"VGlut-F-500419","PV4c1","PV4c","PV4"," ","ON","FlyCircuit","TRUE","VGlut-F-500419","FlyCircuit_PV4"
"VGlut-F-600030","PV4c1","PV4c","PV4"," ","ON","FlyCircuit","TRUE","VGlut-F-600030","FlyCircuit_PV4"
"VGlut-F-400240","PV4c1","PV4c","PV4"," ","ON","FlyCircuit","TRUE","VGlut-F-400240","FlyCircuit_PV4"
"VGlut-F-800064","PV4c1","PV4c","PV4"," ","ON","FlyCircuit","TRUE","VGlut-F-800064","FlyCircuit_PV4"
"VGlut-F-700280","PV4c1","PV4c","PV4"," ","ON","FlyCircuit","TRUE","VGlut-F-700280","FlyCircuit_PV4"
"VGlut-F-700342","PV4c1","PV4c","PV4"," ","ON","FlyCircuit","TRUE","VGlut-F-700342","FlyCircuit_PV4"
"VGlut-F-700503","PV4c1","PV4c","PV4"," ","ON","FlyCircuit","TRUE","VGlut-F-700503","FlyCircuit_PV4"
"VGlut-F-500046","PV4c1","PV4c","PV4"," ","ON","FlyCircuit","TRUE","VGlut-F-500046","FlyCircuit_PV4"
"Gad1-F-400027","PV4c1","PV4c","PV4"," ","ON","FlyCircuit","TRUE","Gad1-F-400027","FlyCircuit_PV4"
"L2316#2","PV4c1","PV4c","PV4"," ","ON","MCFO","TRUE","L2316#2","MCFO_PV4"
"L2392#2","PV4c1","PV4c","PV4"," ","ON","MCFO","TRUE","L2392#2","MCFO_PV4"
"L2392#3","PV4c1","PV4c","PV4"," ","ON","MCFO","TRUE","L2392#3","MCFO_PV4"
"L2392#4","PV4c1","PV4c","PV4"," ","ON","MCFO","TRUE","L2392#4","MCFO_PV4"
"L2392#5","PV4c1","PV4c","PV4"," ","ON","MCFO","TRUE","L2392#5","MCFO_PV4"
"Gad1-F-700258","PV4c2","PV4c","PV4"," ","LN","FlyCircuit","TRUE","Gad1-F-700258","FlyCircuit_PV4"
"Gad1-F-100178","PV4c2","PV4c","PV4"," ","LN","FlyCircuit","TRUE","Gad1-F-100178","FlyCircuit_PV4"
"fru-M-200253","PV4c2","PV4c","PV4"," ","LN","FlyCircuit","TRUE","fru-M-200253","FlyCircuit_PV4"
"L1842#1","PV4c2","PV4c","PV4"," ","LN","MCFO","TRUE","L1842#1","MCFO_PV4"
"L1842#2","PV4c2","PV4c","PV4"," ","LN","MCFO","TRUE","L1842#2","MCFO_PV4"
"VGlut-F-500445","PV4c3","PV4c","PV4"," ","ON","FlyCircuit","TRUE","VGlut-F-500445","FlyCircuit_PV4"
"VGlut-F-500442","PV4c3","PV4c","PV4"," ","ON","FlyCircuit","TRUE","VGlut-F-500442","FlyCircuit_PV4"
"VGlut-F-900028","PV4c3","PV4c","PV4"," ","ON","FlyCircuit","TRUE","VGlut-F-900028","FlyCircuit_PV4"
"L1397#1","PV4c3","PV4c","PV4"," ","ON","MCFO","TRUE","L1397#1","MCFO_PV4"
"L1397#2","PV4c3","PV4c","PV4"," ","ON","MCFO","TRUE","L1397#2","MCFO_PV4"
"L1397#3","PV4c3","PV4c","PV4"," ","ON","MCFO","TRUE","L1397#3","MCFO_PV4"
"L1959#1","PV4c3","PV4c","PV4"," ","ON","MCFO","TRUE","L1959#1","MCFO_PV4"
"VGlut-F-800074","PV4c4","PV4c","PV4"," ","ON","FlyCircuit","FALSE","VGlut-F-800074","FlyCircuit_PV4"
"VGlut-F-600311","PV4c5","PV4c","PV4"," ","ON","FlyCircuit","FALSE","VGlut-F-600311","FlyCircuit_PV4"
"Cha-F-600243","PV4c6","PV4c","PV4"," ","ON","FlyCircuit","TRUE","Cha-F-600243","FlyCircuit_PV4"
"130923c0","PV4d1","PV4d","PV4"," ","ON","DyeFill","TRUE","130923c0","DyeFill_PV4"
"140212c0","PV4d1","PV4d","PV4"," ","ON","DyeFill","TRUE","140212c0","DyeFill_PV4"
"Cha-F-000485","PV4d1","PV4d","PV4"," ","ON","FlyCircuit","TRUE","Cha-F-000485","FlyCircuit_PV4"
"Cha-F-200398","PV4d1","PV4d","PV4"," ","ON","FlyCircuit","TRUE","Cha-F-200398","FlyCircuit_PV4"
"Gad1-F-500338","PV4d1","PV4d","PV4"," ","ON","FlyCircuit","TRUE","Gad1-F-500338","FlyCircuit_PV4"
"Cha-F-000507","PV4d1","PV4d","PV4"," ","ON","FlyCircuit","TRUE","Cha-F-000507","FlyCircuit_PV4"
"Cha-F-600269","PV4d1","PV4d","PV4"," ","ON","FlyCircuit","TRUE","Cha-F-600269","FlyCircuit_PV4"
"L2233#1","PV4d1","PV4d","PV4"," ","ON","MCFO","TRUE","L2233#1","MCFO_PV4"
"L2233#2","PV4d1","PV4d","PV4"," ","ON","MCFO","TRUE","L2233#2","MCFO_PV4"
"L2233#3","PV4d1","PV4d","PV4"," ","ON","MCFO","TRUE","L2233#3","MCFO_PV4"
"L2233#4","PV4d1","PV4d","PV4"," ","ON","MCFO","TRUE","L2233#4","MCFO_PV4"
"Gad1-F-500171","PV4d2","PV4d","PV4"," ","ON","FlyCircuit","TRUE","Gad1-F-500171","FlyCircuit_PV4"
"Cha-F-100278","PV4d2","PV4d","PV4"," ","ON","FlyCircuit","TRUE","Cha-F-100278","FlyCircuit_PV4"
"VGlut-F-500323","PV4d2","PV4d","PV4"," ","ON","FlyCircuit","TRUE","VGlut-F-500323","FlyCircuit_PV4"
"Gad1-F-500023","PV4d2","PV4d","PV4"," ","ON","FlyCircuit","TRUE","Gad1-F-500023","FlyCircuit_PV4"
"130912c1","PV4d3","PV4d","PV4"," ","ON","DyeFill","TRUE","130912c1","DyeFill_PV4"
"L979#4","PV4d3","PV4d","PV4"," ","ON","MCFO","TRUE","L979#4","MCFO_PV4"
"L979#5","PV4d3","PV4d","PV4"," ","ON","MCFO","TRUE","L979#5","MCFO_PV4"
"Gad1-F-600252","PV4d4","PV4d","PV4"," ","ON","FlyCircuit","TRUE","Gad1-F-600252","FlyCircuit_PV4"
"Cha-F-600209","PV4d4","PV4d","PV4"," ","ON","FlyCircuit","TRUE","Cha-F-600209","FlyCircuit_PV4"
"L979#1","PV4d4","PV4d","PV4"," ","ON","MCFO","TRUE","L979#1","MCFO_PV4"
"L979#2","PV4d4","PV4d","PV4"," ","ON","MCFO","TRUE","L979#2","MCFO_PV4"
"L979#3","PV4d4","PV4d","PV4"," ","ON","MCFO","TRUE","L979#3","MCFO_PV4"
"L979#6","PV4d4","PV4d","PV4"," ","ON","MCFO","TRUE","L979#6","MCFO_PV4"
"L979#7","PV4d4","PV4d","PV4"," ","ON","MCFO","TRUE","L979#7","MCFO_PV4"
"Gad1-F-600125","PV4d5","PV4d","PV4"," ","ON","FlyCircuit","TRUE","Gad1-F-600125","FlyCircuit_PV4"
"VGlut-F-400394","PV4d6","PV4d","PV4"," ","ON","FlyCircuit","TRUE","VGlut-F-400394","FlyCircuit_PV4"
"VGlut-F-700001","PV4e1","PV4e","PV4"," ","ON","FlyCircuit","FALSE","VGlut-F-700001","FlyCircuit_PV4"
"VGlut-F-700260","PV4e1","PV4e","PV4"," ","ON","FlyCircuit","FALSE","VGlut-F-700260","FlyCircuit_PV4"
"Trh-F-000048","PV4e2","PV4e","PV4"," ","ON","FlyCircuit","FALSE","Trh-F-000048","FlyCircuit_PV4"
"Cha-F-400138","PV4e2","PV4e","PV4"," ","ON","FlyCircuit","FALSE","Cha-F-400138","FlyCircuit_PV4"
"VGlut-F-200590","PV4e2","PV4e","PV4"," ","ON","FlyCircuit","FALSE","VGlut-F-200590","FlyCircuit_PV4"
"Cha-F-500298","PV4e3","PV4e","PV4"," ","ON","FlyCircuit","TRUE","Cha-F-500298","FlyCircuit_PV4"
"130312c1","PV4f1","PV4f","PV4"," ","ON","DyeFill","TRUE","130312c1","DyeFill_PV4"
"Cha-F-400318","PV4f1","PV4f","PV4"," ","ON","FlyCircuit","TRUE","Cha-F-400318","FlyCircuit_PV4"
"L1467#15","PV4f1","PV4f","PV4"," ","ON","MCFO","TRUE","L1467#15","MCFO_PV4"
"L1467#17","PV4f1","PV4f","PV4"," ","ON","MCFO","TRUE","L1467#17","MCFO_PV4"
"VGlut-F-000390","PV4g1","PV4g","PV4"," ","ON","FlyCircuit","FALSE","VGlut-F-000390","FlyCircuit_PV4"
"fru-F-100052","PV4h1","PV4h","PV4"," ","ON","FlyCircuit","FALSE","fru-F-100052","FlyCircuit_PV4"
"120216c0","PV5a1","PV5a","PV5"," ","ON","DyeFill","TRUE","120216c0","DyeFill_PV5"
"120628c1","PV5a1","PV5a","PV5"," ","ON","DyeFill","TRUE","120628c1","DyeFill_PV5"
"120708c1","PV5a1","PV5a","PV5"," ","ON","DyeFill","TRUE","120708c1","DyeFill_PV5"
"120813c0","PV5a1","PV5a","PV5"," ","ON","DyeFill","TRUE","120813c0","DyeFill_PV5"
"120914c0","PV5a1","PV5a","PV5"," ","ON","DyeFill","TRUE","120914c0","DyeFill_PV5"
"130118c0","PV5a1","PV5a","PV5"," ","ON","DyeFill","TRUE","130118c0","DyeFill_PV5"
"Gad1-F-900137","PV5a1","PV5a","PV5"," ","ON","FlyCircuit","TRUE","Gad1-F-900137","FlyCircuit_PV5"
"Gad1-F-500180","PV5a1","PV5a","PV5"," ","ON","FlyCircuit","TRUE","Gad1-F-500180","FlyCircuit_PV5"
"Gad1-F-400275","PV5a1","PV5a","PV5"," ","ON","FlyCircuit","TRUE","Gad1-F-400275","FlyCircuit_PV5"
"Gad1-F-200403","PV5a1","PV5a","PV5"," ","ON","FlyCircuit","TRUE","Gad1-F-200403","FlyCircuit_PV5"
"Gad1-F-200289","PV5a1","PV5a","PV5"," ","ON","FlyCircuit","TRUE","Gad1-F-200289","FlyCircuit_PV5"
"Cha-F-200402","PV5a1","PV5a","PV5"," ","ON","FlyCircuit","TRUE","Cha-F-200402","FlyCircuit_PV5"
"Gad1-F-100093","PV5a1","PV5a","PV5"," ","ON","FlyCircuit","TRUE","Gad1-F-100093","FlyCircuit_PV5"
"Gad1-F-100099","PV5a1","PV5a","PV5"," ","ON","FlyCircuit","TRUE","Gad1-F-100099","FlyCircuit_PV5"
"Gad1-F-100247","PV5a1","PV5a","PV5"," ","ON","FlyCircuit","TRUE","Gad1-F-100247","FlyCircuit_PV5"
"Gad1-F-100357","PV5a1","PV5a","PV5"," ","ON","FlyCircuit","TRUE","Gad1-F-100357","FlyCircuit_PV5"
"Cha-F-300241","PV5a1","PV5a","PV5"," ","ON","FlyCircuit","TRUE","Cha-F-300241","FlyCircuit_PV5"
"Cha-F-500187","PV5a1","PV5a","PV5"," ","ON","FlyCircuit","TRUE","Cha-F-500187","FlyCircuit_PV5"
"Gad1-F-600214","PV5a1","PV5a","PV5"," ","ON","FlyCircuit","TRUE","Gad1-F-600214","FlyCircuit_PV5"
"Gad1-F-400335","PV5a1","PV5a","PV5"," ","ON","FlyCircuit","TRUE","Gad1-F-400335","FlyCircuit_PV5"
"Gad1-F-400226","PV5a1","PV5a","PV5"," ","ON","FlyCircuit","TRUE","Gad1-F-400226","FlyCircuit_PV5"
"Gad1-F-300298","PV5a1","PV5a","PV5"," ","ON","FlyCircuit","TRUE","Gad1-F-300298","FlyCircuit_PV5"
"Gad1-F-200220","PV5a1","PV5a","PV5"," ","ON","FlyCircuit","TRUE","Gad1-F-200220","FlyCircuit_PV5"
"Cha-F-000427","PV5a1","PV5a","PV5"," ","ON","FlyCircuit","TRUE","Cha-F-000427","FlyCircuit_PV5"
"Cha-F-100394","PV5a1","PV5a","PV5"," ","ON","FlyCircuit","TRUE","Cha-F-100394","FlyCircuit_PV5"
"Gad1-F-000338","PV5a1","PV5a","PV5"," ","ON","FlyCircuit","TRUE","Gad1-F-000338","FlyCircuit_PV5"
"Gad1-F-100322","PV5a1","PV5a","PV5"," ","ON","FlyCircuit","TRUE","Gad1-F-100322","FlyCircuit_PV5"
"Cha-F-400179","PV5a1","PV5a","PV5"," ","ON","FlyCircuit","TRUE","Cha-F-400179","FlyCircuit_PV5"
"L166#1","PV5a1","PV5a","PV5"," ","ON","MCFO","TRUE","L166#1","MCFO_PV5"
