,batch_name,group,time,activation_original,manipulated_idx,manipulated_ctype,manipulate_layer,little_added,activation_manipulated,activation_diff
226,ethanol,102611,0,0.0,9837,M_adPNm4,1,1e-06,0.0,0.0
227,ethanol,102611,0,0.0,9837,M_adPNm4,2,1e-06,0.0,0.0
228,ethanol,102611,0,0.0,9837,M_adPNm4,3,1e-06,0.0,0.0
229,ethanol,102611,0,0.0,9837,M_adPNm4,4,1e-06,0.0,0.0
230,ethanol,102611,0,0.0,71563,M_adPNm5,0,1e-06,0.0,0.0
231,ethanol,102611,0,0.0,71563,M_adPNm5,1,1e-06,0.0,0.0
232,ethanol,102611,0,0.0,71563,M_adPNm5,2,1e-06,0.0,0.0
233,ethanol,102611,0,0.0,71563,M_adPNm5,3,1e-06,0.0,0.0
234,ethanol,102611,0,0.0,71563,M_adPNm5,4,1e-06,0.0,0.0
235,ethanol,102611,0,0.0,20049,M_adPNm5,0,1e-06,0.0,0.0
236,ethanol,102611,0,0.0,20049,M_adPNm5,1,1e-06,0.0,0.0
237,ethanol,102611,0,0.0,20049,M_adPNm5,2,1e-06,0.0,0.0
238,ethanol,102611,0,0.0,20049,M_adPNm5,3,1e-06,0.0,0.0
239,ethanol,102611,0,0.0,20049,M_adPNm5,4,1e-06,0.0,0.0
240,ethanol,102611,0,0.0,195,M_adPNm5,0,1e-06,0.0,0.0
241,ethanol,102611,0,0.0,195,M_adPNm5,1,1e-06,0.0,0.0
242,ethanol,102611,0,0.0,195,M_adPNm5,2,1e-06,0.0,0.0
243,ethanol,102611,0,0.0,195,M_adPNm5,3,1e-06,0.0,0.0
244,ethanol,102611,0,0.0,195,M_adPNm5,4,1e-06,0.0,0.0
245,ethanol,102611,0,0.0,94650,M_adPNm5,0,1e-06,0.0,0.0
246,ethanol,102611,0,0.0,94650,M_adPNm5,1,1e-06,0.0,0.0
247,ethanol,102611,0,0.0,94650,M_adPNm5,2,1e-06,0.0,0.0
248,ethanol,102611,0,0.0,94650,M_adPNm5,3,1e-06,0.0,0.0
249,ethanol,102611,0,0.0,94650,M_adPNm5,4,1e-06,0.0,0.0
250,ethanol,102611,0,0.0,16213,M_adPNm5,0,1e-06,0.0,0.0
251,ethanol,102611,0,0.0,16213,M_adPNm5,1,1e-06,0.0,0.0
252,ethanol,102611,0,0.0,16213,M_adPNm5,2,1e-06,0.0,0.0
253,ethanol,102611,0,0.0,16213,M_adPNm5,3,1e-06,0.0,0.0
254,ethanol,102611,0,0.0,16213,M_adPNm5,4,1e-06,0.0,0.0
255,ethanol,102611,0,0.0,64258,M_adPNm5,0,1e-06,0.0,0.0
256,ethanol,102611,0,0.0,64258,M_adPNm5,1,1e-06,0.0,0.0
257,ethanol,102611,0,0.0,64258,M_adPNm5,2,1e-06,0.0,0.0
258,ethanol,102611,0,0.0,64258,M_adPNm5,3,1e-06,0.0,0.0
259,ethanol,102611,0,0.0,64258,M_adPNm5,4,1e-06,0.0,0.0
260,ethanol,102611,0,0.0,67516,M_adPNm5,0,1e-06,0.0,0.0
261,ethanol,102611,0,0.0,67516,M_adPNm5,1,1e-06,0.0,0.0
