bodyId,cell_type,side,idx
515718803,AVLP048,right,2581
515813661,SIP027,right,2582
515852217,SMP263,right,2583
515925122,SMP517,left,2584
515947324,SMP255,left,2585
516055524,CL063,right,2586
516085453,LHPV4d8,right,2587
516098538,SLP185,right,2588
516163285,SMP464,right,2589
516214576,SMP124,left,2590
516283789,SMP589,left,2591
516322115,FB2L,left,2592
516399646,CL071,right,2593
516409549,AVLP225_b,right,2594
516421917,AVLP191,right,2595
516425902,LHAV6f2,right,2596
516504076,SIP072,right,2597
516603060,SMP107,right,2598
516625009,SMP042,left,2599
516762858,LHAV2k5,right,2600
516771668,LHAV2e3,right,2601
516780722,SMP003,right,2602
516806504,SLP213,right,2603
516832391,LHAD3g1,right,2604
516844782,SIP071,right,2605
516857964,SMP022,right,2606
516875221,SMP062,right,2607
516965856,SMP124,right,2608
517086196,AVLP442,right,2609
517090901,AVLP212,right,2610
517117602,LHAV2f1_a,right,2611
517138678,LHAV5b2,right,2612
517169460,CRE072,right,2613
517207902,PAM05,right,2614
517280671,SMP092,left,2615
517445395,LHAV1f1,right,2616
517458316,LHAV2f1_a,right,2617
517479202,LHAV7b1,right,2618
517506265,LHCENT4,right,2619
517510393,KCa'b'-ap2,right,2620
517514142,PPL104,right,2621
517514588,SMP443,right,2622
517518166,MBON11,left,2623
517578770,SMP098_a,right,2624
517587356,SAG,noside,2625
517682957,CRE087,left,2626
517838657,SIP036,right,2627
517838849,SMP031,right,2628
517842578,LHAD1b5,right,2629
517847127,KCa'b'-ap2,right,2630
517850316,KCa'b'-ap2,right,2631
517854468,MBON19,right,2632
517858947,KCab-p,right,2633
517871837,KCa'b'-m,right,2634
517872280,SMP114,left,2635
517885151,SMP258,right,2636
517902689,SMP091,right,2637
517910959,SMP117_b,left,2638
518183562,SIP016,right,2639
518187118,KCa'b'-ap2,right,2640
518191547,KCa'b'-ap2,right,2641
518195738,KCab-p,right,2642
518212987,KCa'b'-m,right,2643
518329528,ATL006,left,2644
518369709,SMP126,right,2645
518476551,LHAV2c1,right,2646
518528152,KCa'b'-ap2,right,2647
518532490,KCa'b'-m,right,2648
518558825,CRE107,right,2649
518598175,SLP329,right,2650
518670779,MBON33,left,2651
518847630,SLP152,right,2652
518861029,SIP071,right,2653
518864844,KCa'b'-ap1,right,2654
518864924,KCa'b'-ap1,right,2655
518869381,KCa'b'-ap1,right,2656
518869459,KCa'b'-ap1,right,2657
518873469,KCab-s,right,2658
518873604,KCab-s,right,2659
518882016,KCab-s,right,2660
518899665,LHPV4m1,right,2661
518899771,SIP009,right,2662
518920893,SMP105_b,right,2663
518921865,SMP264,right,2664
518925962,SMP593,left,2665
518930199,MBON35,right,2666
518930220,SMP097_b,right,2667
519004170,SLP212,left,2668
519046655,FB1H,left,2669
519206240,KCa'b'-ap1,right,2670
519210172,KCa'b'-ap1,right,2671
519214622,KCa'b'-ap1,right,2672
519214895,KCa'b'-ap1,right,2673
519218919,KCab-s,right,2674
519223027,KCab-s,right,2675
519223428,KCab-m,right,2676
519232054,KCab-s,right,2677
519249805,LHAV6d1,right,2678
519275692,SMP105_b,right,2679
519279166,CRE027,left,2680
519555690,KCab-p,right,2681
519564501,KCab-s,right,2682
519573099,KCab-s,right,2683
519573128,KCab-p,right,2684
519591210,SMP196,right,2685
519616809,SMP180,right,2686
519620935,CRE027,left,2687
519629116,CL050_b,right,2688
519694628,SMP333,left,2689
519900699,KCab-s,right,2690
519905418,KCab-s,right,2691
519909788,PVLP008_a,right,2692
519940322,SMP247,right,2693
519949044,oviDNb,right,2694
519957346,SMP106,right,2695
520272258,SMP098_a,right,2696
520285559,SMP100,right,2697
520380132,SMP127,left,2698
520613226,SMP105_a,right,2699
520617773,CL265,right,2700
537945877,KCab-c,right,2701
538282782,KCab-m,right,2702
538308362,KCab-m,right,2703
538602138,KCg-m,right,2704
538653955,KCab-c,right,2705
538908474,KCab-m,right,2706
538951958,KCg-m,right,2707
539249493,KCab-m,right,2708
539462336,PEN_b(PEN2),noside,2709
539759172,FR2,noside,2710
539810773,PFNa,noside,2711
539949478,KCg-m,right,2712
539949536,KCg-m,right,2713
539975118,KCg-m,right,2714
539983731,KCg-m,right,2715
540112974,hDeltaD,noside,2716
540290380,AOTU043,right,2717
540325242,SMP223,right,2718
540329317,SLP324,right,2719
540389646,KCg-m,right,2720
540389734,KCg-m,right,2721
540462600,OCG01,noside,2722
540493022,PFNa,noside,2723
540657374,LHPV6f5,right,2724
540662210,LHPV6f4_b,right,2725
540679089,SLP267,right,2726
540730639,KCg-m,right,2727
540730657,KCg-m,right,2728
540730738,KCg-m,right,2729
540967864,LHPD2c2,right,2730
540972196,SMP210,right,2731
540972281,SIP043,right,2732
540998783,LHPV4c1_a,right,2733
540998882,SMP232,right,2734
541007502,LHPV6f4_b,right,2735
541011631,SMP326,right,2736
541118908,EPG,noside,2737
541119189,PFNa,noside,2738
541127846,ExR5,left,2739
541326096,PLP064_b,right,2740
541347811,SMP029,right,2741
541373868,LHPV6f5,right,2742
541378802,SLP267,right,2743
541615798,LHAV5a2_a,right,2744
541615964,LHAD3d4,right,2745
541624179,LHAV3b2_c,right,2746
541628695,LHAV5b1,right,2747
541632940,LHAV5b1,right,2748
541632990,M_vPNml70,right,2749
541663112,LHPV5j5,right,2750
541681271,LHPV6f3_d,right,2751
541697718,5-HTPMPV01,left,2752
541723677,CL152,right,2753
541723731,CL245,right,2754
541723810,CL152,right,2755
541870397,EPG,noside,2756
541952417,LHPV4a10_a,right,2757
541956768,LHPV4i5,right,2758
541957126,LHPV4d5,right,2759
541961677,LHAV3b5,right,2760
541961750,LHAV3b6_a,right,2761
541965840,LHAV3c3,right,2762
541970375,LHAV7a3_a,right,2763
542039038,PPL204,right,2764
542056766,SLP337,right,2765
542068823,CL153,right,2766
542293528,LHAV4g7_b,right,2767
542297875,LHPD4a2,right,2768
542298159,LHAV5a6_b,right,2769
542298702,LHAV5a1,right,2770
542311358,M_vPNml69,right,2771
542315097,LHPV1c1,right,2772
542371432,KCab-p,right,2773
542376096,SMP237,right,2774
542410481,SMP496,right,2775
542457618,SMP302,right,2776
542634516,LHPD2a1,right,2777
542634818,DM1_lPN,right,2778
542639270,LHPV4a10_a,right,2779
542639377,LHAV4g4_b,right,2780
542643555,LHAV3b3,right,2781
542652400,LHAV7a4,right,2782
542652506,DM4_vPN,right,2783
542656552,LHPD4a1,right,2784
542665187,LHAV2h1_b,right,2785
542665377,M_vPNml79,right,2786
542679122,SLP381,right,2787
542691005,SMP319,right,2788
542695056,CL255,right,2789
542699260,CL020,right,2790
542747457,SLP324,right,2791
542751938,DNp44,right,2792
542980274,LHPV4a10_b,right,2793
543002278,LHPV4i3_a,right,2794
543010474,VP4+_vPN,right,2795
543023799,CL019_b,right,2796
543049093,SMP314,right,2797
543053986,LHPD4b1,right,2798
543062097,CL356,right,2799
543092817,SMP342,right,2800
543135607,CL165,right,2801
543256347,SMP291,left,2802
543321179,LHAD1b2_c,right,2803
543333530,LHAV4b6,right,2804
543365151,SLP002,right,2805
543365167,SMP232,right,2806
543369332,SLP449,right,2807
543412036,CL018,right,2808
543412198,LHAD1b1_a,right,2809
543433461,SMP363,right,2810
543441466,SMP441,right,2811
543445683,CL191,right,2812
543446584,SLP148,right,2813
543455619,SLP147,right,2814
543566744,SMP540,right,2815
543679473,LHPV4b2,right,2816
543684107,LHPV6a1,right,2817
543692985,SLP003,right,2818
543702186,aMe26,noside,2819
543718301,CL359,right,2820
543766436,LHPV2h1,right,2821
543770627,LHAV2i2,right,2822
543821838,PAL03,right,2823
543934429,SMP531,left,2824
544007573,LHAV6a2_c,right,2825
544012081,LHAV5a10_a,right,2826
544021095,DA4l_adPN,right,2827
544037996,SMP313,right,2828
544038013,SLP081,right,2829
544038123,mALD1,left,2830
544038227,SLP081,right,2831
544038294,LT72,right,2832
544046671,SLP219,right,2833
544107243,LHAD1b2_d,right,2834
544107335,LHAD1b2_a,right,2835
544158940,SMP189,right,2836
544262033,SMP421,left,2837
544265891,SMP404,left,2838
544265926,SMP271,left,2839
544270890,SMP069,left,2840
544361987,LHPV10c1,right,2841
544378933,CL090_d,right,2842
544379269,CL070,right,2843
544383511,CL015,right,2844
544435277,LHAV6c1,right,2845
544512309,SMP487,right,2846
544611593,SMP404,left,2847
544620289,SMP249,left,2848
544637659,SMP192,left,2849
544699051,LHAV3g1,right,2850
544706811,SMP246,right,2851
544720220,SLP086,right,2852
544750318,LHAV6b1_b,right,2853
544831533,CL017,right,2854
544931723,SMP527,left,2855
544956941,FB6K,left,2856
545039548,CL134,right,2857
545082184,LHAD3e1_a,right,2858
545385576,PLP130,right,2859
545427747,SLP227,right,2860
545440837,LHAD1a2_a,right,2861
545441096,SLP035,right,2862
545444996,SMP038,right,2863
545445407,SLP256,right,2864
545453209,mAL2B,left,2865
545501062,SMP464,right,2866
545510060,PLP122,right,2867
545738451,LHCENT13_a,right,2868
545743228,SLP147,right,2869
545748103,SLP310,right,2870
545786279,AVLP028,right,2871
545786473,LHAD1f3_b,right,2872
545872467,CL041,right,2873
545903200,SMP090,right,2874
545967423,SMP408,left,2875
545971650,SMP408,left,2876
545971745,SMP409,left,2877
545971748,SMP408,left,2878
546080131,SIP055,right,2879
546083486,LHAV6a5,right,2880
546123239,LHAV2k6,right,2881
546127037,LHAD1f4,right,2882
546196205,CRE003_a,right,2883
546217818,SMP579,right,2884
546287086,SMP123,right,2885
546312597,SMP198,left,2886
546316427,SMP133,right,2887
546325197,SMP136,right,2888
546412678,SLP085,right,2889
546438473,SLP455,right,2890
546464512,SLP154,right,2891
546472393,LHAD1f4,right,2892
546507208,SIP003_a,right,2893
546511447,LHPV5a1_b,right,2894
546641039,SMP052,left,2895
546661830,SMP135,right,2896
546661879,SMP131,right,2897
546661881,SMP133,right,2898
546661929,SMP449,left,2899
546765551,SMP173,right,2900
546765753,SLP242,right,2901
546852112,FB2F_b,right,2902
546917498,SMP482,right,2903
546977514,LPN,left,2904
547002880,SMP199,left,2905
547103110,SLP122,right,2906
547115923,LHAV2k11_a,right,2907
547129228,LHPD4d2_a,right,2908
547158593,SMP003,right,2909
547227734,SMP590,right,2910
547240545,SMP123,left,2911
547258283,CL160,right,2912
547310321,SMP123,right,2913
547343857,SMP134,right,2914
547439565,AVLP225_b,right,2915
547443555,SLP118,right,2916
547457113,LHAD3f1_b,right,2917
547551580,CL020,right,2918
547552266,MBON33,right,2919
547565159,SMP409,right,2920
547681002,SMP134,right,2921
547888586,SIP050,right,2922
547918570,SMP300,right,2923
547927681,SMP501,right,2924
547978595,SMP598,right,2925
548199677,LHAV6c1,right,2926
548203966,SIP015,right,2927
548225503,CL018,right,2928
548488948,AVLP024,right,2929
548549000,KCa'b'-m,right,2930
548549395,KCa'b'-m,right,2931
548552875,KCa'b'-m,right,2932
548552915,KCa'b'-m,right,2933
548553386,KCa'b'-m,right,2934
548553494,KCa'b'-m,right,2935
548562283,SIP009,right,2936
548570973,CRE013,right,2937
548571023,FB5B,right,2938
548575149,CRE087,right,2939
548691397,SMP130,right,2940
548712377,SMP384,right,2941
548722538,SMP237,left,2942
548821347,SLP117,right,2943
548872750,LHPD2b1_a,right,2944
548878145,SIP027,right,2945
548885313,KCa'b'-ap2,right,2946
548885407,KCa'b'-ap2,right,2947
548889938,KCa'b'-m,right,2948
548894251,KCa'b'-m,right,2949
548898403,KCa'b'-m,right,2950
548898520,KCa'b'-m,right,2951
548907426,FB4X,right,2952
548937579,SMP265,right,2953
548955060,SMP511,right,2954
548993536,SMP473,right,2955
549049148,CRE097,left,2956
549158040,SLP451,right,2957
549161688,SLP451,right,2958
549175510,CL003,right,2959
549192526,SLP115,right,2960
549209939,SLP370,right,2961
549219101,SIP015,right,2962
549222167,KCa'b'-ap2,right,2963
549226277,KCa'b'-ap2,right,2964
549230949,KCa'b'-ap2,right,2965
549248200,KCab-p,right,2966
549252548,SMP247,right,2967
549257678,SIP042_b,right,2968
549261610,SMP117_a,left,2969
549269622,SMP564,right,2970
549282467,SMP593,right,2971
549347735,SMP092,left,2972
549377313,SMP519,left,2973
549382144,SMP409,left,2974
549385850,FB6W,left,2975
549502646,AVLP038,right,2976
549521047,LHAV2k2,right,2977
549567614,KCa'b'-ap2,right,2978
549571627,KCab-p,right,2979
549572017,KCab-m,right,2980
549576117,KCab-m,right,2981
549576424,KCab-m,right,2982
549597974,SMP142,right,2983
549610772,PAM05,right,2984
549611256,CL041,right,2985
549701100,SMP050,left,2986
549722579,CRE040,left,2987
549727330,CRE099,left,2988
549744594,FB5B,left,2989
549895967,LHAD3b1_e,right,2990
549899821,KCa'b'-ap1,right,2991
549904227,KCa'b'-ap1,right,2992
549904387,KCa'b'-ap1,right,2993
549908737,KCa'b'-ap2,right,2994
549916869,KCab-m,right,2995
549917317,KCab-m,right,2996
549935124,SIP038,right,2997
549943673,CL042,right,2998
549955973,PAM01_a,right,2999
549961114,LHAV5a7_c,right,3000
550068041,CRE013,left,3001
550081497,MBON24,left,3002
550081666,SMP114,right,3003
550245056,KCa'b'-ap1,right,3004
550271272,KCab-s,right,3005
550275952,SMP115,left,3006
550275987,CRE098,left,3007
550280614,SIP010,right,3008
550297695,SMP415,right,3009
550318785,SMP106,right,3010
550319575,pC1c,left,3011
550319585,SMP101,right,3012
550322829,SMP602,left,3013
550326974,SMP093,right,3014
550404663,SMP154,left,3015
550408954,PAM01_a,left,3016
550413337,SMP132,right,3017
550422384,SMP115,right,3018
550426732,CRE107,left,3019
550598935,KCab-s,right,3020
550599514,KCab-s,right,3021
550617370,SMP247,right,3022
550621853,CRE018,right,3023
550638250,SMP002,right,3024
550651224,SMP106,right,3025
550655668,oviDNa,right,3026
550655959,SMP101,right,3027
550681259,CRE028,right,3028
550750102,SMP053,left,3029
550953198,SLP450,right,3030
550962648,AVLP032,left,3031
550988122,SMP471,right,3032
551000891,SMP100,right,3033
551004984,CL045,right,3034
551043841,CRE033,left,3035
551113395,PAM10,left,3036
551298257,LHAD1c2,right,3037
551302781,SMP104,right,3038
551303686,SMP118,left,3039
551333454,SMP106,right,3040
551337690,SMP101,right,3041
551341782,CL044,right,3042
551410783,SMP068,left,3043
551445253,PAM04_a,left,3044
551666144,SMP106,right,3045
551669824,SMP106,right,3046
551751981,CRE005,left,3047
551790504,PAM04_a,left,3048
551790913,PAM04_a,left,3049
551989415,LHAD1b1_b,right,3050
552101431,CRE005,left,3051
568635279,KCab-m,right,3052
569002579,KCab-m,right,3053
569313277,KCab-m,right,3054
569317846,KCab-m,right,3055
569334986,KCab-c,right,3056
569395077,FR2,noside,3057
569481415,PFNa,noside,3058
569615641,KCab-s,right,3059
569650323,KCg-m,right,3060
569736250,FR2,noside,3061
569775058,PEN_b(PEN2),noside,3062
569943419,KCab-m,right,3063
569999973,KCg-m,right,3064
570185174,PFNa,noside,3065
570288900,KCab-m,right,3066
570314896,KCa'b'-m,right,3067
570327880,KCg-m,right,3068
570336412,KCg-m,right,3069
570336487,KCg-m,right,3070
570461892,PEN_a(PEN1),noside,3071
570518166,PFNa,noside,3072
570643102,KCg-m,right,3073
570643109,KCg-m,right,3074
570643135,KCg-m,right,3075
570643193,KCg-m,right,3076
570647526,KCg-m,right,3077
570742510,KCg-m,right,3078
570742527,KCg-m,right,3079
570742599,KCg-m,right,3080
570997147,KCg-m,right,3081
571139809,FR1,right,3082
571140165,hDeltaK,noside,3083
571346836,DNg30,right,3084
571346887,LHPV6f3_c,right,3085
571364144,SMP228,right,3086
571368849,SMP232,right,3087
571372889,SLP267,right,3088
571424323,KCg-m,right,3089
571424636,KCg-m,right,3090
571424650,KCg-m,right,3091
571424748,KCg-m,right,3092
571463188,vDeltaK,noside,3093
571666400,LHPD2b1_b,right,3094
571666434,LHPD2a1,right,3095
571692839,SLP324,right,3096
571709547,SMP233,right,3097
571713905,SLP266,right,3098
571778381,KCg-m,right,3099
571778433,KCg-m,right,3100
571826184,PFNp_a,noside,3101
572046627,PLP011,right,3102
572166953,PFNp_b,noside,3103
572167406,PFNp_a,noside,3104
572167413,PFNp_b,noside,3105
572494993,PFNv,noside,3106
572642334,LHPV4a10_a,right,3107
572647105,LHPV5h2,right,3108
572650358,LHPD3a3_c,right,3109
572650888,LHPD4a2,right,3110
572651463,LHPV5a5,right,3111
572663539,M_vPNml87,right,3112
572754059,CL086_a,right,3113
572870540,EPG,noside,3114
572988605,LHAV6a1_a,right,3115
572988717,LHAV6f1_a,right,3116
573005505,LHPV5b3,right,3117
573009633,LHPV6b1,right,3118
573039796,CL134,right,3119
573056433,LHPV5h1,right,3120
573065577,KCab-p,right,3121
573090850,AVLP097,right,3122
573142557,SMP463,right,3123
573324939,LHAV4g7_b,right,3124
573328182,LHPV5c1_b,right,3125
573328325,LHAD1c3,right,3126
573329304,LHPD2a1,right,3127
573329873,LHAV6b3,right,3128
573333284,LHPV5a1_a,right,3129
573333575,LHPV5d1_b,right,3130
573333835,DM4_adPN,right,3131
573333903,LHPV5a1_b,right,3132
573337611,LHPD2a1,right,3133
573346248,LHPD4a1,right,3134
573346324,LHAV2f2_b,right,3135
573350770,LHPV2b5_b,right,3136
573354832,LHPD4a1,right,3137
573381453,LHPV6f4_a,right,3138
573402255,SMP341,right,3139
573414975,SLP357,right,3140
573415212,SLP334,right,3141
573669915,M_vPNml83,right,3142
573670049,LHPV5a2,right,3143
573683438,LHAD1b2_b,right,3144
573683455,LHPV5a1_a,right,3145
573695941,LHPV4b3,right,3146
573699419,SLP128,right,3147
573708714,LHPV5h4,right,3148
573713481,LHAD2c1,right,3149
573774122,LHPV4g1,right,3150
574011220,LHAV6a1_b,right,3151
574027813,LHAD2c3,right,3152
574028395,LHPD4a1,right,3153
574032862,VA5_lPN,right,3154
574037266,DA4m_adPN,right,3155
574037281,VA5_lPN,right,3156
574037479,LHPV4a12_b,right,3157
574040939,LHAD1b2_c,right,3158
574041014,LHAV3e5,right,3159
574062996,SMP229,right,3160
574128034,LHAV2i2,right,3161
574351760,LHPD4d2_b,right,3162
574352231,LHAV2h1_a,right,3163
574364525,LHPD3a2_b,right,3164
574372960,LHPV6a3_b,right,3165
574374051,VA5_lPN,right,3166
574377562,LHAV2d1,right,3167
574377845,LHAV3f1,right,3168
574378463,LHAV2g3,right,3169
574378565,LHAV2h1_b,right,3170
574382779,LHAV2g1,right,3171
574395611,SLP267,right,3172
574395727,PLP089,right,3173
574420970,CL018,right,3174
574468840,LHPV6a1,right,3175
574511458,SMP514,left,3176
574515806,SMP520,right,3177
574688051,LHPV12a1,left,3178
574688277,LHAD1d1,right,3179
574696428,LHPV4a8,right,3180
574706585,LHAD1c3,right,3181
574710121,LHAV2f2_b,right,3182
574723544,LHAV2k2,right,3183
574732075,SMP580,right,3184
574736017,CL287,right,3185
574740549,CL070,right,3186
574834955,DNES1,right,3187
574965048,aMe24,left,3188
575042709,LHAV2e1,right,3189
575068849,SLP082,right,3190
575073127,CL024,right,3191
575073147,CL073,right,3192
575073196,CL024,right,3193
575081131,CL028,right,3194
575120546,SLP147,right,3195
575197482,SMP389,right,3196
575301459,SMP520,left,3197
575319031,FB7C,left,3198
575384259,LHAD1b4,right,3199
575389396,LHAV3e8,right,3200
575400910,SLP121,right,3201
575405846,CL291,right,3202
575409592,SLP081,right,3203
575418068,LHAV2a4_b,right,3204
575426742,SLP129_c,right,3205
575534632,AOTU060,right,3206
575664331,IB048,left,3207
575729037,LHAV4b4,right,3208
575750788,LHPV5b3,right,3209
575768294,SMP159,right,3210
575768329,SLP227,right,3211
575806223,LHAD1a1,right,3212
575845494,FB2I_a,right,3213
576079106,CL032,right,3214
576082257,SMP314,right,3215
576143501,AVLP028,right,3216
576161592,LHAV7b1,right,3217
576208238,FB6R,right,3218
576260070,SMP297,right,3219
576475847,SMP248,right,3220
576502536,LHPD2c7,right,3221
576519520,SIP003_a,right,3222
576566223,SMP153,right,3223
576566287,SMP008,right,3224
576566621,SMP472,right,3225
576574889,SMP052,right,3226
576613618,PI3,noside,3227
576764909,PLP089,right,3228
576773752,LHCENT13_a,right,3229
576774002,LHAV2e4_a,right,3230
576812462,LHAD1a2_a,right,3231
576816635,SLP036,right,3232
576821609,SLP161,right,3233
576825965,OA-VUMa7,right,3234
576843029,LHAD2c1,right,3235
576864518,SIP012,right,3236
576898212,SMP007,right,3237
576985092,SMP470,left,3238
577002771,SMP067,left,3239
577123102,SLP306,right,3240
577205270,SIP003_a,right,3241
577205852,SIP013,right,3242
577244511,SMP044,right,3243
577330676,SMP383,left,3244
577369038,ATL004,left,3245
577373434,FB6B,left,3246
577455404,AVLP127,right,3247
577464071,LHAV7b1,right,3248
577473231,mAL4,left,3249
577499411,SLP248,right,3250
577542489,M_lvPNm24,right,3251
577546843,LHPV5a1_b,right,3252
577554935,SMP145,left,3253
577697202,ATL018,left,3254
577709776,SMP541,left,3255
577801333,LHAV2e3,right,3256
577835762,LHAD1f4,right,3257
577844302,LHAD1f4,right,3258
578016879,SMP592,right,3259
578034170,ATL018,left,3260
578151363,LHAV2f4,right,3261
578155687,LHPV4d2,right,3262
578189223,mAL3B,left,3263
578189576,aSP-f1B,right,3264
578254032,SMP151,right,3265
578284233,SMP583,right,3266
578397434,FB2F_b,left,3267
578474318,SLP002,right,3268
578474907,LHAV1f1,right,3269
578521941,SLP187,right,3270
578530106,mAL2A,left,3271
578556621,SIP035,right,3272
578587259,CL019_b,right,3273
578587420,CL018,right,3274
578621125,SMP470,right,3275
578694777,PAM11,left,3276
578811223,SLP220,right,3277
578837220,AVLP245,right,3278
578841489,LHAV2f3,right,3279
578893446,SIP016,right,3280
578914626,SIP049,right,3281
578919867,SMP023,right,3282
578936675,FB5G,right,3283
579014562,SMP103,right,3284
579169195,SLP237,right,3285
579169802,LHAV4e7_a,right,3286
579169910,LHAV4e7_a,right,3287
579194975,SMP510,right,3288
579230376,SMP031,right,3289
579234980,LHPD2c7,right,3290
579235017,LHAV9a1_a,right,3291
579239039,SMP023,right,3292
579260627,SMP024,right,3293
579268807,FB1C,right,3294
579420623,FB5Y,left,3295
579428619,SMP010,left,3296
579510789,AVLP314,right,3297
579536041,SMP556,right,3298
579562628,LHAV6a1_b,right,3299
579575594,LHPV5e3,right,3300
579576294,LHPV5a2,right,3301
579583329,KCa'b'-m,right,3302
579587796,KCa'b'-m,right,3303
579592279,KCa'b'-m,right,3304
579592619,KCa'b'-m,right,3305
579596940,SIP016,right,3306
579648510,SMP604,right,3307
579700707,SMP550,left,3308
579890564,AVLP471,right,3309
579911580,SIP048,right,3310
579912201,LHCENT5,right,3311
579916831,MBON15-like,right,3312
579924731,KCa'b'-m,right,3313
579928928,KCa'b'-m,right,3314
579946370,SMP009,right,3315
579963818,SMP018_c,right,3316
580093930,CRE098,left,3317
580192148,SLP434,right,3318
580209760,mAL4,left,3319
580227374,AVLP029,right,3320
580231908,LHAV7a1_b,right,3321
580244242,LHAD3a7_b,right,3322
580244333,LHPV5b6,right,3323
580282938,SIP038,right,3324
580287695,SIP035,right,3325
580288167,SIP075,right,3326
580300616,SMP150,right,3327
580317662,PAM08_c,right,3328
580326857,SMP377,right,3329
580426342,FB5Y,left,3330
580546081,LHAV2a3,right,3331
580547055,LHAV2c1,right,3332
580585323,LHAD3a2_b,right,3333
580585427,LHAD3a3_a,right,3334
580585459,LHAD3a4_a,right,3335
580598373,KCa'b'-ap2,right,3336
580610916,KCab-m,right,3337
580611301,KCab-m,right,3338
580662960,SMP092,right,3339
580732172,SMP471,left,3340
580732377,SMP093,left,3341
580745387,SMP501,left,3342
580780309,SMP118,right,3343
580926331,LHAD3a8_a,right,3344
580926422,LHAD3a7_a,right,3345
580934661,KCa'b'-ap1,right,3346
580947602,KCa'b'-ap1,right,3347
580951922,KCab-m,right,3348
581004609,SMP458,right,3349
581013183,aSP-f2,right,3350
581060581,CRE027,right,3351
581099105,SMP178,left,3352
581121058,FB5B,left,3353
581250607,SIP043,right,3354
581262846,PVLP007,right,3355
581293182,KCab-m,right,3356
581332573,PAM01_a,right,3357
581336531,SMP075,right,3358
581409749,SMP093,left,3359
581599674,PVLP008_c,right,3360
581599704,PVLP008_c,right,3361
581603800,PVLP008_b,right,3362
581633934,KCab-s,right,3363
581652283,SLP129_c,right,3364
581678043,CRE051,right,3365
581690438,SMP097_a,right,3366
581746661,SMP048,left,3367
581790318,SMP507,left,3368
581962275,SMP510,right,3369
582027317,aSP-f2,right,3370
582027783,CRE044,right,3371
582101022,SMP116,right,3372
582101205,SMP138,right,3373
582139830,PAM04_a,left,3374
582148591,PAM10,left,3375
582338836,SMP265,right,3376
582355376,PAM08_e,right,3377
582381047,SMP058,right,3378
582381054,SMP063,right,3379
582696254,SMP005,right,3380
582700300,SMP004,right,3381
582709537,CRE044,right,3382
583015749,SLP129_c,right,3383
583024065,SMP106,right,3384
583024625,SMP106,right,3385
583127938,SMP068,left,3386
583132200,SMP052,left,3387
583175492,PAM04_a,left,3388
599674785,KCab-m,right,3389
600011602,KCab-m,right,3390
600356751,KCg-m,right,3391
600365719,KCab-p,right,3392
600464601,FR2,noside,3393
600667501,KCab-s,right,3394
600684832,KCg-m,right,3395
600693904,KCg-m,right,3396
600702348,KCg-m,right,3397
600702483,KCg-m,right,3398
601047826,KCg-m,right,3399
601047827,KCg-m,right,3400
601047853,KCg-m,right,3401
601120917,PFNv,noside,3402
601216096,PFNa,noside,3403
601319398,KCab-m,right,3404
601388689,KCg-d,right,3405
601470598,FR1,right,3406
601557317,PFNv,noside,3407
601712754,KCg-m,right,3408
601725569,KCg-d,right,3409
601824532,vDeltaL,noside,3410
602071049,SMP468,right,3411
602118253,KCg-m,right,3412
602148552,hDeltaA,noside,3413
602368546,SMP204,right,3414
602459169,KCg-m,right,3415
602459213,KCg-m,right,3416
602459682,KCg-m,right,3417
602476655,LHPV9b1,right,3418
602502825,vDeltaM,noside,3419
602562786,FS4B,left,3420
602645152,SMP217,right,3421
602675369,SLP266,right,3422
602808843,KCa'b'-ap2,right,3423
602809029,KCg-m,right,3424
602852509,FR1,right,3425
602990602,LHAV7a1_a,right,3426
602999843,LHPV5d1_a,right,3427
603003871,LHAV5a9_a,right,3428
603007915,LHAV2i1,right,3429
603068370,SMP284,right,3430
603095061,LHPV6b1,right,3431
603167111,PS166,right,3432
603340681,LHPV4a7_b,right,3433
603349484,M_vPNml85,right,3434
603422422,KCab-s,right,3435
603444300,CL098,right,3436
603466235,SMP296,right,3437
603477954,DNES1,right,3438
603478303,DNES1,right,3439
603482385,SMP528,right,3440
603681826,LHAV6a3_b,right,3441
603751637,PLP065,right,3442
603785283,VP1l+VP3_ilPN,noside,3443
604009598,LHAD3b1_a,right,3444
604022763,LHPV4a10_a,right,3445
604031105,LHAV4a5,right,3446
604031203,DM4_vPN,right,3447
604039904,LHPV6a2_b,right,3448
604061479,SLP223,right,3449
604070433,SMP029,right,3450
604070461,LHPV6k2,right,3451
604194925,SMP467,right,3452
604195063,SMP468,right,3453
604195247,SMP463,right,3454
604242162,PFNv,noside,3455
604255448,vDeltaK,noside,3456
604289581,SMP376,left,3457
604364004,LHAD3b1_e,right,3458
604368022,LHPV5a1_a,right,3459
604398262,LHPV4b1_b,right,3460
604429310,LHPD4b1,right,3461
604476368,CL207,right,3462
604510234,SMP417,right,3463
604510524,IB054,right,3464
604700963,LHAD3f1_b,right,3465
604705430,LHAD3b1_e,right,3466
604709727,LHPV10b1,right,3467
604722017,LHAV7a1_a,right,3468
604726283,M_vPNml77,right,3469
604731022,LHPV4j4,right,3470
604735525,LHAV2f2_a,right,3471
604735824,LHPV2b4,right,3472
604735961,LHPV4b9,right,3473
604769716,SLP298,right,3474
604773096,PLP181,right,3475
604791287,PLP128,right,3476
604856102,SMP065,right,3477
604864322,SMP415,right,3478
604864392,SMP251,left,3479
605046401,LHAD1c3,right,3480
