,root_id,cell_type,side,top_nt,super_class,cell_class,cell_sub_class,idx,sign
106494,720575940622487322,Mi9,right,glutamate,optic,ME,,19216,-1
106495,720575940630681722,TmY20,right,acetylcholine,optic,LOP>LO,,34635,1
106496,720575940606129841,Tm3,right,acetylcholine,optic,ME>LO,,930,1
106497,720575940635716203,Mi14,right,glutamate,optic,ME,,41279,-1
106498,720575940624389705,Tm5c,right,glutamate,optic,ME>LO,,23001,-1
106500,720575940638560740,Mi9,right,glutamate,optic,ME,,43537,-1
106501,720575940605302188,720575940605302188,right,glutamate,optic,ME>LO,,463,-1
106503,720575940642493837,Dm21,right,gaba,optic,ME,,45913,-1
106504,720575940624105098,L3,right,acetylcholine,optic,LA>ME,L1-5,22381,1
106505,720575940637046903,L3,right,acetylcholine,optic,LA>ME,L1-5,42334,1
106506,720575940629481063,T2,right,acetylcholine,optic,ME>LO,,32525,1
106508,720575940622713114,Mi14,right,glutamate,optic,ME,,19637,-1
106512,720575940625075453,L2,right,acetylcholine,optic,LA>ME,L1-5,24244,1
106513,720575940631875858,Dm8,right,glutamate,optic,ME,,36698,-1
106515,720575940614927155,T2,right,acetylcholine,optic,ME>LO,,7550,1
106516,720575940612971798,Tm16,right,acetylcholine,optic,ME>LO,,5378,1
106517,720575940612972054,Dm15,right,glutamate,optic,ME,,5380,-1
106518,720575940628015379,Mi4,right,gaba,optic,ME,columnar,29790,-1
106521,720575940612654771,L1,right,glutamate,optic,LA>ME,L1-5,4980,-1
106523,720575940619712049,Tm3,right,acetylcholine,optic,ME>LO,,13768,1
106524,720575940625400248,L5,right,acetylcholine,optic,LA>ME,L1-5,24702,1
106527,720575940612976150,CB3851,right,acetylcholine,optic,ME>LO,,5386,1
106536,720575940624956903,TmY5a,right,glutamate,optic,ME>LO.LOP,,24013,-1
106537,720575940630748887,720575940630748887,right,gaba,optic,ME,,34760,-1
106542,720575940624958951,L2,right,acetylcholine,optic,LA>ME,L1-5,24016,1
106546,720575940620135504,T2a,right,acetylcholine,optic,ME>LO,,14457,1
106547,720575940625514023,L2,right,acetylcholine,optic,LA>ME,L1-5,24888,1
106548,720575940616973836,Tm9,right,acetylcholine,optic,ME>LO,,9972,1
106557,720575940625969712,L2,right,acetylcholine,optic,LA>ME,L1-5,25640,1
106559,720575940623157016,Mi9,right,glutamate,optic,ME,,20546,-1
106561,720575940625088952,L5,right,acetylcholine,optic,LA>ME,L1-5,24267,1
106563,720575940615196010,TmY5a,right,glutamate,optic,ME>LO.LOP,,7869,-1
106565,720575940608827913,Mi9,right,glutamate,optic,ME,,2196,-1
106566,720575940629588752,L2,right,acetylcholine,optic,LA>ME,L1-5,32714,1
106567,720575940616787061,Mi1,right,acetylcholine,optic,ME,columnar,9716,1
106568,720575940608828425,Tm3,right,acetylcholine,optic,ME>LO,,2197,1
106569,720575940619135798,L2,right,acetylcholine,optic,LA>ME,L1-5,13051,1
106570,720575940606153248,TmY20,right,acetylcholine,optic,LOP>LO,,942,1
106571,720575940606611723,Dm21,right,gaba,optic,ME,,1174,-1
106573,720575940630277888,Tm2,right,acetylcholine,optic,ME>LO,,33917,1
106574,720575940630562268,Tm1,right,acetylcholine,optic,ME>LO,,34428,1
106575,720575940612680165,Dm10,right,gaba,optic,ME,,5009,-1
106577,720575940628349639,Tm2,right,acetylcholine,optic,ME>LO,,30490,1
106578,720575940617653204,L3,right,acetylcholine,optic,LA>ME,L1-5,10891,1
106579,720575940625835085,CB3836,right,acetylcholine,optic,ME>LO,,25411,1
106580,720575940617653460,TmY3,right,acetylcholine,optic,ME>LO.LOP,,10893,1
106583,720575940627936787,Mi4,right,gaba,optic,ME,columnar,29613,-1
106585,720575940626171578,Dm2,right,acetylcholine,optic,ME,,25973,1
106586,720575940633283373,Tm3,right,acetylcholine,optic,ME>LO,,38871,1
106587,720575940622715094,Tm5c,right,glutamate,optic,ME>LO,,19643,-1
106588,720575940608828681,Dm21,right,gaba,optic,ME,,2198,-1
106590,720575940625972016,Mi9,right,glutamate,optic,ME,,25647,-1
106593,720575940612523506,TmY9,right,acetylcholine,optic,ME>LO.LOP,,4814,1
106595,720575940635881829,720575940635881829,right,glutamate,optic,ME>LO,,41412,-1
106596,720575940610903854,Mi1,right,acetylcholine,optic,ME,columnar,3418,1
106597,720575940628123785,CB3864,right,glutamate,optic,ME>LO,,30046,-1
106601,720575940640125629,L5,right,acetylcholine,optic,LA>ME,L1-5,44795,1
106602,720575940625061117,L2,right,acetylcholine,optic,LA>ME,L1-5,24211,1
106603,720575940635194778,Tm4,right,acetylcholine,optic,ME>LO,,40749,1
106606,720575940635195290,Tm2,right,acetylcholine,optic,ME>LO,,40750,1
106607,720575940616978518,L4,right,acetylcholine,optic,LA>ME,L1-5,9978,1
106609,720575940625702588,720575940625702588,right,gaba,optic,ME,,25199,-1
106612,720575940633215405,Mi4,right,gaba,optic,ME,columnar,38789,-1
106613,720575940606810633,Tm3,right,acetylcholine,optic,ME>LO,,1317,1
106615,720575940624158903,L3,right,acetylcholine,optic,LA>ME,L1-5,22493,1
106616,720575940633581516,L2,right,acetylcholine,optic,LA>ME,L1-5,39248,1
106618,720575940624943368,CB3815,right,glutamate,optic,LO,,23985,-1
106619,720575940627627645,TmY5a,right,glutamate,optic,ME>LO.LOP,,28972,-1
106620,720575940627337534,Dm10,right,gaba,optic,ME,,28411,-1
106622,720575940621901165,L2,right,acetylcholine,optic,LA>ME,L1-5,18048,1
106623,720575940618080257,TmY20,right,acetylcholine,optic,LOP>LO,,11528,1
106625,720575940620467365,Tm2,right,acetylcholine,optic,ME>LO,,15008,1
106626,720575940622718166,Mi9,right,glutamate,optic,ME,,19650,-1
106628,720575940621766260,L3,right,acetylcholine,optic,LA>ME,L1-5,17768,1
106629,720575940624159415,Mi9,right,glutamate,optic,ME,,22495,-1
106630,720575940638349534,Mi9,right,glutamate,optic,ME,,43395,-1
106631,720575940628658709,TmY9,right,acetylcholine,optic,ME>LO.LOP,,31130,1
106634,720575940630892544,TmYem1,right,acetylcholine,optic,ME>LO.LOP,,35066,1
106635,720575940629157967,Tm1,right,acetylcholine,optic,ME>LO,,32031,1
106636,720575940620831323,TmY3,right,acetylcholine,optic,ME>LO.LOP,,15795,1
106638,720575940638595044,Dm21,right,gaba,optic,ME,,43563,-1
106639,720575940624161719,Mi9,right,glutamate,optic,ME,,22503,-1
106640,720575940620797275,Tm12,right,acetylcholine,optic,ME>LO,,15726,1
106641,720575940625974832,T2,right,acetylcholine,optic,ME>LO,,25651,1
106642,720575940628330373,CB3864,right,glutamate,optic,ME>LO,,30445,-1
106643,720575940634117231,TmY20,right,acetylcholine,optic,LOP>LO,,39821,1
106645,720575940638235482,720575940638235482,right,glutamate,optic,ME,,43291,-1
106646,720575940632060264,Dm15,right,glutamate,optic,ME,,37013,-1
106649,720575940627012636,TmY9,right,acetylcholine,optic,ME>LO.LOP,,27563,1
106650,720575940623991395,Dm21,right,gaba,optic,ME,,22144,-1
106651,720575940616790389,L5,right,acetylcholine,optic,LA>ME,L1-5,9720,1
106652,720575940630046846,TmY5a,right,glutamate,optic,ME>LO.LOP,,33515,-1
106656,720575940624161975,Tm9,right,acetylcholine,optic,ME>LO,,22504,1
106659,720575940631704271,T2a,right,acetylcholine,optic,ME>LO,,36477,1
106660,720575940625977392,Tm1,right,acetylcholine,optic,ME>LO,,25653,1
106662,720575940633844962,L5,right,acetylcholine,optic,LA>ME,L1-5,39562,1
106663,720575940632765604,720575940632765604,right,gaba,optic,ME>LO,,38179,-1
106667,720575940617656532,L5,right,acetylcholine,optic,LA>ME,L1-5,10902,1
106669,720575940630279936,Mi2,right,glutamate,optic,ME,,33918,-1
106670,720575940632766372,L2,right,acetylcholine,optic,LA>ME,L1-5,38180,1
106671,720575940628600232,L5,right,acetylcholine,optic,LA>ME,L1-5,31013,1
106672,720575940627990020,Tm9,right,acetylcholine,optic,ME>LO,,29722,1
106673,720575940619139382,Tm1,right,acetylcholine,optic,ME>LO,,13055,1
106674,720575940646012695,L5,right,acetylcholine,optic,LA>ME,L1-5,47067,1
106678,720575940615695071,L5,right,acetylcholine,optic,LA>ME,L1-5,8441,1
106679,720575940626023568,L2,right,acetylcholine,optic,LA>ME,L1-5,25741,1
106682,720575940631270444,T2a,right,acetylcholine,optic,ME>LO,,35763,1
106684,720575940612988182,720575940612988182,right,acetylcholine,optic,ME>LO,,5411,1
106685,720575940624939244,Dm8,right,glutamate,optic,ME,,23976,-1
106687,720575940625116711,720575940625116711,right,glutamate,optic,ME>LO,,24317,-1
106688,720575940630537850,L5,right,acetylcholine,optic,LA>ME,L1-5,34375,1
106691,720575940607228629,720575940607228629,right,acetylcholine,optic,ME,,1482,1
106692,720575940627554130,CB3864,right,glutamate,optic,ME>LO,,28878,-1
106695,720575940626275786,L5,right,acetylcholine,optic,LA>ME,L1-5,26133,1
106698,720575940616792181,L5,right,acetylcholine,optic,LA>ME,L1-5,9721,1
106700,720575940627991812,Tm3,right,acetylcholine,optic,ME>LO,,29725,1
106701,720575940623253261,T2,right,acetylcholine,optic,ME>LO,,20738,1
106703,720575940623161624,TmY11,right,acetylcholine,optic,ME>LO.LOP,,20559,1
106707,720575940637743070,TmY3,right,acetylcholine,optic,ME>LO.LOP,,42898,1
106708,720575940618095163,Tm6,right,acetylcholine,optic,ME>LO,,11556,1
106709,720575940616117772,Tm1,right,acetylcholine,optic,ME>LO,,8897,1
106711,720575940610896708,T5b,right,acetylcholine,optic,LO>LOP,,3409,1
106712,720575940613481955,Tm4,right,acetylcholine,optic,ME>LO,,5935,1
106718,720575940619140406,TmY5a,right,glutamate,optic,ME>LO.LOP,,13057,-1
106719,720575940638510057,CB3864,right,glutamate,optic,ME>LO,,43504,-1
106721,720575940628354247,Mi10,right,acetylcholine,optic,ME,,30503,1
106722,720575940631110487,TmY9,right,acetylcholine,optic,ME>LO.LOP,,35457,1
106723,720575940626023824,Dm8,right,glutamate,optic,ME,,25743,-1
106725,720575940626175162,Mi4,right,gaba,optic,ME,columnar,25983,-1
106727,720575940630248492,TmY3,right,acetylcholine,optic,ME>LO.LOP,,33858,1
106728,720575940632065384,L5,right,acetylcholine,optic,LA>ME,L1-5,37025,1
106729,720575940618217787,CB3816,right,acetylcholine,optic,ME>LOP.LO,,11760,1
106731,720575940632065640,Tm3,right,acetylcholine,optic,ME>LO,,37026,1
106734,720575940614898850,Tm3,right,acetylcholine,optic,ME>LO,,7513,1
106735,720575940612990486,Tm2,right,acetylcholine,optic,ME>LO,,5419,1
106736,720575940620444436,Tm4,right,acetylcholine,optic,ME>LO,,14969,1
106738,720575940619141942,Tm3,right,acetylcholine,optic,ME>LO,,13058,1
106742,720575940630249260,Tm5c,right,glutamate,optic,ME>LO,,33859,-1
106743,720575940627556690,L2,right,acetylcholine,optic,LA>ME,L1-5,28881,1
106746,720575940619988557,Mi4,right,gaba,optic,ME,columnar,14189,-1
106752,720575940619142966,L2,right,acetylcholine,optic,LA>ME,L1-5,13060,1
106754,720575940624165815,Tm3,right,acetylcholine,optic,ME>LO,,22515,1
106756,720575940624161207,TmY9,right,acetylcholine,optic,ME>LO.LOP,,22501,1
106759,720575940620090957,Mi9,right,glutamate,optic,ME,,14378,-1
106762,720575940638240090,Tm4,right,acetylcholine,optic,ME>LO,,43293,1
106765,720575940629154310,L2,right,acetylcholine,optic,LA>ME,L1-5,32027,1
106766,720575940624578539,Tm2,right,acetylcholine,optic,ME>LO,,23330,1
106769,720575940623773576,Mi9,right,glutamate,optic,ME,,21697,-1
106771,720575940607815346,Tm1,right,acetylcholine,optic,ME>LO,,1708,1
106772,720575940621197900,Tm3,right,acetylcholine,optic,ME>LO,,16564,1
106774,720575940632771385,Mi9,right,glutamate,optic,ME,,38189,-1
106775,720575940624578795,L5,right,acetylcholine,optic,LA>ME,L1-5,23333,1
106776,720575940612789361,Dm10,right,gaba,optic,ME,,5139,-1
106777,720575940621250113,L2,right,acetylcholine,optic,LA>ME,L1-5,16660,1
106778,720575940632069224,Dm21,right,gaba,optic,ME,,37034,-1
106779,720575940622127877,Tm3,right,acetylcholine,optic,ME>LO,,18513,1
106780,720575940620113741,Tm4,right,acetylcholine,optic,ME>LO,,14412,1
106782,720575940620446228,Tm3,right,acetylcholine,optic,ME>LO,,14971,1
106784,720575940619712561,Mi10,right,acetylcholine,optic,ME,,13770,1
106785,720575940627267855,Tm4,right,acetylcholine,optic,ME>LO,,28212,1
106787,720575940626814083,TmY11,right,acetylcholine,optic,ME>LO.LOP,,27113,1
106791,720575940615204458,TmY3,right,acetylcholine,optic,ME>LO.LOP,,7879,1
106792,720575940615204714,Tm4,right,acetylcholine,optic,ME>LO,,7881,1
106797,720575940632815171,TmY11,right,acetylcholine,optic,ME>LO.LOP,,38275,1
106803,720575940628357063,Tm5Y,right,acetylcholine,optic,ME>LO,,30509,1
106807,720575940613225750,Mi9,right,glutamate,optic,ME,,5670,-1
106811,720575940622051750,Dm8,right,glutamate,optic,ME,,18336,-1
106813,720575940627013465,T2a,right,acetylcholine,optic,ME>LO,,27566,1
106816,720575940627013721,T2a,right,acetylcholine,optic,ME>LO,,27567,1
106817,720575940626397261,CB3816,right,acetylcholine,optic,ME>LOP.LO,,26336,1
106819,720575940637744094,TmY5a,right,glutamate,optic,ME>LO.LOP,,42899,-1
106821,720575940612689893,Dm10,right,gaba,optic,ME,,5025,-1
106822,720575940616797301,T2,right,acetylcholine,optic,ME>LO,,9730,1
106824,720575940628322386,CB3851,right,acetylcholine,optic,ME>LO,,30426,1
106826,720575940616797813,L5,right,acetylcholine,optic,LA>ME,L1-5,9731,1
106827,720575940622594124,T2,right,acetylcholine,optic,ME>LO,,19405,1
106828,720575940623167768,Tm6,right,acetylcholine,optic,ME>LO,,20575,1
106829,720575940627913237,Mi9,right,glutamate,optic,ME,,29562,-1
106830,720575940616798325,TmY20,right,acetylcholine,optic,LOP>LO,,9733,1
106831,720575940632072296,L2,right,acetylcholine,optic,LA>ME,L1-5,37044,1
106833,720575940627561554,L5,right,acetylcholine,optic,LA>ME,L1-5,28884,1
106836,720575940613054322,T2,right,acetylcholine,optic,ME>LO,,5479,1
106840,720575940627940883,TmY9,right,acetylcholine,optic,ME>LO.LOP,,29623,1
106841,720575940623803114,Tm9,right,acetylcholine,optic,ME>LO,,21746,1
106843,720575940621870445,C3,right,gaba,optic,ME>LA,,17994,-1
106844,720575940630285056,Tm5Y,right,acetylcholine,optic,ME>LO,,33935,1
106845,720575940632075368,T2,right,acetylcholine,optic,ME>LO,,37050,1
106847,720575940632076648,Tm5Y,right,acetylcholine,optic,ME>LO,,37054,1
106848,720575940623272268,TmY5a,right,glutamate,optic,ME>LO.LOP,,20777,-1
106849,720575940615211626,Dm21,right,gaba,optic,ME,,7889,-1
106850,720575940625992496,L3,right,acetylcholine,optic,LA>ME,L1-5,25678,1
106852,720575940615212138,720575940615212138,right,glutamate,optic,ME>LO,,7890,-1
106854,720575940642888333,Tm1,right,acetylcholine,optic,ME>LO,,46042,1
106861,720575940614002728,Dm21,right,gaba,optic,ME,,6478,-1
106862,720575940627565650,Tm20,right,acetylcholine,optic,ME>LO,,28892,1
106866,720575940623650857,L2,right,acetylcholine,optic,LA>ME,L1-5,21491,1
106867,720575940622285082,CB3852,right,acetylcholine,optic,ME>LO,,18808,1
106869,720575940619149366,Mi9,right,glutamate,optic,ME,,13068,-1
106872,720575940623130718,Mi4,right,gaba,optic,ME,columnar,20464,-1
106875,720575940617667284,Tm2,right,acetylcholine,optic,ME>LO,,10909,1
106876,720575940636594424,CB3851,right,acetylcholine,optic,ME>LO,,41987,1
106883,720575940627783817,Mi4,right,gaba,optic,ME,columnar,29293,-1
106885,720575940616131084,L5,right,acetylcholine,optic,LA>ME,L1-5,8917,1
106887,720575940605674249,Tm2,right,acetylcholine,optic,ME>LO,,642,1
106888,720575940616801653,Dm21,right,gaba,optic,ME,,9738,-1
106889,720575940660372609,L2,right,acetylcholine,optic,LA>ME,L1-5,48339,1
106890,720575940622166000,Mi4,right,gaba,optic,ME,columnar,18572,-1
106895,720575940616131340,Mi9,right,glutamate,optic,ME,,8918,-1
106896,720575940644943560,Tm3,right,acetylcholine,optic,ME>LO,,46694,1
106899,720575940616131596,720575940616131596,right,acetylcholine,optic,ME,,8919,1
106902,720575940617711505,Tm1,right,acetylcholine,optic,ME>LO,,10968,1
106904,720575940623172632,L2,right,acetylcholine,optic,LA>ME,L1-5,20581,1
106906,720575940612778393,CB3816,right,acetylcholine,optic,ME>LOP.LO,,5127,1
106908,720575940612695525,Mi9,right,glutamate,optic,ME,,5030,-1
106909,720575940623987213,TmY18,right,acetylcholine,optic,ME>LO.LOP,,22132,1
106911,720575940646136686,L4,right,acetylcholine,optic,LA>ME,L1-5,47105,1
106913,720575940635176860,720575940635176860,right,gaba,optic,ME,,40728,-1
106915,720575940622379760,CB3852,right,acetylcholine,optic,ME>LO,,19014,1
106919,720575940618215195,Mi10,right,acetylcholine,optic,ME,,11757,1
106924,720575940652662262,Tm4,right,acetylcholine,optic,ME>LO,,47927,1
106926,720575940613801965,Tm3,right,acetylcholine,optic,ME>LO,,6303,1
106931,720575940630195559,L2,right,acetylcholine,optic,LA>ME,L1-5,33747,1
106932,720575940600782252,Mi9,right,glutamate,optic,ME,,22,-1
106934,720575940625101240,L2,right,acetylcholine,optic,LA>ME,L1-5,24288,1
106935,720575940632805919,Mi4,right,gaba,optic,ME,columnar,38257,-1
106940,720575940612780441,TmY11,right,acetylcholine,optic,ME>LO.LOP,,5131,1
106941,720575940623174680,Mi10,right,acetylcholine,optic,ME,,20583,1
106943,720575940629050128,TmY9,right,acetylcholine,optic,ME>LO.LOP,,31846,1
106944,720575940617670100,TmY3,right,acetylcholine,optic,ME>LO.LOP,,10914,1
106946,720575940622805469,Mi4,right,gaba,optic,ME,columnar,19834,-1
106949,720575940625101496,TmY5a,right,glutamate,optic,ME>LO.LOP,,24290,-1
106954,720575940622782847,Lawf1,right,acetylcholine,optic,ME>LA,,19790,1
106956,720575940623404031,Y3,right,acetylcholine,optic,LOP>ME.LO,,21013,1
106957,720575940613802989,TmY5a,right,glutamate,optic,ME>LO.LOP,,6305,-1
106958,720575940635353195,TmY9,right,acetylcholine,optic,ME>LO.LOP,,40938,1
106959,720575940616134924,Tm1,right,acetylcholine,optic,ME>LO,,8928,1
106964,720575940638864454,TmY9,right,acetylcholine,optic,ME>LO.LOP,,43802,1
106966,720575940638344511,TmY9,right,acetylcholine,optic,ME>LO.LOP,,43391,1
106972,720575940621645238,L2,right,acetylcholine,optic,LA>ME,L1-5,17483,1
106975,720575940627731722,Lawf1,right,acetylcholine,optic,ME>LA,,29159,1
106976,720575940617715857,TmY5a,right,glutamate,optic,ME>LO.LOP,,10974,-1
106977,720575940617672916,Y3,right,acetylcholine,optic,LOP>ME.LO,,10919,1
106981,720575940627281033,Mi4,right,gaba,optic,ME,columnar,28247,-1
106983,720575940629111811,720575940629111811,right,glutamate,optic,ME,,31959,-1
106984,720575940620729048,CB3816,right,acetylcholine,optic,ME>LOP.LO,,15577,1
106990,720575940624249269,Mi4,right,gaba,optic,ME,columnar,22702,-1
106996,720575940625104568,L2,right,acetylcholine,optic,LA>ME,L1-5,24293,1
106997,720575940635265699,L2,right,acetylcholine,optic,LA>ME,L1-5,40847,1
107002,720575940627176310,Mi9,right,glutamate,optic,ME,,27983,-1
107004,720575940625107384,CB3851,right,acetylcholine,optic,ME>LO,,24300,1
107006,720575940635790840,Tm1,right,acetylcholine,optic,ME>LO,,41352,1
107007,720575940628343685,L2,right,acetylcholine,optic,LA>ME,L1-5,30470,1
107008,720575940621286168,L2,right,acetylcholine,optic,LA>ME,L1-5,16739,1
107009,720575940630365756,Dm21,right,gaba,optic,ME,,34076,-1
107010,720575940638348095,L2,right,acetylcholine,optic,LA>ME,L1-5,43393,1
107011,720575940625528141,CB3851,right,acetylcholine,optic,ME>LO,,24916,1
107013,720575940627646266,Dm2,right,acetylcholine,optic,ME,,29006,1
107014,720575940621351697,Dm2,right,acetylcholine,optic,ME,,16881,1
107015,720575940632631087,CB3864,right,glutamate,optic,ME>LO,,37973,-1
107016,720575940630366012,TmY20,right,acetylcholine,optic,LOP>LO,,34077,1
107017,720575940624038340,L2,right,acetylcholine,optic,LA>ME,L1-5,22252,1
107018,720575940629384091,TmY3,right,acetylcholine,optic,ME>LO.LOP,,32367,1
107019,720575940624513427,Dm15,right,glutamate,optic,ME,,23219,-1
107020,720575940616559519,Tm20,right,acetylcholine,optic,ME>LO,,9448,1
107021,720575940634585975,Tm2,right,acetylcholine,optic,ME>LO,,40190,1
107022,720575940641663952,Mi4,right,gaba,optic,ME,columnar,45682,-1
107024,720575940631596140,CB3855,right,gaba,optic,ME,,36307,-1
107025,720575940621449897,CB3851,right,acetylcholine,optic,ME>LO,,17088,1
107026,720575940621107309,TmY20,right,acetylcholine,optic,LOP>LO,,16371,1
107028,720575940633127967,Mi10,right,acetylcholine,optic,ME,,38646,1
107029,720575940627119119,Tm1,right,acetylcholine,optic,ME>LO,,27832,1
107032,720575940614934695,720575940614934695,right,acetylcholine,optic,ME>LO,,7561,1
107035,720575940638348863,720575940638348863,right,glutamate,optic,ME>LO,,43394,-1
107036,720575940626003248,CB3864,right,glutamate,optic,ME>LO,,25705,-1
107037,720575940622090416,720575940622090416,right,glutamate,optic,ME>LO,,18422,-1
107038,720575940633284689,CB3851,right,acetylcholine,optic,ME>LO,,38877,1
107039,720575940630888185,Mi4,right,gaba,optic,ME,columnar,35056,-1
107040,720575940621805915,CB3853,right,glutamate,optic,ME,,17871,-1
107041,720575940612481971,Tm5Y,right,acetylcholine,optic,ME>LO,,4761,1
107042,720575940639549774,CB3851,right,acetylcholine,optic,ME>LO,,44327,1
107043,720575940621411649,T2a,right,acetylcholine,optic,ME>LO,,17014,1
107044,720575940627494666,L5,right,acetylcholine,optic,LA>ME,L1-5,28723,1
107045,720575940625109432,TmY5a,right,glutamate,optic,ME>LO.LOP,,24303,-1
107046,720575940629884971,720575940629884971,right,acetylcholine,optic,ME>LO,,33197,1
107047,720575940639852915,720575940639852915,right,acetylcholine,optic,ME>LO,,44574,1
107049,720575940618069405,Tm12,right,acetylcholine,optic,ME>LO,,11502,1
107050,720575940616294194,720575940616294194,right,gaba,optic,ME,,9125,-1
107054,720575940638349631,T2a,right,acetylcholine,optic,ME>LO,,43396,1
107056,720575940626025104,Tm4,right,acetylcholine,optic,ME>LO,,25747,1
107061,720575940617722257,Mi4,right,gaba,optic,ME,columnar,10988,-1
107064,720575940614682664,Mi10,right,acetylcholine,optic,ME,,7231,1
107068,720575940617677524,TmY18,right,acetylcholine,optic,ME>LO.LOP,,10923,1
107071,720575940622604876,T2,right,acetylcholine,optic,ME>LO,,19425,1
107072,720575940630250540,L5,right,acetylcholine,optic,LA>ME,L1-5,33864,1
107077,720575940627520258,CB3816,right,acetylcholine,optic,ME>LOP.LO,,28801,1
107080,720575940628171752,Tm4,right,acetylcholine,optic,ME>LO,,30144,1
107083,720575940620384341,Mi4,right,gaba,optic,ME,columnar,14857,-1
107087,720575940640632893,TmY5a,right,glutamate,optic,ME>LO.LOP,,45200,-1
107092,720575940626927887,TmY5a,right,glutamate,optic,ME>LO.LOP,,27378,-1
107098,720575940634211097,720575940634211097,right,gaba,optic,ME,,39895,-1
107100,720575940619287198,Tm3,right,acetylcholine,optic,ME>LO,,13240,1
107101,720575940632919379,TmY5a,right,glutamate,optic,ME>LO.LOP,,38434,-1
107105,720575940617468121,Tm3,right,acetylcholine,optic,ME>LO,,10641,1
107107,720575940622074790,L2,right,acetylcholine,optic,LA>ME,L1-5,18381,1
107108,720575940611627474,Mi9,right,glutamate,optic,ME,,3957,-1
107109,720575940618069661,720575940618069661,right,acetylcholine,optic,ME>LO,,11505,1
107110,720575940632661388,Mi9,right,glutamate,optic,ME,,38012,-1
107115,720575940607317634,Mi9,right,glutamate,optic,ME,,1517,-1
107117,720575940618476317,L2,right,acetylcholine,optic,LA>ME,L1-5,12156,1
107118,720575940615949791,Mi4,right,gaba,optic,ME,columnar,8704,-1
107123,720575940623255821,Tm4,right,acetylcholine,optic,ME>LO,,20742,1
107124,720575940610535492,Tm3,right,acetylcholine,optic,ME>LO,,3169,1
107125,720575940607090633,Tm4,right,acetylcholine,optic,ME>LO,,1421,1
107126,720575940629054480,CB3851,right,acetylcholine,optic,ME>LO,,31851,1
107127,720575940618611781,Tm2,right,acetylcholine,optic,ME>LO,,12374,1
107130,720575940630932475,Mi9,right,glutamate,optic,ME,,35142,-1
107133,720575940619288478,Tm2,right,acetylcholine,optic,ME>LO,,13241,1
107135,720575940616296498,Tm1,right,acetylcholine,optic,ME>LO,,9127,1
107138,720575940614752423,720575940614752423,right,gaba,optic,ME,,7346,-1
107141,720575940615134870,L3,right,acetylcholine,optic,LA>ME,L1-5,7802,1
107142,720575940612986390,Mi4,right,gaba,optic,ME,columnar,5406,-1
107143,720575940621573473,Mi9,right,glutamate,optic,ME,,17324,-1
107144,720575940621629044,L5,right,acetylcholine,optic,LA>ME,L1-5,17451,1
107146,720575940612531442,Tm4,right,acetylcholine,optic,ME>LO,,4825,1
107147,720575940627016281,T2,right,acetylcholine,optic,ME>LO,,27578,1
107150,720575940627941704,Mi9,right,glutamate,optic,ME,,29624,-1
107158,720575940646655011,Dm15,right,glutamate,optic,ME,,47262,-1
107159,720575940618612037,Mi13,right,gaba,optic,ME,,12375,-1
107172,720575940636554359,TmY5a,right,glutamate,optic,ME>LO.LOP,,41941,-1
107174,720575940615215210,Tm5Y,right,acetylcholine,optic,ME>LO,,7898,1
107176,720575940627400220,Tm4,right,acetylcholine,optic,ME>LO,,28519,1
107185,720575940612274394,Tm5Y,right,acetylcholine,optic,ME>LO,,4532,1
107186,720575940648575364,Mi9,right,glutamate,optic,ME,,47655,-1
107189,720575940619153206,Dm21,right,gaba,optic,ME,,13075,-1
107196,720575940627087256,TmY11,right,acetylcholine,optic,ME>LO.LOP,,27751,1
107198,720575940622605388,Tm1,right,acetylcholine,optic,ME>LO,,19427,1
107205,720575940630251564,Tm4,right,acetylcholine,optic,ME>LO,,33867,1
107206,720575940631958339,Mi9,right,glutamate,optic,ME,,36846,-1
107216,720575940607278025,TmY11,right,acetylcholine,optic,ME>LO.LOP,,1499,1
107219,720575940626792292,Tm4,right,acetylcholine,optic,ME>LO,,27055,1
107223,720575940629471238,Mi4,right,gaba,optic,ME,columnar,32500,-1
107229,720575940626772528,720575940626772528,right,glutamate,optic,ME>LO,,27010,-1
107231,720575940614753703,Mi14,right,glutamate,optic,ME,,7348,-1
107232,720575940618222619,Tm8,right,acetylcholine,optic,ME>LO,,11764,1
107239,720575940615217002,TmY3,right,acetylcholine,optic,ME>LO.LOP,,7901,1
107242,720575940620453396,720575940620453396,right,glutamate,optic,ME,,14988,-1
107243,720575940609738435,L3,right,acetylcholine,optic,LA>ME,L1-5,2718,1
107246,720575940620203870,L2,right,acetylcholine,optic,LA>ME,L1-5,14547,1
107247,720575940628602897,720575940628602897,right,gaba,optic,ME,,31016,-1
107248,720575940630327290,Lawf2,right,acetylcholine,optic,ME>LA,,34013,1
107249,720575940627280924,Dm21,right,gaba,optic,ME,,28246,-1
107251,720575940631025724,Tm1,right,acetylcholine,optic,ME>LO,,35316,1
107256,720575940623115107,Tm4,right,acetylcholine,optic,ME>LO,,20421,1
107257,720575940630985007,Dm21,right,gaba,optic,ME,,35246,-1
107262,720575940630108984,Tm2,right,acetylcholine,optic,ME>LO,,33597,1
107263,720575940644850468,Tm3,right,acetylcholine,optic,ME>LO,,46655,1
107266,720575940609910027,TmY18,right,acetylcholine,optic,ME>LO.LOP,,2825,1
107267,720575940631960387,CB3851,right,acetylcholine,optic,ME>LO,,36848,1
