,cell_type_side,idx,cell_type,super_class,cell_class,cell_sub_class,nt,sign,side
10715,"CL231,CL238_left",10715,"CL231,CL238",central,,,glutamate,-1,left
10716,"CL231,CL238_right",10716,"CL231,CL238",central,,,glutamate,-1,right
10717,CL234_left,10717,CL234,central,,,glutamate,-1,left
10718,CL234_right,10718,CL234,central,,,glutamate,-1,right
10719,CL235_left,10719,CL235,central,,,glutamate,-1,left
10720,CL235_right,10720,CL235,central,,,glutamate,-1,right
10721,CL236_left,10721,CL236,central,,,acetylcholine,1,left
10722,CL236_right,10722,CL236,central,,,acetylcholine,1,right
10723,CL237_left,10723,CL237,central,,,acetylcholine,1,left
10724,CL237_right,10724,CL237,central,,,acetylcholine,1,right
10725,CL239_left,10725,CL239,central,,,glutamate,-1,left
10726,CL239_right,10726,CL239,central,,,glutamate,-1,right
10727,CL244_left,10727,CL244,central,,,acetylcholine,1,left
10728,CL244_right,10728,CL244,central,,,acetylcholine,1,right
10729,CL245_left,10729,CL245,central,,,glutamate,-1,left
10730,CL245_right,10730,CL245,central,,,glutamate,-1,right
10731,CL246_left,10731,CL246,central,,,gaba,-1,left
10732,CL246_right,10732,CL246,central,,,gaba,-1,right
10733,CL248_left,10733,CL248,central,,,gaba,-1,left
10734,CL248_right,10734,CL248,central,,,gaba,-1,right
10735,CL250_left,10735,CL250,central,,,acetylcholine,1,left
10736,CL250_right,10736,CL250,central,,,acetylcholine,1,right
10737,CL251_left,10737,CL251,central,,,acetylcholine,1,left
10738,CL251_right,10738,CL251,central,,,acetylcholine,1,right
10739,CL252_left,10739,CL252,central,,,gaba,-1,left
10740,CL252_right,10740,CL252,central,,,gaba,-1,right
10741,CL253_left,10741,CL253,central,,,gaba,-1,left
10742,CL253_right,10742,CL253,central,,,gaba,-1,right
10743,CL254_left,10743,CL254,central,,,acetylcholine,1,left
10744,CL254_right,10744,CL254,central,,,acetylcholine,1,right
10745,CL255_left,10745,CL255,central,,,acetylcholine,1,left
10746,CL255_right,10746,CL255,central,,,acetylcholine,1,right
10747,CL256_left,10747,CL256,central,,,acetylcholine,1,left
10748,CL256_right,10748,CL256,central,,,acetylcholine,1,right
10749,CL257_left,10749,CL257,central,,,acetylcholine,1,left
10750,CL257_right,10750,CL257,central,,,acetylcholine,1,right
10751,CL258_left,10751,CL258,central,,,acetylcholine,1,left
10752,CL258_right,10752,CL258,central,,,acetylcholine,1,right
10753,"CL259, CL260_left",10753,"CL259, CL260",central,,,acetylcholine,1,left
10754,"CL259, CL260_right",10754,"CL259, CL260",central,,,acetylcholine,1,right
10755,CL261a_left,10755,CL261a,central,,,acetylcholine,1,left
10756,CL261a_right,10756,CL261a,central,,,acetylcholine,1,right
10757,CL261b_left,10757,CL261b,central,,,acetylcholine,1,left
10758,CL261b_right,10758,CL261b,central,,,acetylcholine,1,right
10759,CL263_left,10759,CL263,central,,,acetylcholine,1,left
10760,CL263_right,10760,CL263,central,,,acetylcholine,1,right
10761,CL264_left,10761,CL264,central,,,acetylcholine,1,left
10762,CL264_right,10762,CL264,central,,,acetylcholine,1,right
10763,CL265_left,10763,CL265,central,,,acetylcholine,1,left
10764,CL265_right,10764,CL265,central,,,acetylcholine,1,right
10765,CL266a_left,10765,CL266a,central,,,acetylcholine,1,left
10766,CL266a_right,10766,CL266a,central,,,acetylcholine,1,right
10767,CL266b_left,10767,CL266b,central,,,acetylcholine,1,left
10768,CL266b_right,10768,CL266b,central,,,acetylcholine,1,right
10769,CL267_left,10769,CL267,central,,,acetylcholine,1,left
10770,CL267_right,10770,CL267,central,,,acetylcholine,1,right
10771,CL268_left,10771,CL268,central,,,acetylcholine,1,left
10772,CL268_right,10772,CL268,central,,,acetylcholine,1,right
10773,CL269_left,10773,CL269,central,,,acetylcholine,1,left
10774,CL269_right,10774,CL269,central,,,acetylcholine,1,right
10775,CL270a_left,10775,CL270a,central,,,acetylcholine,1,left
10776,CL270a_right,10776,CL270a,central,,,acetylcholine,1,right
10777,CL270b_left,10777,CL270b,central,,,acetylcholine,1,left
10778,CL270b_right,10778,CL270b,central,,,acetylcholine,1,right
10779,CL271_left,10779,CL271,central,,,acetylcholine,1,left
10780,CL271_right,10780,CL271,central,,,acetylcholine,1,right
10781,CL272_a_left,10781,CL272_a,central,,,acetylcholine,1,left
10782,CL272_a_right,10782,CL272_a,central,,,acetylcholine,1,right
10783,CL272_b_left,10783,CL272_b,central,,,acetylcholine,1,left
10784,CL272_b_right,10784,CL272_b,central,,,acetylcholine,1,right
10785,CL273_left,10785,CL273,central,,,acetylcholine,1,left
10786,CL273_right,10786,CL273,central,,,acetylcholine,1,right
10787,CL278_left,10787,CL278,central,,,acetylcholine,1,left
10788,CL278_right,10788,CL278,central,,,acetylcholine,1,right
10789,CL279_left,10789,CL279,central,,,acetylcholine,1,left
10790,CL279_right,10790,CL279,central,,,acetylcholine,1,right
10791,CL282_left,10791,CL282,central,,,glutamate,-1,left
10792,CL282_right,10792,CL282,central,,,glutamate,-1,right
10793,CL283a_left,10793,CL283a,central,,,glutamate,-1,left
10794,CL283a_right,10794,CL283a,central,,,glutamate,-1,right
10795,CL283b_left,10795,CL283b,central,,,glutamate,-1,left
10796,CL283b_right,10796,CL283b,central,,,glutamate,-1,right
10797,CL283c_left,10797,CL283c,central,,,glutamate,-1,left
10798,CL283c_right,10798,CL283c,central,,,glutamate,-1,right
10799,CL286_left,10799,CL286,central,,,acetylcholine,1,left
10800,CL286_right,10800,CL286,central,,,acetylcholine,1,right
10801,CL287_left,10801,CL287,central,,,gaba,-1,left
10802,CL287_right,10802,CL287,central,,,gaba,-1,right
10803,CL288_left,10803,CL288,central,,,gaba,-1,left
10804,CL288_right,10804,CL288,central,,,gaba,-1,right
10805,CL289_left,10805,CL289,central,,,acetylcholine,1,left
10806,CL289_right,10806,CL289,central,,,acetylcholine,1,right
10807,CL290_left,10807,CL290,central,,,acetylcholine,1,left
10808,CL290_right,10808,CL290,central,,,acetylcholine,1,right
10809,CL291_left,10809,CL291,central,,,acetylcholine,1,left
10810,CL291_right,10810,CL291,central,,,acetylcholine,1,right
10811,CL292a_left,10811,CL292a,central,,,acetylcholine,1,left
10812,CL292a_right,10812,CL292a,central,,,acetylcholine,1,right
10813,CL292b_left,10813,CL292b,central,,,acetylcholine,1,left
10814,CL292b_right,10814,CL292b,central,,,acetylcholine,1,right
10815,CL293_left,10815,CL293,central,,,acetylcholine,1,left
10816,CL293_right,10816,CL293,central,,,acetylcholine,1,right
10817,CL294_left,10817,CL294,central,,,acetylcholine,1,left
10818,CL294_right,10818,CL294,central,,,acetylcholine,1,right
10819,"CL301,CL302_left",10819,"CL301,CL302",central,,,acetylcholine,1,left
10820,"CL301,CL302_right",10820,"CL301,CL302",central,,,acetylcholine,1,right
10821,CL303_left,10821,CL303,central,,,acetylcholine,1,left
10822,CL303_right,10822,CL303,central,,,acetylcholine,1,right
10823,CL308_left,10823,CL308,central,,,acetylcholine,1,left
10824,CL308_right,10824,CL308,central,,,acetylcholine,1,right
10825,CL309_left,10825,CL309,central,,,acetylcholine,1,left
10826,CL309_right,10826,CL309,central,,,acetylcholine,1,right
10827,CL310_left,10827,CL310,central,,,acetylcholine,1,left
10828,CL310_right,10828,CL310,central,,,acetylcholine,1,right
10829,CL311_left,10829,CL311,central,,,acetylcholine,1,left
10830,CL311_right,10830,CL311,central,,,acetylcholine,1,right
10831,CL312_right,10831,CL312,central,,,acetylcholine,1,right
10832,CL313_left,10832,CL313,central,,,acetylcholine,1,left
10833,CL313_right,10833,CL313,central,,,acetylcholine,1,right
10834,CL314_left,10834,CL314,central,,,gaba,-1,left
10835,CL314_right,10835,CL314,central,,,gaba,-1,right
10836,CL315_left,10836,CL315,central,,,glutamate,-1,left
10837,CL315_right,10837,CL315,central,,,glutamate,-1,right
10838,CL316_left,10838,CL316,central,,,gaba,-1,left
10839,CL316_right,10839,CL316,central,,,gaba,-1,right
10840,CL317_left,10840,CL317,central,,,glutamate,-1,left
10841,CL317_right,10841,CL317,central,,,glutamate,-1,right
10842,CL318_left,10842,CL318,central,,,gaba,-1,left
10843,CL318_right,10843,CL318,central,,,gaba,-1,right
10844,CL319_left,10844,CL319,central,,,acetylcholine,1,left
10845,CL319_right,10845,CL319,central,,,acetylcholine,1,right
10846,CL321_left,10846,CL321,central,,,acetylcholine,1,left
10847,CL321_right,10847,CL321,central,,,acetylcholine,1,right
10848,CL322_left,10848,CL322,central,,,acetylcholine,1,left
10849,CL322_right,10849,CL322,central,,,acetylcholine,1,right
10850,CL323a_left,10850,CL323a,central,,,acetylcholine,1,left
10851,CL323a_right,10851,CL323a,central,,,acetylcholine,1,right
10852,CL323b_left,10852,CL323b,central,,,acetylcholine,1,left
10853,CL323b_right,10853,CL323b,central,,,acetylcholine,1,right
10854,CL326_left,10854,CL326,central,,,acetylcholine,1,left
10855,CL326_right,10855,CL326,central,,,acetylcholine,1,right
10856,CL327_left,10856,CL327,central,,,acetylcholine,1,left
10857,CL327_right,10857,CL327,central,,,acetylcholine,1,right
10858,"CL328,IB070,IB071_left",10858,"CL328,IB070,IB071",central,,,acetylcholine,1,left
10859,"CL328,IB070,IB071_right",10859,"CL328,IB070,IB071",central,,,acetylcholine,1,right
10860,CL333_left,10860,CL333,central,,,acetylcholine,1,left
10861,CL333_right,10861,CL333,central,,,acetylcholine,1,right
10862,CL335_left,10862,CL335,central,,,acetylcholine,1,left
10863,CL335_right,10863,CL335,central,,,acetylcholine,1,right
10864,CL336_left,10864,CL336,central,,,acetylcholine,1,left
10865,CL336_right,10865,CL336,central,,,acetylcholine,1,right
10866,CL339_left,10866,CL339,central,,,acetylcholine,1,left
10867,CL339_right,10867,CL339,central,,,acetylcholine,1,right
10868,CL340_left,10868,CL340,central,,,acetylcholine,1,left
10869,CL340_right,10869,CL340,central,,,acetylcholine,1,right
10870,CL344_left,10870,CL344,central,,,dopamine,1,left
10871,CL344_right,10871,CL344,central,,,dopamine,1,right
10872,CL348_left,10872,CL348,central,,,glutamate,-1,left
10873,CL348_right,10873,CL348,central,,,glutamate,-1,right
10874,CL352_left,10874,CL352,central,,,acetylcholine,1,left
10875,CL352_right,10875,CL352,central,,,acetylcholine,1,right
10876,CL356_left,10876,CL356,central,,,acetylcholine,1,left
10877,CL356_right,10877,CL356,central,,,acetylcholine,1,right
10878,CL359_left,10878,CL359,central,,,acetylcholine,1,left
10879,CL359_right,10879,CL359,central,,,acetylcholine,1,right
10880,CL360_left,10880,CL360,central,,,serotonin,1,left
10881,CL360_right,10881,CL360,central,,,serotonin,1,right
10882,CL361_left,10882,CL361,central,,,acetylcholine,1,left
10883,CL361_right,10883,CL361,central,,,acetylcholine,1,right
10884,CL362_left,10884,CL362,central,,,acetylcholine,1,left
10885,CL362_right,10885,CL362,central,,,acetylcholine,1,right
10886,CL364_left,10886,CL364,central,,,glutamate,-1,left
10887,CL364_right,10887,CL364,central,,,glutamate,-1,right
10888,CRE001_left,10888,CRE001,central,,,acetylcholine,1,left
10889,CRE001_right,10889,CRE001,central,,,acetylcholine,1,right
10890,CRE004_left,10890,CRE004,central,,,acetylcholine,1,left
10891,CRE004_right,10891,CRE004,central,,,acetylcholine,1,right
10892,CRE005_left,10892,CRE005,central,,,acetylcholine,1,left
10893,CRE005_right,10893,CRE005,central,,,acetylcholine,1,right
10894,CRE006_left,10894,CRE006,central,,,glutamate,-1,left
10895,CRE006_right,10895,CRE006,central,,,glutamate,-1,right
10896,CRE007_left,10896,CRE007,central,,,glutamate,-1,left
10897,CRE007_right,10897,CRE007,central,,,glutamate,-1,right
10898,"CRE008,CRE010_left",10898,"CRE008,CRE010",central,,,glutamate,-1,left
10899,"CRE008,CRE010_right",10899,"CRE008,CRE010",central,,,glutamate,-1,right
10900,CRE009_left,10900,CRE009,central,,,acetylcholine,1,left
10901,CRE009_right,10901,CRE009,central,,,acetylcholine,1,right
10902,CRE011_left,10902,CRE011,central,,,acetylcholine,1,left
10903,CRE011_right,10903,CRE011,central,,,acetylcholine,1,right
10904,CRE012_left,10904,CRE012,central,,,gaba,-1,left
10905,CRE012_right,10905,CRE012,central,,,gaba,-1,right
10906,CRE013_left,10906,CRE013,central,,,gaba,-1,left
10907,CRE013_right,10907,CRE013,central,,,gaba,-1,right
10908,CRE015_left,10908,CRE015,central,,,acetylcholine,1,left
10909,CRE015_right,10909,CRE015,central,,,acetylcholine,1,right
10910,CRE016_left,10910,CRE016,central,,,acetylcholine,1,left
10911,CRE016_right,10911,CRE016,central,,,acetylcholine,1,right
10912,CRE017_left,10912,CRE017,central,,,acetylcholine,1,left
10913,CRE017_right,10913,CRE017,central,,,acetylcholine,1,right
10914,CRE018_left,10914,CRE018,central,,,acetylcholine,1,left
10915,CRE018_right,10915,CRE018,central,,,acetylcholine,1,right
10916,CRE019_left,10916,CRE019,central,,,acetylcholine,1,left
10917,CRE019_right,10917,CRE019,central,,,acetylcholine,1,right
10918,CRE020_left,10918,CRE020,central,,,acetylcholine,1,left
10919,CRE020_right,10919,CRE020,central,,,acetylcholine,1,right
10920,CRE021_left,10920,CRE021,central,,,gaba,-1,left
10921,CRE021_right,10921,CRE021,central,,,gaba,-1,right
10922,CRE022_left,10922,CRE022,central,,,glutamate,-1,left
10923,CRE022_right,10923,CRE022,central,,,glutamate,-1,right
10924,CRE023_left,10924,CRE023,central,,,glutamate,-1,left
10925,CRE023_right,10925,CRE023,central,,,glutamate,-1,right
10926,CRE024_left,10926,CRE024,central,,,glutamate,-1,left
10927,CRE024_right,10927,CRE024,central,,,glutamate,-1,right
10928,CRE025_left,10928,CRE025,central,,,glutamate,-1,left
10929,CRE025_right,10929,CRE025,central,,,glutamate,-1,right
10930,CRE027_left,10930,CRE027,central,,,glutamate,-1,left
10931,CRE027_right,10931,CRE027,central,,,glutamate,-1,right
10932,CRE040_left,10932,CRE040,central,,,gaba,-1,left
10933,CRE040_right,10933,CRE040,central,,,gaba,-1,right
10934,CRE041_left,10934,CRE041,central,,,gaba,-1,left
10935,CRE041_right,10935,CRE041,central,,,gaba,-1,right
10936,CRE042_left,10936,CRE042,central,,,gaba,-1,left
10937,CRE042_right,10937,CRE042,central,,,gaba,-1,right
10938,CRE043_left,10938,CRE043,central,,,gaba,-1,left
10939,CRE043_right,10939,CRE043,central,,,gaba,-1,right
10940,CRE044_left,10940,CRE044,central,,,gaba,-1,left
10941,CRE044_right,10941,CRE044,central,,,gaba,-1,right
10942,"CRE045, CRE046_left",10942,"CRE045, CRE046",central,,,gaba,-1,left
10943,"CRE045, CRE046_right",10943,"CRE045, CRE046",central,,,gaba,-1,right
10944,CRE048_left,10944,CRE048,central,,,glutamate,-1,left
10945,CRE048_right,10945,CRE048,central,,,glutamate,-1,right
10946,CRE049_left,10946,CRE049,central,,,acetylcholine,1,left
10947,CRE049_right,10947,CRE049,central,,,acetylcholine,1,right
10948,CRE050_left,10948,CRE050,central,,,glutamate,-1,left
10949,CRE050_right,10949,CRE050,central,,,glutamate,-1,right
10950,CRE056_left,10950,CRE056,central,,,glutamate,-1,left
10951,CRE056_right,10951,CRE056,central,,,glutamate,-1,right
10952,CRE059_left,10952,CRE059,central,,,acetylcholine,1,left
10953,CRE059_right,10953,CRE059,central,,,acetylcholine,1,right
10954,"CRE060,CRE067_left",10954,"CRE060,CRE067",central,,,acetylcholine,1,left
10955,"CRE060,CRE067_right",10955,"CRE060,CRE067",central,,,acetylcholine,1,right
10956,CRE065_left,10956,CRE065,central,,,acetylcholine,1,left
10957,CRE065_right,10957,CRE065,central,,,acetylcholine,1,right
10958,CRE066_left,10958,CRE066,central,,,acetylcholine,1,left
10959,CRE066_right,10959,CRE066,central,,,acetylcholine,1,right
10960,CRE068_left,10960,CRE068,central,,,acetylcholine,1,left
10961,CRE068_right,10961,CRE068,central,,,acetylcholine,1,right
10962,CRE069_left,10962,CRE069,central,,,acetylcholine,1,left
10963,CRE069_right,10963,CRE069,central,,,acetylcholine,1,right
10964,CRE070_left,10964,CRE070,central,,,acetylcholine,1,left
10965,CRE070_right,10965,CRE070,central,,,acetylcholine,1,right
10966,CRE071_left,10966,CRE071,central,,,acetylcholine,1,left
10967,CRE071_right,10967,CRE071,central,,,acetylcholine,1,right
10968,CRE072_left,10968,CRE072,central,,,acetylcholine,1,left
10969,CRE072_right,10969,CRE072,central,,,acetylcholine,1,right
10970,CRE074_left,10970,CRE074,central,,,glutamate,-1,left
10971,CRE074_right,10971,CRE074,central,,,glutamate,-1,right
10972,CRE075_left,10972,CRE075,central,,,glutamate,-1,left
10973,CRE075_right,10973,CRE075,central,,,glutamate,-1,right
10974,CRE076_left,10974,CRE076,central,,,acetylcholine,1,left
10975,CRE076_right,10975,CRE076,central,,,acetylcholine,1,right
10976,CRE077_left,10976,CRE077,central,,,acetylcholine,1,left
10977,CRE077_right,10977,CRE077,central,,,acetylcholine,1,right
10978,CRE078_left,10978,CRE078,central,,,acetylcholine,1,left
10979,CRE078_right,10979,CRE078,central,,,acetylcholine,1,right
10980,CRE079_left,10980,CRE079,central,,,glutamate,-1,left
10981,CRE079_right,10981,CRE079,central,,,glutamate,-1,right
10982,CRE080a_left,10982,CRE080a,central,,,acetylcholine,1,left
10983,CRE080a_right,10983,CRE080a,central,,,acetylcholine,1,right
10984,CRE080b_left,10984,CRE080b,central,,,acetylcholine,1,left
10985,CRE080b_right,10985,CRE080b,central,,,acetylcholine,1,right
10986,CRE080c_left,10986,CRE080c,central,,,acetylcholine,1,left
10987,CRE080c_right,10987,CRE080c,central,,,acetylcholine,1,right
10988,CRE081_left,10988,CRE081,central,,,acetylcholine,1,left
10989,CRE081_right,10989,CRE081,central,,,acetylcholine,1,right
10990,CRE082_left,10990,CRE082,central,,,acetylcholine,1,left
10991,CRE082_right,10991,CRE082,central,,,acetylcholine,1,right
10992,CRE087_left,10992,CRE087,central,,,acetylcholine,1,left
10993,CRE087_right,10993,CRE087,central,,,acetylcholine,1,right
10994,CRE088_left,10994,CRE088,central,,,acetylcholine,1,left
10995,CRE088_right,10995,CRE088,central,,,acetylcholine,1,right
10996,CRE094_left,10996,CRE094,central,,,acetylcholine,1,left
10997,CRE094_right,10997,CRE094,central,,,acetylcholine,1,right
10998,CRE095a_left,10998,CRE095a,central,,,acetylcholine,1,left
10999,CRE095a_right,10999,CRE095a,central,,,acetylcholine,1,right
11000,CRE095b_left,11000,CRE095b,central,,,acetylcholine,1,left
11001,CRE095b_right,11001,CRE095b,central,,,acetylcholine,1,right
11002,CRE096_left,11002,CRE096,central,,,acetylcholine,1,left
11003,CRE096_right,11003,CRE096,central,,,acetylcholine,1,right
11004,CRE100_left,11004,CRE100,central,,,gaba,-1,left
11005,CRE100_right,11005,CRE100,central,,,gaba,-1,right
11006,CRE102_left,11006,CRE102,central,,,glutamate,-1,left
11007,CRE102_right,11007,CRE102,central,,,glutamate,-1,right
11008,CRE103a_left,11008,CRE103a,central,,,acetylcholine,1,left
11009,CRE103a_right,11009,CRE103a,central,,,acetylcholine,1,right
11010,CRE103b_left,11010,CRE103b,central,,,acetylcholine,1,left
11011,CRE103b_right,11011,CRE103b,central,,,acetylcholine,1,right
11012,CRE104_left,11012,CRE104,central,,,acetylcholine,1,left
11013,CRE104_right,11013,CRE104,central,,,acetylcholine,1,right
11014,CRE105_left,11014,CRE105,central,,,acetylcholine,1,left
11015,CRE105_right,11015,CRE105,central,,,acetylcholine,1,right
11016,CRE106_left,11016,CRE106,central,,,acetylcholine,1,left
11017,CRE106_right,11017,CRE106,central,,,acetylcholine,1,right
11018,CRE107_left,11018,CRE107,central,,,glutamate,-1,left
11019,CRE107_right,11019,CRE107,central,,,glutamate,-1,right
11020,CRE108_left,11020,CRE108,central,,,acetylcholine,1,left
11021,CRE108_right,11021,CRE108,central,,,acetylcholine,1,right
11022,CREa1A_T01_left,11022,CREa1A_T01,central,,,glutamate,-1,left
11023,CREa1A_T01_right,11023,CREa1A_T01,central,,,glutamate,-1,right
11024,"CRZ01,CRZ02_left",11024,"CRZ01,CRZ02",central,,,serotonin,1,left
11025,"CRZ01,CRZ02_right",11025,"CRZ01,CRZ02",central,,,serotonin,1,right
11026,CSD_left,11026,CSD,central,,,serotonin,1,left
11027,CSD_right,11027,CSD,central,,,serotonin,1,right
11028,DA1_lPN_left,11028,DA1_lPN,central,ALPN,uniglomerular,acetylcholine,1,left
11029,DA1_lPN_right,11029,DA1_lPN,central,ALPN,uniglomerular,acetylcholine,1,right
11030,DA1_vPN_left,11030,DA1_vPN,central,ALPN,uniglomerular,gaba,-1,left
11031,DA1_vPN_right,11031,DA1_vPN,central,ALPN,uniglomerular,gaba,-1,right
11032,DA2_lPN_left,11032,DA2_lPN,central,ALPN,uniglomerular,acetylcholine,1,left
11033,DA2_lPN_right,11033,DA2_lPN,central,ALPN,uniglomerular,acetylcholine,1,right
11034,DA3_adPN_left,11034,DA3_adPN,central,ALPN,uniglomerular,acetylcholine,1,left
11035,DA3_adPN_right,11035,DA3_adPN,central,ALPN,uniglomerular,acetylcholine,1,right
11036,DA4l_adPN_left,11036,DA4l_adPN,central,ALPN,uniglomerular,acetylcholine,1,left
11037,DA4l_adPN_right,11037,DA4l_adPN,central,ALPN,uniglomerular,acetylcholine,1,right
11038,DA4m_adPN_left,11038,DA4m_adPN,central,ALPN,uniglomerular,acetylcholine,1,left
11039,DA4m_adPN_right,11039,DA4m_adPN,central,ALPN,uniglomerular,acetylcholine,1,right
11040,DC1_adPN_left,11040,DC1_adPN,central,ALPN,uniglomerular,acetylcholine,1,left
11041,DC1_adPN_right,11041,DC1_adPN,central,ALPN,uniglomerular,acetylcholine,1,right
11042,DC2_adPN_left,11042,DC2_adPN,central,ALPN,uniglomerular,acetylcholine,1,left
11043,DC2_adPN_right,11043,DC2_adPN,central,ALPN,uniglomerular,acetylcholine,1,right
11044,DC3_adPN_left,11044,DC3_adPN,central,ALPN,uniglomerular,acetylcholine,1,left
11045,DC3_adPN_right,11045,DC3_adPN,central,ALPN,uniglomerular,acetylcholine,1,right
11046,DC4_adPN_left,11046,DC4_adPN,central,ALPN,uniglomerular,acetylcholine,1,left
11047,DC4_adPN_right,11047,DC4_adPN,central,ALPN,uniglomerular,acetylcholine,1,right
11048,DC4_vPN_left,11048,DC4_vPN,central,ALPN,uniglomerular,gaba,-1,left
11049,DC4_vPN_right,11049,DC4_vPN,central,ALPN,uniglomerular,gaba,-1,right
11050,DCH_left,11050,DCH,visual_centrifugal,,,gaba,-1,left
11051,DCH_right,11051,DCH,visual_centrifugal,,,gaba,-1,right
11052,DGI_left,11052,DGI,central,,,serotonin,1,left
11053,DGI_right,11053,DGI,central,,,serotonin,1,right
11054,DL1_adPN_left,11054,DL1_adPN,central,ALPN,uniglomerular,acetylcholine,1,left
11055,DL1_adPN_right,11055,DL1_adPN,central,ALPN,uniglomerular,acetylcholine,1,right
11056,DL2d_adPN_left,11056,DL2d_adPN,central,ALPN,uniglomerular,acetylcholine,1,left
11057,DL2d_adPN_right,11057,DL2d_adPN,central,ALPN,uniglomerular,acetylcholine,1,right
11058,DL2d_vPN_left,11058,DL2d_vPN,central,ALPN,uniglomerular,gaba,-1,left
11059,DL2d_vPN_right,11059,DL2d_vPN,central,ALPN,uniglomerular,gaba,-1,right
11060,DL2v_adPN_left,11060,DL2v_adPN,central,ALPN,uniglomerular,acetylcholine,1,left
11061,DL2v_adPN_right,11061,DL2v_adPN,central,ALPN,uniglomerular,acetylcholine,1,right
11062,DL3_lPN_left,11062,DL3_lPN,central,ALPN,uniglomerular,acetylcholine,1,left
11063,DL3_lPN_right,11063,DL3_lPN,central,ALPN,uniglomerular,acetylcholine,1,right
11064,DL4_adPN_left,11064,DL4_adPN,central,ALPN,uniglomerular,acetylcholine,1,left
11065,DL4_adPN_right,11065,DL4_adPN,central,ALPN,uniglomerular,acetylcholine,1,right
11066,DL5_adPN_left,11066,DL5_adPN,central,ALPN,uniglomerular,acetylcholine,1,left
11067,DL5_adPN_right,11067,DL5_adPN,central,ALPN,uniglomerular,acetylcholine,1,right
11068,DM1_lPN_left,11068,DM1_lPN,central,ALPN,uniglomerular,acetylcholine,1,left
11069,DM1_lPN_right,11069,DM1_lPN,central,ALPN,uniglomerular,acetylcholine,1,right
11070,DM2_lPN_left,11070,DM2_lPN,central,ALPN,uniglomerular,acetylcholine,1,left
11071,DM2_lPN_right,11071,DM2_lPN,central,ALPN,uniglomerular,acetylcholine,1,right
11072,DM3_adPN_left,11072,DM3_adPN,central,ALPN,uniglomerular,acetylcholine,1,left
11073,DM3_adPN_right,11073,DM3_adPN,central,ALPN,uniglomerular,acetylcholine,1,right
11074,DM4_adPN_left,11074,DM4_adPN,central,ALPN,uniglomerular,acetylcholine,1,left
11075,DM4_adPN_right,11075,DM4_adPN,central,ALPN,uniglomerular,acetylcholine,1,right
11076,DM4_vPN_left,11076,DM4_vPN,central,ALPN,uniglomerular,gaba,-1,left
11077,DM4_vPN_right,11077,DM4_vPN,central,ALPN,uniglomerular,gaba,-1,right
11078,DM5_lPN_left,11078,DM5_lPN,central,ALPN,uniglomerular,acetylcholine,1,left
11079,DM5_lPN_right,11079,DM5_lPN,central,ALPN,uniglomerular,acetylcholine,1,right
11080,DM6_adPN_left,11080,DM6_adPN,central,ALPN,uniglomerular,acetylcholine,1,left
11081,DM6_adPN_right,11081,DM6_adPN,central,ALPN,uniglomerular,acetylcholine,1,right
11082,DN1-l_left,11082,DN1-l,central,,,glutamate,-1,left
11083,DN1-l_right,11083,DN1-l,central,,,glutamate,-1,right
11084,DN1a_left,11084,DN1a,central,,,glutamate,-1,left
11085,DN1a_right,11085,DN1a,central,,,glutamate,-1,right
11086,DN1pA_left,11086,DN1pA,central,,,glutamate,-1,left
11087,DN1pA_right,11087,DN1pA,central,,,glutamate,-1,right
11088,DN1pB_left,11088,DN1pB,central,,,glutamate,-1,left
11089,DN1pB_right,11089,DN1pB,central,,,glutamate,-1,right
11090,DNES1_left,11090,DNES1,endocrine,pars_lateralis,,acetylcholine,1,left
11091,DNES1_right,11091,DNES1,endocrine,pars_lateralis,,acetylcholine,1,right
11092,DNES2_left,11092,DNES2,endocrine,pars_lateralis,,acetylcholine,1,left
11093,DNES2_right,11093,DNES2,endocrine,pars_lateralis,,acetylcholine,1,right
11094,DNES3_left,11094,DNES3,endocrine,pars_lateralis,,glutamate,-1,left
11095,DNES3_right,11095,DNES3,endocrine,pars_lateralis,,glutamate,-1,right
11096,DNa01_left,11096,DNa01,descending,,,acetylcholine,1,left
11097,DNa01_right,11097,DNa01,descending,,,acetylcholine,1,right
11098,DNa02_left,11098,DNa02,descending,,,acetylcholine,1,left
11099,DNa02_right,11099,DNa02,descending,,,acetylcholine,1,right
11100,DNa03_left,11100,DNa03,descending,,,acetylcholine,1,left
11101,DNa03_right,11101,DNa03,descending,,,acetylcholine,1,right
11102,DNa04_left,11102,DNa04,descending,,,acetylcholine,1,left
11103,DNa04_right,11103,DNa04,descending,,,acetylcholine,1,right
11104,DNa05_left,11104,DNa05,descending,,,acetylcholine,1,left
11105,DNa05_right,11105,DNa05,descending,,,acetylcholine,1,right
11106,DNa06_left,11106,DNa06,descending,,,acetylcholine,1,left
11107,DNa06_right,11107,DNa06,descending,,,acetylcholine,1,right
11108,DNa07_left,11108,DNa07,descending,,,acetylcholine,1,left
11109,DNa07_right,11109,DNa07,descending,,,acetylcholine,1,right
11110,DNa08_left,11110,DNa08,descending,,,acetylcholine,1,left
11111,DNa08_right,11111,DNa08,descending,,,acetylcholine,1,right
11112,DNa09_left,11112,DNa09,descending,,,acetylcholine,1,left
11113,DNa09_right,11113,DNa09,descending,,,acetylcholine,1,right
11114,DNa10_left,11114,DNa10,descending,,,acetylcholine,1,left
11115,DNa10_right,11115,DNa10,descending,,,acetylcholine,1,right
