,cell_type_side,idx,cell_type,super_class,cell_class,cell_sub_class,nt,sign,side
11116,DNa11_left,11116,DNa11,descending,,,acetylcholine,1,left
11117,DNa11_right,11117,DNa11,descending,,,acetylcholine,1,right
11118,DNa12_left,11118,DNa12,descending,,,acetylcholine,1,left
11119,DNa12_right,11119,DNa12,descending,,,acetylcholine,1,right
11120,DNa13_a_left,11120,DNa13_a,descending,,,acetylcholine,1,left
11121,DNa13_a_right,11121,DNa13_a,descending,,,acetylcholine,1,right
11122,DNa13_b_left,11122,DNa13_b,descending,,,acetylcholine,1,left
11123,DNa13_b_right,11123,DNa13_b,descending,,,acetylcholine,1,right
11124,DNa14_left,11124,DNa14,descending,,,acetylcholine,1,left
11125,DNa14_right,11125,DNa14,descending,,,acetylcholine,1,right
11126,DNa15_left,11126,DNa15,descending,,,acetylcholine,1,left
11127,DNa15_right,11127,DNa15,descending,,,acetylcholine,1,right
11128,DNa16_left,11128,DNa16,descending,,,acetylcholine,1,left
11129,DNa16_right,11129,DNa16,descending,,,acetylcholine,1,right
11130,DNae001_left,11130,DNae001,descending,,,acetylcholine,1,left
11131,DNae001_right,11131,DNae001,descending,,,acetylcholine,1,right
11132,DNae002_left,11132,DNae002,descending,,,acetylcholine,1,left
11133,DNae002_right,11133,DNae002,descending,,,acetylcholine,1,right
11134,DNae003_left,11134,DNae003,descending,,,acetylcholine,1,left
11135,DNae003_right,11135,DNae003,descending,,,acetylcholine,1,right
11136,DNae004_left,11136,DNae004,descending,,,acetylcholine,1,left
11137,DNae004_right,11137,DNae004,descending,,,acetylcholine,1,right
11138,DNae005_left,11138,DNae005,descending,,,acetylcholine,1,left
11139,DNae005_right,11139,DNae005,descending,,,acetylcholine,1,right
11140,DNae006_left,11140,DNae006,descending,,,acetylcholine,1,left
11141,DNae006_right,11141,DNae006,descending,,,acetylcholine,1,right
11142,DNae007_left,11142,DNae007,descending,,,acetylcholine,1,left
11143,DNae007_right,11143,DNae007,descending,,,acetylcholine,1,right
11144,DNae008_left,11144,DNae008,descending,,,acetylcholine,1,left
11145,DNae008_right,11145,DNae008,descending,,,acetylcholine,1,right
11146,DNae009_left,11146,DNae009,descending,,,acetylcholine,1,left
11147,DNae009_right,11147,DNae009,descending,,,acetylcholine,1,right
11148,DNae010_left,11148,DNae010,descending,,,acetylcholine,1,left
11149,DNae010_right,11149,DNae010,descending,,,acetylcholine,1,right
11150,DNb01_left,11150,DNb01,descending,,,glutamate,-1,left
11151,DNb01_right,11151,DNb01,descending,,,glutamate,-1,right
11152,DNb02_left,11152,DNb02,descending,,,glutamate,-1,left
11153,DNb02_right,11153,DNb02,descending,,,glutamate,-1,right
11154,DNb03_left,11154,DNb03,descending,,,acetylcholine,1,left
11155,DNb03_right,11155,DNb03,descending,,,acetylcholine,1,right
11156,DNb04_left,11156,DNb04,descending,,,glutamate,-1,left
11157,DNb04_right,11157,DNb04,descending,,,glutamate,-1,right
11158,DNb05_left,11158,DNb05,descending,,,acetylcholine,1,left
11159,DNb05_right,11159,DNb05,descending,,,acetylcholine,1,right
11160,DNb06_left,11160,DNb06,descending,,,acetylcholine,1,left
11161,DNb06_right,11161,DNb06,descending,,,acetylcholine,1,right
11162,DNb07_left,11162,DNb07,descending,,,acetylcholine,1,left
11163,DNb07_right,11163,DNb07,descending,,,acetylcholine,1,right
11164,DNb08_a_left,11164,DNb08_a,descending,,,acetylcholine,1,left
11165,DNb08_a_right,11165,DNb08_a,descending,,,acetylcholine,1,right
11166,DNb08_b_left,11166,DNb08_b,descending,,,acetylcholine,1,left
11167,DNb08_b_right,11167,DNb08_b,descending,,,acetylcholine,1,right
11168,DNb09_left,11168,DNb09,descending,,,glutamate,-1,left
11169,DNb09_right,11169,DNb09,descending,,,glutamate,-1,right
11170,DNbe001_left,11170,DNbe001,descending,,,acetylcholine,1,left
11171,DNbe001_right,11171,DNbe001,descending,,,acetylcholine,1,right
11172,DNbe002_left,11172,DNbe002,descending,,,acetylcholine,1,left
11173,DNbe002_right,11173,DNbe002,descending,,,acetylcholine,1,right
11174,DNbe003_left,11174,DNbe003,descending,,,acetylcholine,1,left
11175,DNbe003_right,11175,DNbe003,descending,,,acetylcholine,1,right
11176,DNbe004_left,11176,DNbe004,descending,,,glutamate,-1,left
11177,DNbe004_right,11177,DNbe004,descending,,,glutamate,-1,right
11178,DNbe005_left,11178,DNbe005,descending,,,acetylcholine,1,left
11179,DNbe005_right,11179,DNbe005,descending,,,acetylcholine,1,right
11180,DNbe006_left,11180,DNbe006,descending,,,acetylcholine,1,left
11181,DNbe006_right,11181,DNbe006,descending,,,acetylcholine,1,right
11182,DNbe007_left,11182,DNbe007,descending,,,acetylcholine,1,left
11183,DNbe007_right,11183,DNbe007,descending,,,acetylcholine,1,right
11184,DNc01_left,11184,DNc01,descending,,,dopamine,1,left
11185,DNc01_right,11185,DNc01,descending,,,dopamine,1,right
11186,DNc02_left,11186,DNc02,descending,,,dopamine,1,left
11187,DNc02_right,11187,DNc02,descending,,,dopamine,1,right
11188,DNd01_left,11188,DNd01,central,,,glutamate,-1,left
11189,DNd01_right,11189,DNd01,central,,,glutamate,-1,right
11190,DNd02_left,11190,DNd02,descending,,,serotonin,1,left
11191,DNd02_right,11191,DNd02,descending,,,serotonin,1,right
11192,DNd03_left,11192,DNd03,descending,,,serotonin,1,left
11193,DNd03_right,11193,DNd03,descending,,,serotonin,1,right
11194,DNd04_left,11194,DNd04,descending,,,glutamate,-1,left
11195,DNd04_right,11195,DNd04,descending,,,glutamate,-1,right
11196,DNd05_left,11196,DNd05,descending,,,acetylcholine,1,left
11197,DNd05_right,11197,DNd05,descending,,,acetylcholine,1,right
11198,DNde001_left,11198,DNde001,descending,,,glutamate,-1,left
11199,DNde001_right,11199,DNde001,descending,,,glutamate,-1,right
11200,DNde002_left,11200,DNde002,descending,,,acetylcholine,1,left
11201,DNde002_right,11201,DNde002,descending,,,acetylcholine,1,right
11202,DNde003_left,11202,DNde003,descending,,,acetylcholine,1,left
11203,DNde003_right,11203,DNde003,descending,,,acetylcholine,1,right
11204,DNde004_left,11204,DNde004,descending,,,acetylcholine,1,left
11205,DNde004_right,11205,DNde004,descending,,,acetylcholine,1,right
11206,DNde005_left,11206,DNde005,descending,,,acetylcholine,1,left
11207,DNde005_right,11207,DNde005,descending,,,acetylcholine,1,right
11208,DNde006_left,11208,DNde006,descending,,,glutamate,-1,left
11209,DNde006_right,11209,DNde006,descending,,,glutamate,-1,right
11210,DNde007_left,11210,DNde007,descending,,,glutamate,-1,left
11211,DNde007_right,11211,DNde007,descending,,,glutamate,-1,right
11212,DNg01_a_left,11212,DNg01_a,descending,,,acetylcholine,1,left
11213,DNg01_a_right,11213,DNg01_a,descending,,,acetylcholine,1,right
11214,DNg01_b_left,11214,DNg01_b,descending,,,acetylcholine,1,left
11215,DNg01_b_right,11215,DNg01_b,descending,,,acetylcholine,1,right
11216,DNg02_a_left,11216,DNg02_a,descending,,,acetylcholine,1,left
11217,DNg02_a_right,11217,DNg02_a,descending,,,acetylcholine,1,right
11218,DNg02_b_left,11218,DNg02_b,descending,,,acetylcholine,1,left
11219,DNg02_b_right,11219,DNg02_b,descending,,,acetylcholine,1,right
11220,DNg02_c_left,11220,DNg02_c,descending,,,glutamate,-1,left
11221,DNg02_c_right,11221,DNg02_c,descending,,,glutamate,-1,right
11222,DNg02_d_left,11222,DNg02_d,descending,,,acetylcholine,1,left
11223,DNg02_d_right,11223,DNg02_d,descending,,,acetylcholine,1,right
11224,DNg02_e_left,11224,DNg02_e,descending,,,acetylcholine,1,left
11225,DNg02_e_right,11225,DNg02_e,descending,,,acetylcholine,1,right
11226,DNg02_f_left,11226,DNg02_f,descending,,,acetylcholine,1,left
11227,DNg02_f_right,11227,DNg02_f,descending,,,acetylcholine,1,right
11228,DNg02_g_left,11228,DNg02_g,descending,,,acetylcholine,1,left
11229,DNg02_g_right,11229,DNg02_g,descending,,,acetylcholine,1,right
11230,DNg03_left,11230,DNg03,descending,,,acetylcholine,1,left
11231,DNg03_right,11231,DNg03,descending,,,acetylcholine,1,right
11232,DNg04_left,11232,DNg04,descending,,,acetylcholine,1,left
11233,DNg04_right,11233,DNg04,descending,,,acetylcholine,1,right
11234,DNg05_a_left,11234,DNg05_a,descending,,,acetylcholine,1,left
11235,DNg05_a_right,11235,DNg05_a,descending,,,acetylcholine,1,right
11236,DNg05_b_left,11236,DNg05_b,descending,,,glutamate,-1,left
11237,DNg05_b_right,11237,DNg05_b,descending,,,glutamate,-1,right
11238,DNg06_a_left,11238,DNg06_a,descending,,,acetylcholine,1,left
11239,DNg06_a_right,11239,DNg06_a,descending,,,acetylcholine,1,right
11240,DNg06_b_left,11240,DNg06_b,descending,,,acetylcholine,1,left
11241,DNg06_b_right,11241,DNg06_b,descending,,,acetylcholine,1,right
11242,DNg06_c_left,11242,DNg06_c,descending,,,acetylcholine,1,left
11243,DNg06_c_right,11243,DNg06_c,descending,,,acetylcholine,1,right
11244,DNg07_left,11244,DNg07,descending,,,acetylcholine,1,left
11245,DNg07_right,11245,DNg07,descending,,,acetylcholine,1,right
11246,DNg08_a_left,11246,DNg08_a,descending,,,glutamate,-1,left
11247,DNg08_a_right,11247,DNg08_a,descending,,,glutamate,-1,right
11248,DNg08_b_left,11248,DNg08_b,descending,,,glutamate,-1,left
11249,DNg08_b_right,11249,DNg08_b,descending,,,glutamate,-1,right
11250,DNg09_left,11250,DNg09,descending,,,acetylcholine,1,left
11251,DNg09_right,11251,DNg09,descending,,,acetylcholine,1,right
11252,DNg100_left,11252,DNg100,descending,,,acetylcholine,1,left
11253,DNg100_right,11253,DNg100,descending,,,acetylcholine,1,right
11254,DNg101_left,11254,DNg101,descending,,,acetylcholine,1,left
11255,DNg101_right,11255,DNg101,descending,,,acetylcholine,1,right
11256,DNg102_a_left,11256,DNg102_a,descending,,,gaba,-1,left
11257,DNg102_a_right,11257,DNg102_a,descending,,,gaba,-1,right
11258,DNg102_b_left,11258,DNg102_b,descending,,,gaba,-1,left
11259,DNg102_b_right,11259,DNg102_b,descending,,,gaba,-1,right
11260,DNg103_left,11260,DNg103,descending,,,gaba,-1,left
11261,DNg103_right,11261,DNg103,descending,,,gaba,-1,right
11262,DNg104_left,11262,DNg104,descending,,,octopamine,1,left
11263,DNg104_right,11263,DNg104,descending,,,octopamine,1,right
11264,DNg105_left,11264,DNg105,descending,,,acetylcholine,1,left
11265,DNg105_right,11265,DNg105,descending,,,acetylcholine,1,right
11266,DNg106_left,11266,DNg106,descending,,,glutamate,-1,left
11267,DNg106_right,11267,DNg106,descending,,,glutamate,-1,right
11268,DNg107_left,11268,DNg107,descending,,,acetylcholine,1,left
11269,DNg107_right,11269,DNg107,descending,,,acetylcholine,1,right
11270,DNg108_left,11270,DNg108,descending,,,gaba,-1,left
11271,DNg108_right,11271,DNg108,descending,,,gaba,-1,right
11272,DNg109_left,11272,DNg109,descending,,,acetylcholine,1,left
11273,DNg109_right,11273,DNg109,descending,,,acetylcholine,1,right
11274,DNg10_left,11274,DNg10,descending,,,glutamate,-1,left
11275,DNg10_right,11275,DNg10,descending,,,glutamate,-1,right
11276,DNg110_a_left,11276,DNg110_a,descending,,,acetylcholine,1,left
11277,DNg110_a_right,11277,DNg110_a,descending,,,acetylcholine,1,right
11278,DNg110_b_left,11278,DNg110_b,descending,,,acetylcholine,1,left
11279,DNg110_b_right,11279,DNg110_b,descending,,,acetylcholine,1,right
11280,DNg110_c_left,11280,DNg110_c,descending,,,acetylcholine,1,left
11281,DNg110_c_right,11281,DNg110_c,descending,,,acetylcholine,1,right
11282,DNg111_left,11282,DNg111,descending,,,glutamate,-1,left
11283,DNg111_right,11283,DNg111,descending,,,glutamate,-1,right
11284,DNg11_left,11284,DNg11,descending,,,gaba,-1,left
11285,DNg11_right,11285,DNg11,descending,,,gaba,-1,right
11286,DNg12_a_left,11286,DNg12_a,descending,,,acetylcholine,1,left
11287,DNg12_a_right,11287,DNg12_a,descending,,,acetylcholine,1,right
11288,DNg12_b_left,11288,DNg12_b,descending,,,acetylcholine,1,left
11289,DNg12_b_right,11289,DNg12_b,descending,,,acetylcholine,1,right
11290,DNg12_c_left,11290,DNg12_c,descending,,,acetylcholine,1,left
11291,DNg12_c_right,11291,DNg12_c,descending,,,acetylcholine,1,right
11292,DNg12_d_left,11292,DNg12_d,descending,,,acetylcholine,1,left
11293,DNg12_d_right,11293,DNg12_d,descending,,,acetylcholine,1,right
11294,DNg12_e_left,11294,DNg12_e,descending,,,acetylcholine,1,left
11295,DNg12_e_right,11295,DNg12_e,descending,,,acetylcholine,1,right
11296,DNg13_left,11296,DNg13,descending,,,acetylcholine,1,left
11297,DNg13_right,11297,DNg13,descending,,,acetylcholine,1,right
11298,DNg14_left,11298,DNg14,descending,,,acetylcholine,1,left
11299,DNg14_right,11299,DNg14,descending,,,acetylcholine,1,right
11300,DNg15_left,11300,DNg15,descending,,,acetylcholine,1,left
11301,DNg15_right,11301,DNg15,descending,,,acetylcholine,1,right
11302,DNg16_left,11302,DNg16,descending,,,acetylcholine,1,left
11303,DNg16_right,11303,DNg16,descending,,,acetylcholine,1,right
11304,DNg17_left,11304,DNg17,descending,,,acetylcholine,1,left
11305,DNg17_right,11305,DNg17,descending,,,acetylcholine,1,right
11306,DNg18_a_left,11306,DNg18_a,descending,,,glutamate,-1,left
11307,DNg18_a_right,11307,DNg18_a,descending,,,glutamate,-1,right
11308,DNg18_b_left,11308,DNg18_b,descending,,,glutamate,-1,left
11309,DNg18_b_right,11309,DNg18_b,descending,,,glutamate,-1,right
11310,DNg19_left,11310,DNg19,descending,,,acetylcholine,1,left
11311,DNg19_right,11311,DNg19,descending,,,acetylcholine,1,right
11312,DNg20_left,11312,DNg20,descending,,,gaba,-1,left
11313,DNg20_right,11313,DNg20,descending,,,gaba,-1,right
11314,DNg21_left,11314,DNg21,descending,,,acetylcholine,1,left
11315,DNg21_right,11315,DNg21,descending,,,acetylcholine,1,right
11316,DNg22_left,11316,DNg22,descending,,,serotonin,1,left
11317,DNg22_right,11317,DNg22,descending,,,serotonin,1,right
11318,DNg23_left,11318,DNg23,descending,,,gaba,-1,left
11319,DNg23_right,11319,DNg23,descending,,,gaba,-1,right
11320,DNg24_left,11320,DNg24,descending,,,gaba,-1,left
11321,DNg24_right,11321,DNg24,descending,,,gaba,-1,right
11322,DNg26_left,11322,DNg26,descending,,,serotonin,1,left
11323,DNg26_right,11323,DNg26,descending,,,serotonin,1,right
11324,DNg27_left,11324,DNg27,descending,,,glutamate,-1,left
11325,DNg27_right,11325,DNg27,descending,,,glutamate,-1,right
11326,DNg28_left,11326,DNg28,descending,,,gaba,-1,left
11327,DNg28_right,11327,DNg28,descending,,,gaba,-1,right
11328,DNg29_left,11328,DNg29,descending,,,acetylcholine,1,left
11329,DNg29_right,11329,DNg29,descending,,,acetylcholine,1,right
11330,DNg30_left,11330,DNg30,descending,,,serotonin,1,left
11331,DNg30_right,11331,DNg30,descending,,,serotonin,1,right
11332,DNg31_left,11332,DNg31,descending,,,acetylcholine,1,left
11333,DNg31_right,11333,DNg31,descending,,,acetylcholine,1,right
11334,DNg32_left,11334,DNg32,descending,,,acetylcholine,1,left
11335,DNg32_right,11335,DNg32,descending,,,acetylcholine,1,right
11336,DNg33_left,11336,DNg33,descending,,,acetylcholine,1,left
11337,DNg33_right,11337,DNg33,descending,,,acetylcholine,1,right
11338,DNg34_left,11338,DNg34,descending,,,octopamine,1,left
11339,DNg34_right,11339,DNg34,descending,,,octopamine,1,right
11340,DNg35_left,11340,DNg35,descending,,,acetylcholine,1,left
11341,DNg35_right,11341,DNg35,descending,,,acetylcholine,1,right
11342,DNg36_a_left,11342,DNg36_a,descending,,,acetylcholine,1,left
11343,DNg36_a_right,11343,DNg36_a,descending,,,acetylcholine,1,right
11344,DNg36_b_left,11344,DNg36_b,descending,,,acetylcholine,1,left
11345,DNg36_b_right,11345,DNg36_b,descending,,,acetylcholine,1,right
11346,DNg37_left,11346,DNg37,descending,,,acetylcholine,1,left
11347,DNg37_right,11347,DNg37,descending,,,acetylcholine,1,right
11348,DNg38_left,11348,DNg38,descending,,,gaba,-1,left
11349,DNg38_right,11349,DNg38,descending,,,gaba,-1,right
11350,DNg39_left,11350,DNg39,descending,,,acetylcholine,1,left
11351,DNg39_right,11351,DNg39,descending,,,acetylcholine,1,right
11352,DNg40_left,11352,DNg40,descending,,,glutamate,-1,left
11353,DNg40_right,11353,DNg40,descending,,,glutamate,-1,right
11354,DNg41_left,11354,DNg41,descending,,,acetylcholine,1,left
11355,DNg41_right,11355,DNg41,descending,,,acetylcholine,1,right
11356,DNg42_left,11356,DNg42,descending,,,glutamate,-1,left
11357,DNg42_right,11357,DNg42,descending,,,glutamate,-1,right
11358,DNg43_left,11358,DNg43,descending,,,acetylcholine,1,left
11359,DNg43_right,11359,DNg43,descending,,,acetylcholine,1,right
11360,DNg44_left,11360,DNg44,descending,,,glutamate,-1,left
11361,DNg44_right,11361,DNg44,descending,,,glutamate,-1,right
11362,DNg45_left,11362,DNg45,descending,,,acetylcholine,1,left
11363,DNg45_right,11363,DNg45,descending,,,acetylcholine,1,right
11364,DNg46_left,11364,DNg46,descending,,,glutamate,-1,left
11365,DNg46_right,11365,DNg46,descending,,,glutamate,-1,right
11366,DNg47_left,11366,DNg47,descending,,,acetylcholine,1,left
11367,DNg47_right,11367,DNg47,descending,,,acetylcholine,1,right
11368,DNg48_left,11368,DNg48,descending,,,acetylcholine,1,left
11369,DNg48_right,11369,DNg48,descending,,,acetylcholine,1,right
11370,DNg49_left,11370,DNg49,descending,,,acetylcholine,1,left
11371,DNg49_right,11371,DNg49,descending,,,acetylcholine,1,right
11372,DNg50_left,11372,DNg50,descending,,,acetylcholine,1,left
11373,DNg50_right,11373,DNg50,descending,,,acetylcholine,1,right
11374,DNg51_left,11374,DNg51,descending,,,acetylcholine,1,left
11375,DNg51_right,11375,DNg51,descending,,,acetylcholine,1,right
11376,DNg52_a_left,11376,DNg52_a,descending,,,gaba,-1,left
11377,DNg52_a_right,11377,DNg52_a,descending,,,gaba,-1,right
11378,DNg52_b_left,11378,DNg52_b,descending,,,gaba,-1,left
11379,DNg52_b_right,11379,DNg52_b,descending,,,gaba,-1,right
11380,DNg53_left,11380,DNg53,descending,,,acetylcholine,1,left
11381,DNg53_right,11381,DNg53,descending,,,acetylcholine,1,right
11382,DNg54_left,11382,DNg54,descending,,,acetylcholine,1,left
11383,DNg54_right,11383,DNg54,descending,,,acetylcholine,1,right
11384,DNg55_center,11384,DNg55,descending,,,gaba,-1,center
11385,DNg56_left,11385,DNg56,descending,,,gaba,-1,left
11386,DNg56_right,11386,DNg56,descending,,,gaba,-1,right
11387,DNg57_left,11387,DNg57,descending,,,acetylcholine,1,left
11388,DNg57_right,11388,DNg57,descending,,,acetylcholine,1,right
11389,DNg58_left,11389,DNg58,descending,,,acetylcholine,1,left
11390,DNg58_right,11390,DNg58,descending,,,acetylcholine,1,right
11391,DNg59_left,11391,DNg59,descending,,,gaba,-1,left
11392,DNg59_right,11392,DNg59,descending,,,gaba,-1,right
11393,DNg60_left,11393,DNg60,descending,,,gaba,-1,left
11394,DNg60_right,11394,DNg60,descending,,,gaba,-1,right
11395,DNg61_left,11395,DNg61,descending,,,acetylcholine,1,left
11396,DNg61_right,11396,DNg61,descending,,,acetylcholine,1,right
11397,DNg62_left,11397,DNg62,descending,,,acetylcholine,1,left
11398,DNg62_right,11398,DNg62,descending,,,acetylcholine,1,right
11399,DNg63_left,11399,DNg63,descending,,,acetylcholine,1,left
11400,DNg63_right,11400,DNg63,descending,,,acetylcholine,1,right
11401,DNg64_left,11401,DNg64,descending,,,gaba,-1,left
11402,DNg64_right,11402,DNg64,descending,,,gaba,-1,right
11403,DNg65_left,11403,DNg65,descending,,,serotonin,1,left
11404,DNg65_right,11404,DNg65,descending,,,serotonin,1,right
11405,DNg66_center,11405,DNg66,descending,,,acetylcholine,1,center
11406,DNg67_left,11406,DNg67,descending,,,acetylcholine,1,left
11407,DNg67_right,11407,DNg67,descending,,,acetylcholine,1,right
11408,DNg68_left,11408,DNg68,descending,,,acetylcholine,1,left
11409,DNg68_right,11409,DNg68,descending,,,acetylcholine,1,right
11410,DNg69_left,11410,DNg69,descending,,,gaba,-1,left
11411,DNg69_right,11411,DNg69,descending,,,gaba,-1,right
11412,DNg70_left,11412,DNg70,descending,,,gaba,-1,left
11413,DNg70_right,11413,DNg70,descending,,,gaba,-1,right
11414,DNg71_left,11414,DNg71,descending,,,glutamate,-1,left
11415,DNg71_right,11415,DNg71,descending,,,glutamate,-1,right
