idx,hitting_time,bodyId,cell_type,side,coords,nt,sign,cell_type_side
27344,1.0,88765,Tm2,right,"-15,41",acetylcholine,1,Tm2_right
27345,1.5221697732712598,88766,MeLo2,right,,acetylcholine,1,MeLo2_right
27346,1.8936590090810863,88768,TmY18,right,,acetylcholine,1,TmY18_right
27347,1.924897315221664,88769,Tm6,right,,acetylcholine,1,Tm6_right
27348,1.0048940893941545,88770,Tm4,right,"-3,65",acetylcholine,1,Tm4_right
27349,2.000053490092628,88777,T5d,right,,acetylcholine,1,T5d_right
27350,1.0,88778,L4,right,,acetylcholine,1,L4_right
27351,2.0007222297287828,88781,T2a,right,,acetylcholine,1,T2a_right
27352,1.9743547800062693,88790,T2a,right,,acetylcholine,1,T2a_right
27353,2.2454283443686025,88791,TmY4,right,,acetylcholine,1,TmY4_right
27354,1.578045646872667,88798,Dm8b,right,,glutamate,-1,Dm8b_right
27355,1.88674547802271,88809,Tm5Y,right,,acetylcholine,1,Tm5Y_right
27356,1.0,88811,Tm9,right,"-10,24",acetylcholine,1,Tm9_right
27357,1.0399312992691705,88812,Tm3,right,,acetylcholine,1,Tm3_right
27358,2.0,88815,T4d,right,,acetylcholine,1,T4d_right
27359,2.0,88816,T4c,right,,acetylcholine,1,T4c_right
27360,2.5299281680136856,88820,MeTu4f,right,,acetylcholine,1,MeTu4f_right
27361,2.0621955147011963,88821,Tm33,right,,acetylcholine,1,Tm33_right
27362,2.0067012930804022,88825,T4b,right,,acetylcholine,1,T4b_right
27363,2.0074502727179238,88826,T2a,right,,acetylcholine,1,T2a_right
27364,1.974328427596291,88828,Mi14,right,,glutamate,-1,Mi14_right
27365,1.0161267485891816,88829,Dm8a,right,,glutamate,-1,Dm8a_right
27366,1.0,88832,C2,right,"-11,17",gaba,-1,C2_right
27367,2.62144781421168,88833,LoVP13,right,,glutamate,-1,LoVP13_right
27368,1.0,88835,C2,right,"2,36",gaba,-1,C2_right
27369,1.0022559520602037,88836,Tm5c,right,,glutamate,-1,Tm5c_right
27370,2.006891412692513,88837,Tm12,right,,acetylcholine,1,Tm12_right
27371,2.02444678627352,88838,Mi13,right,,glutamate,-1,Mi13_right
27372,2.0,88840,T4a,right,,acetylcholine,1,T4a_right
27373,1.9941497805215465,88848,T2,right,,acetylcholine,1,T2_right
27374,1.0,88850,Tm9,right,"-11,31",acetylcholine,1,Tm9_right
27375,2.60145749233064,88852,LC20b,right,,glutamate,-1,LC20b_right
27376,1.977910038570334,88853,Tm12,right,,acetylcholine,1,Tm12_right
27377,1.2031288886009248,88854,L4,right,,acetylcholine,1,L4_right
27378,2.0016275172336653,88855,T2a,right,,acetylcholine,1,T2a_right
27379,1.0,88856,Tm2,right,"4,70",acetylcholine,1,Tm2_right
27380,1.0,88858,R1-R6,right,,histamine,1,R1-R6_right
27381,1.3868007260135409,88859,Mi13,right,,glutamate,-1,Mi13_right
27382,1.6210415190387455,88862,Tm5b,right,,acetylcholine,1,Tm5b_right
27383,1.0,88867,L5,right,"0,34",acetylcholine,1,L5_right
27384,1.945776665411599,88868,Tm5a,right,,acetylcholine,1,Tm5a_right
27385,1.0076019353422043,88870,Tm3,right,,acetylcholine,1,Tm3_right
27386,2.084101272725229,88879,Li22,right,,glutamate,-1,Li22_right
27387,1.0,88880,Tm9,right,"8,44",acetylcholine,1,Tm9_right
27388,2.1030006931201357,88882,Tm34,right,,glutamate,-1,Tm34_right
27389,1.0135730944832364,88883,Tm5c,right,,glutamate,-1,Tm5c_right
27390,2.000396119442443,88885,T4b,right,,acetylcholine,1,T4b_right
27391,2.000597105298003,88888,T5b,right,,acetylcholine,1,T5b_right
27392,1.8532794272497248,88889,Tm5Y,right,,acetylcholine,1,Tm5Y_right
27393,2.001670288149085,88895,T2a,right,,acetylcholine,1,T2a_right
27394,2.000356830757646,88898,T4a,right,,acetylcholine,1,T4a_right
27395,1.0,88907,Tm9,right,"-5,21",acetylcholine,1,Tm9_right
27396,1.015567063934956,88908,Tm3,right,,acetylcholine,1,Tm3_right
27397,0.0,88914,L3,right,"-6,50",acetylcholine,1,L3_right
27398,1.0,88915,Tm9,right,"-8,38",acetylcholine,1,Tm9_right
27399,1.6575004410684882,88916,Mi13,right,,glutamate,-1,Mi13_right
27400,1.7998410776267435,88918,TmY9a,right,,acetylcholine,1,TmY9a_right
27401,1.0189800324266058,88919,Tm5c,right,,glutamate,-1,Tm5c_right
27402,1.9604056426335077,88920,T2a,right,,acetylcholine,1,T2a_right
27403,2.090294515833252,88921,Tm33,right,,acetylcholine,1,Tm33_right
27404,2.0018227663466406,88922,T4c,right,,acetylcholine,1,T4c_right
27405,2.0422596184885857,88925,Cm5,right,,gaba,-1,Cm5_right
27406,1.0,88928,L4,right,,acetylcholine,1,L4_right
27407,1.0,88930,Tm9,right,"-5,23",acetylcholine,1,Tm9_right
27408,1.871262648871671,88931,Tm12,right,,acetylcholine,1,Tm12_right
27409,1.2847456779164093,88932,L4,right,,acetylcholine,1,L4_right
27410,2.0007084514148548,88933,T4a,right,,acetylcholine,1,T4a_right
27411,1.0,88934,Tm9,right,"3,37",acetylcholine,1,Tm9_right
27412,1.0,88935,Tm20,right,"-10,16",acetylcholine,1,Tm20_right
27413,1.9802486101031032,88949,Tm12,right,,acetylcholine,1,Tm12_right
27414,1.97367120886746,88950,TmY9b,right,,acetylcholine,1,TmY9b_right
27415,1.0498166764760353,88951,Tm3,right,,acetylcholine,1,Tm3_right
27416,1.0,88952,Tm1,right,"-15,27",acetylcholine,1,Tm1_right
27417,1.1388112534558958,88956,Tm3,right,,acetylcholine,1,Tm3_right
27418,1.0072755331023668,88958,Dm8b,right,,glutamate,-1,Dm8b_right
27419,1.0,88959,Tm9,right,"2,26",acetylcholine,1,Tm9_right
27420,2.420535467233912,88965,Y14,right,,glutamate,-1,Y14_right
27421,1.97306392034739,88966,Tm5Y,right,,acetylcholine,1,Tm5Y_right
27422,2.0053776480230123,88969,Tm6,right,,acetylcholine,1,Tm6_right
27423,2.030044479959653,88971,TmY9b,right,,acetylcholine,1,TmY9b_right
27424,1.0,88976,Mi9,right,"-7,55",glutamate,-1,Mi9_right
27425,2.481529584446432,88977,Cm15,right,,gaba,-1,Cm15_right
27426,1.9415954622398623,88979,Tm5Y,right,,acetylcholine,1,Tm5Y_right
27427,2.269189076860975,88982,LC10b,right,,acetylcholine,1,LC10b_right
27428,1.0,88983,Tm20,right,"-5,25",acetylcholine,1,Tm20_right
27429,1.0,88985,C3,right,"-6,64",gaba,-1,C3_right
27430,2.0348481881638465,88986,T2a,right,,acetylcholine,1,T2a_right
27431,1.032565110212713,88987,Tm3,right,,acetylcholine,1,Tm3_right
27432,2.0741964480155914,88988,Li22,right,,glutamate,-1,Li22_right
27433,1.048496785777299,88990,Tm4,right,"11,51",acetylcholine,1,Tm4_right
27434,2.0,88992,T4c,right,,acetylcholine,1,T4c_right
27435,1.7650001294707676,88993,Tm5b,right,,acetylcholine,1,Tm5b_right
27436,1.0000714296196964,88996,Dm15,right,,glutamate,-1,Dm15_right
27437,2.4104010480892866,88997,MeLo5,right,,acetylcholine,1,MeLo5_right
27438,2.0341368704789,88998,Tm29,right,,glutamate,-1,Tm29_right
27439,2.5371507481693905,89001,Tm34,right,,glutamate,-1,Tm34_right
27440,2.00003558331402,89005,T5a,right,,acetylcholine,1,T5a_right
27441,1.8904109559953213,89006,Tm29,right,,glutamate,-1,Tm29_right
27442,2.010914409776804,89007,Tm12,right,,acetylcholine,1,Tm12_right
27443,1.0,89009,Dm15,right,,glutamate,-1,Dm15_right
27444,1.0,89011,Tm20,right,"-7,23",acetylcholine,1,Tm20_right
27445,1.1174866608847327,89012,Dm8a,right,,glutamate,-1,Dm8a_right
27446,2.0022261080327373,89014,Tm6,right,,acetylcholine,1,Tm6_right
27447,2.0010431255268184,89016,T5b,right,,acetylcholine,1,T5b_right
27448,1.0,89018,L5,right,"-3,39",acetylcholine,1,L5_right
27449,2.0,89020,T4a,right,,acetylcholine,1,T4a_right
27450,1.0,89023,Tm9,right,"-10,26",acetylcholine,1,Tm9_right
27451,2.0,89025,T4a,right,,acetylcholine,1,T4a_right
27452,1.9551577253849088,89027,T2,right,,acetylcholine,1,T2_right
27453,2.000877471492712,89032,T4b,right,,acetylcholine,1,T4b_right
27454,1.0,89035,L4,right,,acetylcholine,1,L4_right
27455,1.311481488155546,89044,Mi9,right,"-11,47",glutamate,-1,Mi9_right
27456,1.9694402280249648,89047,T2,right,,acetylcholine,1,T2_right
27457,1.0,89049,Tm1,right,"-13,19",acetylcholine,1,Tm1_right
27458,1.0099922594756805,89052,L4,right,,acetylcholine,1,L4_right
27459,1.0,89053,Tm20,right,"1,37",acetylcholine,1,Tm20_right
27460,1.0,89058,C2,right,"-6,34",gaba,-1,C2_right
27461,1.0,89059,Tm9,right,"-12,22",acetylcholine,1,Tm9_right
27462,2.0658731827201136,89061,Mi13,right,,glutamate,-1,Mi13_right
27463,1.0,89062,Tm9,right,"-4,22",acetylcholine,1,Tm9_right
27464,2.007219409541746,89064,T2a,right,,acetylcholine,1,T2a_right
27465,1.003413356929861,89070,L4,right,,acetylcholine,1,L4_right
27466,2.0020674742234585,89073,T2a,right,,acetylcholine,1,T2a_right
27467,2.103725749972219,89076,Tm33,right,,acetylcholine,1,Tm33_right
27468,1.917356969760827,89077,Mi4,right,"8,16",gaba,-1,Mi4_right
27469,2.0009223027031617,89078,T5b,right,,acetylcholine,1,T5b_right
27470,2.0266579358786925,89080,TmY5a,right,,glutamate,-1,TmY5a_right
27471,1.0,89081,C2,right,"9,27",gaba,-1,C2_right
27472,1.1024245920877371,89086,Dm11,right,,glutamate,-1,Dm11_right
27473,1.0,89087,Tm20,right,"13,35",acetylcholine,1,Tm20_right
27474,1.8966965363753312,89090,Tm12,right,,acetylcholine,1,Tm12_right
27475,2.0,89092,T4c,right,,acetylcholine,1,T4c_right
27476,1.8269544397853328,89093,Tm5Y,right,,acetylcholine,1,Tm5Y_right
27477,1.4229776097067035,89095,Mi13,right,,glutamate,-1,Mi13_right
27478,2.003892696859052,89096,Tm6,right,,acetylcholine,1,Tm6_right
27479,2.0,89099,T4a,right,,acetylcholine,1,T4a_right
27480,0.0,89100,R7d,right,,histamine,1,R7d_right
27481,2.0,89102,T4d,right,,acetylcholine,1,T4d_right
27482,1.0012331397240044,89108,Tm5c,right,,glutamate,-1,Tm5c_right
27483,1.0526602847390776,89110,Tm3,right,,acetylcholine,1,Tm3_right
27484,1.863803727112033,89111,Dm10,right,,gaba,-1,Dm10_right
27485,0.0,89114,L3,right,"-5,47",acetylcholine,1,L3_right
27486,2.0676650228221,89121,Cm3,right,,gaba,-1,Cm3_right
27487,2.0053775735973725,89122,T2,right,,acetylcholine,1,T2_right
27488,1.049586971024373,89123,L4,right,,acetylcholine,1,L4_right
27489,1.0,89124,C2,right,"10,60",gaba,-1,C2_right
27490,2.000724923096304,89125,T5b,right,,acetylcholine,1,T5b_right
27491,0.0,89130,L3,right,"-4,30",acetylcholine,1,L3_right
27492,2.115354258905924,89131,MeLo4,right,,acetylcholine,1,MeLo4_right
27493,2.004649989582176,89133,T2a,right,,acetylcholine,1,T2a_right
27494,2.000184728763084,89136,T5a,right,,acetylcholine,1,T5a_right
27495,1.0,89138,Tm9,right,"-9,25",acetylcholine,1,Tm9_right
27496,2.0003071843248392,89139,T4c,right,,acetylcholine,1,T4c_right
27497,0.0,89140,L3,right,"-5,43",acetylcholine,1,L3_right
27498,2.0,89142,T4b,right,,acetylcholine,1,T4b_right
27499,1.0,89143,C2,right,"3,19",gaba,-1,C2_right
27500,0.0,89146,L3,right,"-11,47",acetylcholine,1,L3_right
27501,1.0,89147,Tm9,right,"12,38",acetylcholine,1,Tm9_right
27502,1.2718437814574826,89152,TmY10,right,,acetylcholine,1,TmY10_right
27503,2.0072214369224746,89156,Mi16,right,,gaba,-1,Mi16_right
27504,1.0069071369149882,89163,Tm5c,right,,glutamate,-1,Tm5c_right
27505,1.0771983534316187,89165,Tm3,right,,acetylcholine,1,Tm3_right
27506,1.0,89167,Tm9,right,"-10,36",acetylcholine,1,Tm9_right
27507,1.0,89168,C2,right,"13,55",gaba,-1,C2_right
27508,2.951065219336562,89176,TmY20,right,,acetylcholine,1,TmY20_right
27509,1.0,89177,Tm9,right,"-4,24",acetylcholine,1,Tm9_right
27510,1.0,89179,Tm2,right,"-1,51",acetylcholine,1,Tm2_right
27511,1.0797074648854312,89180,L4,right,,acetylcholine,1,L4_right
27512,1.0235264276503575,89182,Tm3,right,,acetylcholine,1,Tm3_right
27513,1.0003060189440576,89185,Dm15,right,,glutamate,-1,Dm15_right
27514,2.0,89188,T4a,right,,acetylcholine,1,T4a_right
27515,1.0,89190,Tm2,right,"17,51",acetylcholine,1,Tm2_right
27516,1.8638371431588645,89192,TmY9b,right,,acetylcholine,1,TmY9b_right
27517,0.0,89197,L3,right,"11,51",acetylcholine,1,L3_right
27518,0.0,89198,L3,right,"9,63",acetylcholine,1,L3_right
27519,2.0125246923449773,89199,T2a,right,,acetylcholine,1,T2a_right
27520,2.0001836806296955,89200,T4a,right,,acetylcholine,1,T4a_right
27521,2.4275344423215586,89205,Tm34,right,,glutamate,-1,Tm34_right
27522,1.0,89206,Dm15,right,,glutamate,-1,Dm15_right
27523,2.959826457932728,89214,LPi2e,right,,glutamate,-1,LPi2e_right
27524,2.0,89223,T4d,right,,acetylcholine,1,T4d_right
27525,1.0,89224,Tm2,right,"-1,49",acetylcholine,1,Tm2_right
27526,2.004532028235358,89225,T2a,right,,acetylcholine,1,T2a_right
27527,1.9348997521932676,89227,Dm8b,right,,glutamate,-1,Dm8b_right
27528,1.0,89231,L4,right,,acetylcholine,1,L4_right
27529,1.854154967412316,89233,Dm10,right,,gaba,-1,Dm10_right
27530,1.9215651446935509,89235,Mi4,right,"-5,51",gaba,-1,Mi4_right
27531,1.0,89236,C2,right,"-6,40",gaba,-1,C2_right
27532,1.1117303733358042,89240,Tm3,right,,acetylcholine,1,Tm3_right
27533,2.00025077277988,89244,T5d,right,,acetylcholine,1,T5d_right
27534,2.0076170246691767,89248,T2,right,,acetylcholine,1,T2_right
27535,1.0,89249,Tm20,right,"4,36",acetylcholine,1,Tm20_right
27536,1.0,89251,Tm9,right,"-8,18",acetylcholine,1,Tm9_right
27537,2.0007238204300783,89252,T4b,right,,acetylcholine,1,T4b_right
27538,1.0277432843470813,89253,Tm3,right,,acetylcholine,1,Tm3_right
27539,2.003596317660783,89255,LC12,right,,unclear,1,LC12_right
27540,2.2076724566901773,89256,Tm34,right,,glutamate,-1,Tm34_right
27541,1.0,89257,Mi1,right,"11,67",acetylcholine,1,Mi1_right
27542,2.0,89262,T4d,right,,acetylcholine,1,T4d_right
27543,0.0,89265,L3,right,"10,66",acetylcholine,1,L3_right
27544,1.5923710110701736,89266,TmY3,right,,acetylcholine,1,TmY3_right
27545,1.5950675857574428,89271,Mi13,right,,glutamate,-1,Mi13_right
27546,1.0359943876872704,89273,Tm3,right,,acetylcholine,1,Tm3_right
27547,2.1841543183915872,89278,Tm29,right,,glutamate,-1,Tm29_right
27548,2.0,89282,T4a,right,,acetylcholine,1,T4a_right
27549,1.5060843458174604,89283,Dm3c,right,,glutamate,-1,Dm3c_right
27550,1.9897504884855064,89286,T2,right,,acetylcholine,1,T2_right
27551,1.9383047707779584,89289,Tm12,right,,acetylcholine,1,Tm12_right
27552,2.0,89290,T4d,right,,acetylcholine,1,T4d_right
27553,1.0,89298,Tm9,right,"-8,24",acetylcholine,1,Tm9_right
27554,1.0,89300,Tm20,right,"-12,18",acetylcholine,1,Tm20_right
27555,1.0698150816982726,89302,L4,right,,acetylcholine,1,L4_right
27556,2.466626943853054,89303,Li27,right,,gaba,-1,Li27_right
27557,1.0,89304,T1,right,"1,51",unclear,1,T1_right
27558,1.0,89305,Tm2,right,"-2,40",acetylcholine,1,Tm2_right
27559,1.830050095447853,89308,Mi4,right,"-6,48",gaba,-1,Mi4_right
27560,1.0,89309,Tm9,right,"-6,38",acetylcholine,1,Tm9_right
27561,1.8161287270108568,89313,Mi4,right,"18,46",gaba,-1,Mi4_right
27562,2.344072448998723,89314,Li27,right,,gaba,-1,Li27_right
27563,1.7530255763380822,89315,Tm5b,right,,acetylcholine,1,Tm5b_right
27564,2.0855207876745934,89316,Cm5,right,,gaba,-1,Cm5_right
27565,2.0042581023904256,89317,Tm6,right,,acetylcholine,1,Tm6_right
27566,1.4312060787230614,89318,Mi13,right,,glutamate,-1,Mi13_right
27567,1.0,89319,Tm9,right,"-12,26",acetylcholine,1,Tm9_right
27568,1.6031733773528845,89322,Mi13,right,,glutamate,-1,Mi13_right
27569,2.0067741739132234,89324,Tm6,right,,acetylcholine,1,Tm6_right
27570,0.0,89326,L3,right,"9,29",acetylcholine,1,L3_right
27571,1.7734650498863735,89328,Mi13,right,,glutamate,-1,Mi13_right
27572,2.0098484471046607,89333,Tm12,right,,acetylcholine,1,Tm12_right
27573,2.0,89339,T5a,right,,acetylcholine,1,T5a_right
27574,1.959664807925948,89340,Mi14,right,,glutamate,-1,Mi14_right
27575,1.6191074312951832,89341,Tm40,right,,acetylcholine,1,Tm40_right
27576,2.2994539492618884,89344,Li18b,right,,gaba,-1,Li18b_right
27577,1.0,89353,Tm2,right,"-2,16",acetylcholine,1,Tm2_right
27578,1.178539080401896,89354,L4,right,,acetylcholine,1,L4_right
27579,1.84966215437035,89358,Mi13,right,,glutamate,-1,Mi13_right
27580,1.1520308625689009,89360,L4,right,,acetylcholine,1,L4_right
27581,2.051374459368068,89361,Tm29,right,,glutamate,-1,Tm29_right
27582,2.00509001553476,89362,Tm6,right,,acetylcholine,1,Tm6_right
27583,1.5577013956571673,89363,TmY9b,right,,acetylcholine,1,TmY9b_right
27584,2.9414091445184694,89366,LPC2,right,,acetylcholine,1,LPC2_right
27585,1.0,89367,Tm3,right,,acetylcholine,1,Tm3_right
27586,2.0007187070596864,89368,T4c,right,,acetylcholine,1,T4c_right
27587,1.0,89370,C2,right,"1,15",gaba,-1,C2_right
27588,1.0,89371,L4,right,,acetylcholine,1,L4_right
27589,1.9874464295795955,89372,Tm6,right,,acetylcholine,1,Tm6_right
27590,1.0,89374,Tm9,right,"10,38",acetylcholine,1,Tm9_right
27591,2.0282780241700675,89375,LoVP12,right,,unclear,1,LoVP12_right
27592,1.0,89378,C2,right,"13,31",gaba,-1,C2_right
27593,1.5490644192686582,89381,TmY10,right,,acetylcholine,1,TmY10_right
27594,1.364209356729048,89382,TmY10,right,,acetylcholine,1,TmY10_right
27595,2.00033853747776,89383,T5a,right,,acetylcholine,1,T5a_right
27596,2.0001702214298778,89385,Tm37,right,,glutamate,-1,Tm37_right
27597,0.0,89387,L1,right,"-13,17",glutamate,-1,L1_right
27598,1.68977504588051,89388,Mi4,right,"-13,17",gaba,-1,Mi4_right
27599,2.170368853064333,89393,Cm3,right,,gaba,-1,Cm3_right
27600,2.2336049776264995,89395,TmY4,right,,acetylcholine,1,TmY4_right
27601,1.0,89397,R1-R6,right,,histamine,1,R1-R6_right
27602,1.0,89402,C2,right,"9,43",gaba,-1,C2_right
27603,1.8749352104213168,89407,Mi10,right,,acetylcholine,1,Mi10_right
27604,1.97272304816356,89408,T2a,right,,acetylcholine,1,T2a_right
27605,2.0,89409,T4a,right,,acetylcholine,1,T4a_right
27606,2.0032002319521816,89410,Tm6,right,,acetylcholine,1,Tm6_right
27607,2.0,89413,L4,right,,acetylcholine,1,L4_right
27608,2.0,89416,T4c,right,,acetylcholine,1,T4c_right
27609,1.0,89417,Tm9,right,"-4,18",acetylcholine,1,Tm9_right
27610,2.000596804384701,89421,T5b,right,,acetylcholine,1,T5b_right
27611,1.0,89422,Tm9,right,"2,36",acetylcholine,1,Tm9_right
27612,2.114877195727422,89423,Li22,right,,glutamate,-1,Li22_right
27613,1.109614973620895,89424,Tm3,right,,acetylcholine,1,Tm3_right
27614,1.9911155336055808,89426,T2,right,,acetylcholine,1,T2_right
27615,1.9455093590560777,89428,TmY9a,right,,acetylcholine,1,TmY9a_right
27616,1.0,89429,Tm9,right,"-7,27",acetylcholine,1,Tm9_right
27617,1.025883890657493,89431,Tm3,right,,acetylcholine,1,Tm3_right
27618,1.0,89433,L5,right,"-12,28",acetylcholine,1,L5_right
27619,2.0,89434,T4c,right,,acetylcholine,1,T4c_right
27620,1.868360799494504,89436,Dm10,right,,gaba,-1,Dm10_right
27621,0.0,89443,R7d,right,,histamine,1,R7d_right
27622,0.0,89447,L3,right,"2,30",acetylcholine,1,L3_right
27623,0.0,89449,L3,right,"-1,39",acetylcholine,1,L3_right
27624,2.001175843434973,89450,T2a,right,,acetylcholine,1,T2a_right
27625,2.000192535945569,89455,T5c,right,,acetylcholine,1,T5c_right
27626,2.0001756351796875,89458,T4b,right,,acetylcholine,1,T4b_right
27627,2.0004459636882865,89460,T4b,right,,acetylcholine,1,T4b_right
27628,2.2164355031120144,89466,Tm40,right,,acetylcholine,1,Tm40_right
27629,1.066105400298416,89468,Tm3,right,,acetylcholine,1,Tm3_right
27630,2.747856553210718,89469,LLPC2,right,,acetylcholine,1,LLPC2_right
27631,1.0,89470,C2,right,"5,47",gaba,-1,C2_right
27632,2.873921550490126,89475,LC18,right,,acetylcholine,1,LC18_right
27633,1.980225525774136,89476,Tm12,right,,acetylcholine,1,Tm12_right
27634,2.00693474152547,89479,T2a,right,,acetylcholine,1,T2a_right
27635,2.078275609998496,89480,Cm6,right,,gaba,-1,Cm6_right
27636,1.966272656993573,89482,Dm16,right,,glutamate,-1,Dm16_right
27637,2.0,89483,T4a,right,,acetylcholine,1,T4a_right
27638,2.0,89485,T4a,right,,acetylcholine,1,T4a_right
27639,1.0,89486,C3,right,"-13,17",gaba,-1,C3_right
27640,2.017536317311212,89488,TmY5a,right,,glutamate,-1,TmY5a_right
27641,0.0,89491,L3,right,"1,27",acetylcholine,1,L3_right
27642,2.3068671510777663,89492,Li21,right,,acetylcholine,1,Li21_right
27643,1.9902338804138549,89493,T2,right,,acetylcholine,1,T2_right
27644,2.019314853110573,89494,T2a,right,,acetylcholine,1,T2a_right
27645,2.048869278223668,89502,Tm29,right,,glutamate,-1,Tm29_right
27646,2.002061442136756,89503,T2a,right,,acetylcholine,1,T2a_right
27647,1.931803992158898,89508,Tm39,right,,acetylcholine,1,Tm39_right
27648,1.9208688178067852,89509,Tm5Y,right,,acetylcholine,1,Tm5Y_right
27649,1.0,89511,Tm2,right,"9,15",acetylcholine,1,Tm2_right
27650,1.4252241857456176,89514,Mi13,right,,glutamate,-1,Mi13_right
27651,1.0,89516,Tm20,right,"4,34",acetylcholine,1,Tm20_right
27652,1.9721509613511672,89519,Mi10,right,,acetylcholine,1,Mi10_right
27653,1.0390061297750737,89520,Dm11,right,,glutamate,-1,Dm11_right
27654,0.0,89521,L3,right,"3,33",acetylcholine,1,L3_right
27655,1.044579972505573,89522,Tm3,right,,acetylcholine,1,Tm3_right
27656,2.0,89525,L4,right,,acetylcholine,1,L4_right
27657,1.98608927893698,89526,T2,right,,acetylcholine,1,T2_right
27658,1.0,89531,C3,right,"15,27",gaba,-1,C3_right
27659,1.0,89532,Mi1,right,"9,13",acetylcholine,1,Mi1_right
27660,1.0,89535,Tm9,right,"-11,21",acetylcholine,1,Tm9_right
27661,1.9471687015807169,89539,T2,right,,acetylcholine,1,T2_right
27662,2.0009258801881344,89541,T5b,right,,acetylcholine,1,T5b_right
27663,1.5842767213992257,89544,Mi2,right,,glutamate,-1,Mi2_right
27664,1.0,89548,L4,right,,acetylcholine,1,L4_right
27665,0.0,89553,L3,right,"-4,20",acetylcholine,1,L3_right
27666,1.0,89557,L5,right,"-15,31",acetylcholine,1,L5_right
27667,2.0016467753781138,89560,T4c,right,,acetylcholine,1,T4c_right
27668,1.0,89561,T1,right,"-1,7",unclear,1,T1_right
27669,2.117294908189732,89563,Cm3,right,,gaba,-1,Cm3_right
27670,1.993632946788524,89565,Tm37,right,,glutamate,-1,Tm37_right
27671,1.0,89567,C2,right,"0,28",gaba,-1,C2_right
27672,1.8040814148766344,89569,Tm5b,right,,acetylcholine,1,Tm5b_right
27673,1.0,89570,L4,right,,acetylcholine,1,L4_right
27674,1.0,89571,Mi9,right,"6,18",glutamate,-1,Mi9_right
27675,2.0017328053664407,89573,T2a,right,,acetylcholine,1,T2a_right
27676,1.8445736067158065,89575,Tm5Y,right,,acetylcholine,1,Tm5Y_right
27677,1.349444995461067,89581,Mi13,right,,glutamate,-1,Mi13_right
27678,1.6279816017669353,89584,MeLo3a,right,,acetylcholine,1,MeLo3a_right
