idx,hitting_time,bodyId,cell_type,side,coords,nt,sign,cell_type_side
26962,2.0005046530078365,87808,T4a,right,,acetylcholine,1,T4a_right
26963,2.0,87810,T4a,right,,acetylcholine,1,T4a_right
26964,1.9180529159019395,87811,Dm10,right,,gaba,-1,Dm10_right
26965,2.1554723169312875,87813,MeLo4,right,,acetylcholine,1,MeLo4_right
26966,2.0,87814,T4b,right,,acetylcholine,1,T4b_right
26967,1.0,87819,Tm2,right,"11,65",acetylcholine,1,Tm2_right
26968,2.0020362806142398,87822,T5b,right,,acetylcholine,1,T5b_right
26969,1.0,87823,Tm3,right,,acetylcholine,1,Tm3_right
26970,2.0034492613815376,87826,Tm6,right,,acetylcholine,1,Tm6_right
26971,1.9710725403680651,87827,T2a,right,,acetylcholine,1,T2a_right
26972,1.0,87828,C3,right,"-11,57",gaba,-1,C3_right
26973,1.0,87829,Dm15,right,,glutamate,-1,Dm15_right
26974,1.1921447463835722,87833,Mi4,right,"13,27",gaba,-1,Mi4_right
26975,2.0,87839,Mi4,right,"19,41",gaba,-1,Mi4_right
26976,1.9173537693883604,87841,Tm5b,right,,acetylcholine,1,Tm5b_right
26977,0.0,87842,L3,right,"-6,20",acetylcholine,1,L3_right
26978,2.0,87845,T4a,right,,acetylcholine,1,T4a_right
26979,1.7585200754222774,87847,Tm29,right,,glutamate,-1,Tm29_right
26980,1.978191739955622,87848,T2a,right,,acetylcholine,1,T2a_right
26981,1.0,87849,Tm2,right,"-15,31",acetylcholine,1,Tm2_right
26982,1.0,87852,Tm20,right,"-4,22",acetylcholine,1,Tm20_right
26983,1.3668139294128645,87853,Mi13,right,,glutamate,-1,Mi13_right
26984,2.0025164996110014,87856,T2a,right,,acetylcholine,1,T2a_right
26985,0.0,87858,L3,right,"10,26",acetylcholine,1,L3_right
26986,1.98629218896769,87863,T2,right,,acetylcholine,1,T2_right
26987,1.0,87864,L4,right,,acetylcholine,1,L4_right
26988,1.0,87869,L4,right,,acetylcholine,1,L4_right
26989,0.0,87871,L2,right,"11,15",acetylcholine,1,L2_right
26990,2.0,87873,T4b,right,,acetylcholine,1,T4b_right
26991,1.4711759171768035,87875,Mi13,right,,glutamate,-1,Mi13_right
26992,1.930753441950582,87877,Dm10,right,,gaba,-1,Dm10_right
26993,1.0,87878,Tm1,right,"7,69",acetylcholine,1,Tm1_right
26994,1.0,87879,Tm2,right,"0,50",acetylcholine,1,Tm2_right
26995,1.0871509623964224,87882,Dm-DRA1,right,,glutamate,-1,Dm-DRA1_right
26996,0.0,87883,L3,right,"9,61",acetylcholine,1,L3_right
26997,1.84282009524207,87885,Tm5Y,right,,acetylcholine,1,Tm5Y_right
26998,1.0,87888,L5,right,"-9,21",acetylcholine,1,L5_right
26999,1.3288248905433289,87889,Tm5b,right,,acetylcholine,1,Tm5b_right
27000,1.817978373116487,87890,Tm5Y,right,,acetylcholine,1,Tm5Y_right
27001,1.1840803458855746,87891,Mi13,right,,glutamate,-1,Mi13_right
27002,1.6495687382250352,87892,Mi13,right,,glutamate,-1,Mi13_right
27003,1.0,87894,Tm9,right,"1,25",acetylcholine,1,Tm9_right
27004,2.0,87896,T4a,right,,acetylcholine,1,T4a_right
27005,2.0013502397996783,87897,T5a,right,,acetylcholine,1,T5a_right
27006,2.010697653710226,87899,T2a,right,,acetylcholine,1,T2a_right
27007,2.029436611561702,87901,Tm38,right,,acetylcholine,1,Tm38_right
27008,2.000770935853237,87903,T4b,right,,acetylcholine,1,T4b_right
27009,2.0100338781875258,87909,T2a,right,,acetylcholine,1,T2a_right
27010,2.0008657367112974,87910,Tm37,right,,glutamate,-1,Tm37_right
27011,2.0040002074332293,87912,T2,right,,acetylcholine,1,T2_right
27012,1.0,87914,L4,right,,acetylcholine,1,L4_right
27013,0.0,87915,L3,right,"-7,45",acetylcholine,1,L3_right
27014,1.0,87916,Tm20,right,"5,39",acetylcholine,1,Tm20_right
27015,2.002544534339909,87917,T2a,right,,acetylcholine,1,T2a_right
27016,1.0378894625477009,87923,Tm3,right,,acetylcholine,1,Tm3_right
27017,1.0557641068582986,87924,Tm3,right,,acetylcholine,1,Tm3_right
27018,1.0,87925,Tm9,right,"-1,27",acetylcholine,1,Tm9_right
27019,1.0,87926,C2,right,"15,37",gaba,-1,C2_right
27020,1.0,87931,Mi9,right,"-4,10",glutamate,-1,Mi9_right
27021,2.0,87936,T4a,right,,acetylcholine,1,T4a_right
27022,2.0,87937,T4d,right,,acetylcholine,1,T4d_right
27023,1.2775779023413063,87938,Mi4,right,"11,23",gaba,-1,Mi4_right
27024,2.0000846980604714,87939,T4b,right,,acetylcholine,1,T4b_right
27025,1.0116790371352504,87940,Dm8a,right,,glutamate,-1,Dm8a_right
27026,1.0,87941,Tm20,right,"-14,36",acetylcholine,1,Tm20_right
27027,2.0009880149304147,87943,T5a,right,,acetylcholine,1,T5a_right
27028,1.0,87947,C2,right,"-7,17",gaba,-1,C2_right
27029,2.3461486552732977,87950,Li27,right,,gaba,-1,Li27_right
27030,2.0005797896002204,87960,T4d,right,,acetylcholine,1,T4d_right
27031,1.0,87963,C3,right,"9,11",gaba,-1,C3_right
27032,2.412855459214556,87965,MeLo5,right,,acetylcholine,1,MeLo5_right
27033,1.5284461536654028,87966,Mi4,right,"13,25",gaba,-1,Mi4_right
27034,0.0,87967,L3,right,"-1,23",acetylcholine,1,L3_right
27035,1.0064982642082652,87968,Tm5c,right,,glutamate,-1,Tm5c_right
27036,1.2789192507599676,87972,Mi13,right,,glutamate,-1,Mi13_right
27037,2.8925761029228827,87976,LLPC3,right,,acetylcholine,1,LLPC3_right
27038,2.004996170523444,87980,T2a,right,,acetylcholine,1,T2a_right
27039,1.0,87981,L5,right,"-9,33",acetylcholine,1,L5_right
27040,1.0,87984,Tm1,right,"16,32",acetylcholine,1,Tm1_right
27041,1.0,87986,C3,right,"13,23",gaba,-1,C3_right
27042,1.0,87988,L4,right,,acetylcholine,1,L4_right
27043,1.6406915462580811,87991,Mi13,right,,glutamate,-1,Mi13_right
27044,1.0,87993,L4,right,,acetylcholine,1,L4_right
27045,1.0,87994,Tm9,right,"11,35",acetylcholine,1,Tm9_right
27046,1.0,87997,C2,right,"12,50",gaba,-1,C2_right
27047,1.3628313547700637,87999,Mi13,right,,glutamate,-1,Mi13_right
27048,1.9186392747663987,88001,Tm12,right,,acetylcholine,1,Tm12_right
27049,1.00948203054616,88002,Tm3,right,,acetylcholine,1,Tm3_right
27050,1.02910286704846,88004,Tm4,right,"-2,14",acetylcholine,1,Tm4_right
27051,2.0,88005,T4d,right,,acetylcholine,1,T4d_right
27052,1.046028992425214,88010,Tm3,right,,acetylcholine,1,Tm3_right
27053,1.9657639071820543,88012,T2,right,,acetylcholine,1,T2_right
27054,1.0,88015,Dm-DRA2,right,,glutamate,-1,Dm-DRA2_right
27055,1.2927913980501358,88017,Mi13,right,,glutamate,-1,Mi13_right
27056,2.0,88018,T5a,right,,acetylcholine,1,T5a_right
27057,1.0,88020,Tm2,right,"3,55",acetylcholine,1,Tm2_right
27058,1.9238753266735105,88021,T2,right,,acetylcholine,1,T2_right
27059,0.0,88025,L3,right,"2,10",acetylcholine,1,L3_right
27060,1.53421319431143,88027,Mi4,right,"15,51",gaba,-1,Mi4_right
27061,1.310512072130143,88030,Tm5b,right,,acetylcholine,1,Tm5b_right
27062,2.827249020958809,88033,LPC1,right,,acetylcholine,1,LPC1_right
27063,1.0198083427938132,88035,Tm3,right,,acetylcholine,1,Tm3_right
27064,1.304070825994356,88038,L4,right,,acetylcholine,1,L4_right
27065,2.0,88039,T4c,right,,acetylcholine,1,T4c_right
27066,1.0,88040,L4,right,,acetylcholine,1,L4_right
27067,1.0,88041,Tm20,right,"-10,24",acetylcholine,1,Tm20_right
27068,2.01987382171442,88043,T2,right,,acetylcholine,1,T2_right
27069,0.0,88044,L3,right,"-13,51",acetylcholine,1,L3_right
27070,1.4449880219563274,88045,Mi13,right,,glutamate,-1,Mi13_right
27071,1.5365848022083806,88050,Tm5b,right,,acetylcholine,1,Tm5b_right
27072,1.0,88052,Mi9,right,"4,46",glutamate,-1,Mi9_right
27073,1.0,88055,Tm1,right,"6,70",acetylcholine,1,Tm1_right
27074,1.0,88057,Dm15,right,,glutamate,-1,Dm15_right
27075,2.002120696215047,88063,T5b,right,,acetylcholine,1,T5b_right
27076,2.0,88064,T4a,right,,acetylcholine,1,T4a_right
27077,2.0006476233563624,88067,T5b,right,,acetylcholine,1,T5b_right
27078,1.0464747648437247,88069,L4,right,,acetylcholine,1,L4_right
27079,2.006616892730069,88072,T2,right,,acetylcholine,1,T2_right
27080,1.0,88074,Tm20,right,"1,35",acetylcholine,1,Tm20_right
27081,1.0,88076,Tm2,right,"3,53",acetylcholine,1,Tm2_right
27082,1.049729186808536,88078,Tm3,right,,acetylcholine,1,Tm3_right
27083,1.0,88081,C2,right,"13,35",gaba,-1,C2_right
27084,2.0072843451848272,88082,Tm12,right,,acetylcholine,1,Tm12_right
27085,2.3497981817878486,88083,LC27,right,,acetylcholine,1,LC27_right
27086,2.0,88084,T4b,right,,acetylcholine,1,T4b_right
27087,0.0,88085,L3,right,"-2,14",acetylcholine,1,L3_right
27088,1.97018451208238,88092,Mi4,right,"-5,49",gaba,-1,Mi4_right
27089,2.344307098515362,88094,MeLo5,right,,acetylcholine,1,MeLo5_right
27090,2.0,88095,T4d,right,,acetylcholine,1,T4d_right
27091,1.0,88096,C3,right,"-11,59",gaba,-1,C3_right
27092,1.0468483053228272,88098,Tm3,right,,acetylcholine,1,Tm3_right
27093,2.370631148085449,88101,LC27,right,,acetylcholine,1,LC27_right
27094,1.0,88103,C2,right,"0,46",gaba,-1,C2_right
27095,1.0,88106,C2,right,"-12,26",gaba,-1,C2_right
27096,2.495903964209946,88112,MeLo6,right,,acetylcholine,1,MeLo6_right
27097,1.0208358816005745,88115,Dm-DRA1,right,,glutamate,-1,Dm-DRA1_right
27098,2.0027665380293507,88116,T2a,right,,acetylcholine,1,T2a_right
27099,1.1728533678277504,88118,Tm5a,right,,acetylcholine,1,Tm5a_right
27100,1.9404145098898835,88119,Tm12,right,,acetylcholine,1,Tm12_right
27101,1.3361185036157053,88121,Mi4,right,"0,8",gaba,-1,Mi4_right
27102,2.0,88127,T4b,right,,acetylcholine,1,T4b_right
27103,2.09599635421725,88129,MeVP2,right,,acetylcholine,1,MeVP2_right
27104,1.0,88130,C2,right,"-4,24",gaba,-1,C2_right
27105,2.1729325592625024,88135,Tm29,right,,glutamate,-1,Tm29_right
27106,2.1925248860138358,88136,Cm12,right,,gaba,-1,Cm12_right
27107,2.0,88140,T4c,right,,acetylcholine,1,T4c_right
27108,1.0,88141,Tm20,right,"-7,11",acetylcholine,1,Tm20_right
27109,1.0,88144,Mi9,right,"14,48",glutamate,-1,Mi9_right
27110,2.059064663303321,88145,TmY9a,right,,acetylcholine,1,TmY9a_right
27111,1.9762815404777392,88147,Mi16,right,,gaba,-1,Mi16_right
27112,1.0,88148,Tm9,right,"7,35",acetylcholine,1,Tm9_right
27113,1.0,88149,Tm9,right,"1,35",acetylcholine,1,Tm9_right
27114,2.0,88152,T4c,right,,acetylcholine,1,T4c_right
27115,1.2105173444599604,88154,Mi13,right,,glutamate,-1,Mi13_right
27116,1.0876100404950173,88159,Tm3,right,,acetylcholine,1,Tm3_right
27117,2.0013535149856594,88165,T4a,right,,acetylcholine,1,T4a_right
27118,1.0,88166,Mi9,right,"2,50",glutamate,-1,Mi9_right
27119,2.0,88167,T4b,right,,acetylcholine,1,T4b_right
27120,2.003924238084245,88169,T2a,right,,acetylcholine,1,T2a_right
27121,1.0,88175,T1,right,"11,15",unclear,1,T1_right
27122,1.0,88177,L4,right,,acetylcholine,1,L4_right
27123,1.0,88178,Mi9,right,"5,55",glutamate,-1,Mi9_right
27124,2.002671716358816,88179,T4b,right,,acetylcholine,1,T4b_right
27125,2.0461141891141983,88183,TmY5a,right,,glutamate,-1,TmY5a_right
27126,2.0049056878511173,88184,TmY18,right,,acetylcholine,1,TmY18_right
27127,2.818078699376342,88189,LC18,right,,acetylcholine,1,LC18_right
27128,1.0,88190,L5,right,"-9,45",acetylcholine,1,L5_right
27129,1.9288876657252376,88191,Tm37,right,,glutamate,-1,Tm37_right
27130,1.7061379080558818,88194,Tm5Y,right,,acetylcholine,1,Tm5Y_right
27131,1.151193079916451,88198,Tm3,right,,acetylcholine,1,Tm3_right
27132,2.0075453337852736,88204,Tm39,right,,acetylcholine,1,Tm39_right
27133,1.983940785002701,88208,TmY4,right,,acetylcholine,1,TmY4_right
27134,1.968648930245021,88214,T2,right,,acetylcholine,1,T2_right
27135,1.0,88219,L5,right,"4,32",acetylcholine,1,L5_right
27136,1.0,88220,L5,right,"-5,63",acetylcholine,1,L5_right
27137,1.0,88224,C2,right,"-4,26",gaba,-1,C2_right
27138,2.002260750469337,88229,T4b,right,,acetylcholine,1,T4b_right
27139,1.0,88232,Dm15,right,,glutamate,-1,Dm15_right
27140,1.877856531626652,88233,Tm5b,right,,acetylcholine,1,Tm5b_right
27141,2.005074325955865,88235,T2a,right,,acetylcholine,1,T2a_right
27142,1.9640068923389256,88237,Tm6,right,,acetylcholine,1,Tm6_right
27143,2.192100686097308,88240,Cm5,right,,gaba,-1,Cm5_right
27144,1.045732767637423,88246,Tm3,right,,acetylcholine,1,Tm3_right
27145,1.51768302936973,88248,TmY9b,right,,acetylcholine,1,TmY9b_right
27146,1.0,88249,L4,right,,acetylcholine,1,L4_right
27147,2.0013789865203844,88250,T2a,right,,acetylcholine,1,T2a_right
27148,1.0,88253,Tm2,right,"19,37",acetylcholine,1,Tm2_right
27149,1.8243996215388296,88259,Tm12,right,,acetylcholine,1,Tm12_right
27150,0.0,88264,L3,right,"12,32",acetylcholine,1,L3_right
27151,2.002003220513404,88265,T5b,right,,acetylcholine,1,T5b_right
27152,2.0,88266,T4b,right,,acetylcholine,1,T4b_right
27153,2.764313430241515,88268,LLPC1,right,,acetylcholine,1,LLPC1_right
27154,2.084983281919925,88273,TmY5a,right,,glutamate,-1,TmY5a_right
27155,1.2451580125996335,88274,Dm8a,right,,glutamate,-1,Dm8a_right
27156,2.2502418458781195,88278,Tm35,right,,glutamate,-1,Tm35_right
27157,2.0,88281,T4b,right,,acetylcholine,1,T4b_right
27158,1.937793905003889,88282,Dm10,right,,gaba,-1,Dm10_right
27159,1.0,88291,R1-R6,right,,histamine,1,R1-R6_right
27160,1.0,88292,Mi9,right,"-13,43",glutamate,-1,Mi9_right
27161,1.9778900284530303,88293,T2a,right,,acetylcholine,1,T2a_right
27162,1.9738468766632,88295,T2,right,,acetylcholine,1,T2_right
27163,1.0,88296,L4,right,,acetylcholine,1,L4_right
27164,2.2628939444451848,88297,Tm34,right,,glutamate,-1,Tm34_right
27165,2.963726605519056,88300,TmY20,right,,acetylcholine,1,TmY20_right
27166,2.315250010309103,88302,Dm8b,right,,glutamate,-1,Dm8b_right
27167,2.0024421548858595,88303,Tm6,right,,acetylcholine,1,Tm6_right
27168,2.0002735144575574,88307,Lai,right,,glutamate,-1,Lai_right
27169,1.0,88309,T1,right,"2,12",unclear,1,T1_right
27170,1.0,88320,Tm9,right,"13,39",acetylcholine,1,Tm9_right
27171,2.2960711635874183,88321,LC10b,right,,acetylcholine,1,LC10b_right
27172,1.8192676599178847,88324,Mi13,right,,glutamate,-1,Mi13_right
27173,1.0033852137452182,88328,Tm20,right,"2,32",acetylcholine,1,Tm20_right
27174,1.0,88329,Tm20,right,"-6,18",acetylcholine,1,Tm20_right
27175,2.0013237336981238,88331,T5a,right,,acetylcholine,1,T5a_right
27176,2.004284257459962,88334,T2a,right,,acetylcholine,1,T2a_right
27177,2.001957146895286,88336,T2a,right,,acetylcholine,1,T2a_right
27178,1.0,88337,Tm3,right,,acetylcholine,1,Tm3_right
27179,1.6406346967097925,88338,Dm8b,right,,glutamate,-1,Dm8b_right
27180,2.048991440279902,88341,Li22,right,,glutamate,-1,Li22_right
27181,1.0917410946603476,88343,Tm3,right,,acetylcholine,1,Tm3_right
27182,0.0,88347,L3,right,"7,61",acetylcholine,1,L3_right
27183,1.0107435897309145,88350,Dm8a,right,,glutamate,-1,Dm8a_right
27184,1.0,88351,Tm2,right,"-10,50",acetylcholine,1,Tm2_right
27185,0.0,88352,L3,right,"1,31",acetylcholine,1,L3_right
27186,2.0,88353,T4b,right,,acetylcholine,1,T4b_right
27187,1.0,88355,Tm2,right,"-2,52",acetylcholine,1,Tm2_right
27188,1.0,88356,Tm20,right,"-3,25",acetylcholine,1,Tm20_right
27189,2.007873908788562,88360,T2,right,,acetylcholine,1,T2_right
27190,1.0,88365,C3,right,"-4,12",gaba,-1,C3_right
27191,1.0294949087771037,88368,Dm8a,right,,glutamate,-1,Dm8a_right
27192,2.0007667747952125,88371,T5b,right,,acetylcholine,1,T5b_right
27193,1.716349754845198,88373,Tm5Y,right,,acetylcholine,1,Tm5Y_right
27194,2.0,88377,T4d,right,,acetylcholine,1,T4d_right
27195,1.014886104357572,88379,Tm3,right,,acetylcholine,1,Tm3_right
27196,0.0,88380,L3,right,"3,9",acetylcholine,1,L3_right
27197,1.016985143514193,88381,Tm3,right,,acetylcholine,1,Tm3_right
27198,2.005350888803098,88383,T2a,right,,acetylcholine,1,T2a_right
27199,1.0216516578202244,88388,L4,right,,acetylcholine,1,L4_right
27200,1.0,88389,Mi9,right,"12,30",glutamate,-1,Mi9_right
27201,1.0010826143384537,88390,L4,right,,acetylcholine,1,L4_right
27202,1.001143490572043,88394,L4,right,,acetylcholine,1,L4_right
27203,1.954422306477872,88396,Tm5Y,right,,acetylcholine,1,Tm5Y_right
27204,2.0,88398,T4a,right,,acetylcholine,1,T4a_right
27205,1.988192353183157,88400,Tm6,right,,acetylcholine,1,Tm6_right
27206,2.512446715247341,88401,Tm29,right,,glutamate,-1,Tm29_right
27207,2.0,88406,T4b,right,,acetylcholine,1,T4b_right
27208,2.002711962752192,88409,T2a,right,,acetylcholine,1,T2a_right
27209,1.0,88410,Tm9,right,"-8,26",acetylcholine,1,Tm9_right
27210,2.0310054463297025,88413,MeTu3c,right,,acetylcholine,1,MeTu3c_right
27211,2.0,88415,T4a,right,,acetylcholine,1,T4a_right
27212,2.0006927791099898,88416,T5c,right,,acetylcholine,1,T5c_right
27213,1.0216520868726822,88418,Tm4,right,"10,64",acetylcholine,1,Tm4_right
27214,2.002934421896207,88419,Mi14,right,,glutamate,-1,Mi14_right
27215,2.0364389357335813,88423,Cm5,right,,gaba,-1,Cm5_right
27216,1.0,88424,L4,right,,acetylcholine,1,L4_right
27217,1.0,88425,Mi9,right,"-13,23",glutamate,-1,Mi9_right
27218,1.017102828892725,88427,L4,right,,acetylcholine,1,L4_right
27219,1.9466918128742448,88431,Dm8b,right,,glutamate,-1,Dm8b_right
27220,2.002966286412782,88432,Mi14,right,,glutamate,-1,Mi14_right
27221,1.0688056315876682,88433,Tm3,right,,acetylcholine,1,Tm3_right
27222,1.0626573493115845,88435,Tm3,right,,acetylcholine,1,Tm3_right
27223,1.3269503098660058,88439,Mi4,right,"15,25",gaba,-1,Mi4_right
27224,2.338443365653625,88445,Li23,right,,acetylcholine,1,Li23_right
27225,1.7690210752895403,88452,Mi4,right,"1,39",gaba,-1,Mi4_right
27226,2.7511303765475112,88453,LC10e,right,,acetylcholine,1,LC10e_right
27227,2.101582234636566,88455,Li22,right,,glutamate,-1,Li22_right
27228,1.0018791542057075,88457,L4,right,,acetylcholine,1,L4_right
27229,1.4477805195427953,88458,TmY10,right,,acetylcholine,1,TmY10_right
27230,2.003741775630446,88460,T2a,right,,acetylcholine,1,T2a_right
27231,1.0,88464,L5,right,"9,39",acetylcholine,1,L5_right
27232,1.9260041933484884,88465,Tm5Y,right,,acetylcholine,1,Tm5Y_right
27233,2.315714268187862,88468,Li21,right,,acetylcholine,1,Li21_right
27234,1.0,88472,Mi9,right,"5,33",glutamate,-1,Mi9_right
27235,1.0,88474,C2,right,"-8,24",gaba,-1,C2_right
27236,1.0,88475,Tm9,right,"8,40",acetylcholine,1,Tm9_right
27237,1.0552506434374127,88478,Dm8a,right,,glutamate,-1,Dm8a_right
27238,2.005048684454631,88483,Tm12,right,,acetylcholine,1,Tm12_right
27239,1.0,88485,Tm20,right,"-7,17",acetylcholine,1,Tm20_right
27240,2.0,88488,T4a,right,,acetylcholine,1,T4a_right
27241,2.0,88491,T4a,right,,acetylcholine,1,T4a_right
27242,1.0,88492,Tm20,right,"1,41",acetylcholine,1,Tm20_right
27243,1.0,88493,C2,right,"10,22",gaba,-1,C2_right
27244,1.0,88497,L5,right,"-13,33",acetylcholine,1,L5_right
27245,1.0000461941348646,88498,Dm15,right,,glutamate,-1,Dm15_right
27246,2.0028664611596487,88499,T2a,right,,acetylcholine,1,T2a_right
27247,2.560359518742415,88506,Tm35,right,,glutamate,-1,Tm35_right
27248,2.299304394163552,88507,Li27,right,,gaba,-1,Li27_right
27249,1.758620110693597,88510,Mi13,right,,glutamate,-1,Mi13_right
27250,1.0,88513,Mi9,right,"-10,56",glutamate,-1,Mi9_right
27251,1.0731822502314596,88517,Dm8b,right,,glutamate,-1,Dm8b_right
27252,1.0,88519,Dm9,right,,glutamate,-1,Dm9_right
27253,1.0,88520,Tm2,right,"8,68",acetylcholine,1,Tm2_right
27254,1.936051877170934,88521,Tm6,right,,acetylcholine,1,Tm6_right
27255,1.8576555024274,88522,Tm12,right,,acetylcholine,1,Tm12_right
27256,1.7687969591087878,88523,Dm8b,right,,glutamate,-1,Dm8b_right
27257,1.1154001035878616,88525,Tm4,right,"-11,57",acetylcholine,1,Tm4_right
27258,1.9161948046307768,88526,Tm12,right,,acetylcholine,1,Tm12_right
27259,1.0074733045714894,88527,Tm5c,right,,glutamate,-1,Tm5c_right
27260,1.0108358252965877,88535,Tm5c,right,,glutamate,-1,Tm5c_right
27261,1.8263634698704427,88536,Dm16,right,,glutamate,-1,Dm16_right
27262,2.0016036543797453,88540,T5b,right,,acetylcholine,1,T5b_right
27263,1.0,88544,Tm2,right,"-2,42",acetylcholine,1,Tm2_right
27264,0.0,88548,L3,right,"0,28",acetylcholine,1,L3_right
27265,1.163886219963994,88549,Mi9,right,"-12,48",glutamate,-1,Mi9_right
27266,1.8768800858852277,88553,TmY18,right,,acetylcholine,1,TmY18_right
27267,1.0,88560,C2,right,"-1,37",gaba,-1,C2_right
27268,2.014851864636566,88561,T2a,right,,acetylcholine,1,T2a_right
27269,2.0104861677884864,88563,TmY4,right,,acetylcholine,1,TmY4_right
27270,2.003642735142785,88565,T2a,right,,acetylcholine,1,T2a_right
27271,2.0045665471483014,88568,Tm37,right,,glutamate,-1,Tm37_right
27272,1.9886349684221825,88570,T2,right,,acetylcholine,1,T2_right
27273,2.0,88575,T4b,right,,acetylcholine,1,T4b_right
27274,2.0008530474725665,88577,Mi16,right,,gaba,-1,Mi16_right
27275,1.0,88580,Tm20,right,"8,38",acetylcholine,1,Tm20_right
27276,1.0,88581,C2,right,"2,24",gaba,-1,C2_right
27277,1.0,88583,L5,right,"-2,68",acetylcholine,1,L5_right
27278,1.769252841578666,88586,Mi13,right,,glutamate,-1,Mi13_right
27279,2.8241499669465435,88591,LPC1,right,,acetylcholine,1,LPC1_right
27280,1.1995975392308864,88592,Mi9,right,"-13,45",glutamate,-1,Mi9_right
27281,1.0,88595,Mi1,right,"9,19",acetylcholine,1,Mi1_right
27282,2.984053760298825,88596,LPC2,right,,acetylcholine,1,LPC2_right
27283,1.0,88597,C2,right,"14,32",gaba,-1,C2_right
27284,1.9192868140504125,88599,T2,right,,acetylcholine,1,T2_right
27285,2.0004264221821773,88604,T4b,right,,acetylcholine,1,T4b_right
27286,1.3156564796333126,88608,Dm11,right,,glutamate,-1,Dm11_right
27287,2.0713047881230184,88612,Tm33,right,,acetylcholine,1,Tm33_right
27288,2.096623135561746,88614,Li22,right,,glutamate,-1,Li22_right
27289,1.0081921584738565,88615,Tm5c,right,,glutamate,-1,Tm5c_right
27290,2.0,88617,T4a,right,,acetylcholine,1,T4a_right
27291,0.0,88620,L3,right,"-10,48",acetylcholine,1,L3_right
27292,1.0,88621,Tm9,right,"-3,29",acetylcholine,1,Tm9_right
27293,1.0457006296773717,88623,Tm3,right,,acetylcholine,1,Tm3_right
27294,2.0,88625,T4c,right,,acetylcholine,1,T4c_right
27295,1.0071735819868093,88626,L4,right,,acetylcholine,1,L4_right
27296,2.039095404994575,88627,TmY5a,right,,glutamate,-1,TmY5a_right
27297,1.6194697115552743,88628,Mi13,right,,glutamate,-1,Mi13_right
27298,1.0,88637,C2,right,"11,55",gaba,-1,C2_right
27299,2.0006403048197727,88642,T4a,right,,acetylcholine,1,T4a_right
27300,2.0055101856405315,88643,T2,right,,acetylcholine,1,T2_right
27301,0.0,88646,L3,right,"5,59",acetylcholine,1,L3_right
27302,1.0739776356660151,88650,Tm3,right,,acetylcholine,1,Tm3_right
27303,2.1381043021638604,88652,Tm30,right,,gaba,-1,Tm30_right
27304,1.0,88657,C2,right,"-10,40",gaba,-1,C2_right
27305,2.048878462950912,88658,Cm7,right,,glutamate,-1,Cm7_right
27306,1.0,88659,Tm9,right,"-11,29",acetylcholine,1,Tm9_right
27307,1.0,88660,C2,right,"4,14",gaba,-1,C2_right
27308,2.004641117884096,88661,T2a,right,,acetylcholine,1,T2a_right
27309,2.0253912887268983,88669,LC30,right,,acetylcholine,1,LC30_right
27310,1.7628397165449523,88670,Tm5a,right,,acetylcholine,1,Tm5a_right
27311,1.0,88671,L4,right,,acetylcholine,1,L4_right
27312,2.071791453094746,88673,Cm7,right,,glutamate,-1,Cm7_right
27313,1.0731780499916193,88680,Tm3,right,,acetylcholine,1,Tm3_right
27314,1.0,88683,C2,right,"8,40",gaba,-1,C2_right
27315,2.0,88688,T4a,right,,acetylcholine,1,T4a_right
27316,1.921814919249309,88690,Tm12,right,,acetylcholine,1,Tm12_right
27317,1.0,88693,L4,right,,acetylcholine,1,L4_right
27318,1.0,88696,C2,right,"16,34",gaba,-1,C2_right
27319,2.0003442538496743,88698,T4a,right,,acetylcholine,1,T4a_right
27320,2.003964515852671,88701,T2a,right,,acetylcholine,1,T2a_right
27321,1.0,88705,Dm9,right,,glutamate,-1,Dm9_right
27322,2.002659125643448,88709,Mi14,right,,glutamate,-1,Mi14_right
27323,1.6025357637609845,88710,Mi10,right,,acetylcholine,1,Mi10_right
27324,2.0405952535435525,88712,Tm33,right,,acetylcholine,1,Tm33_right
27325,1.0,88713,Tm9,right,"5,35",acetylcholine,1,Tm9_right
27326,1.0,88716,C3,right,"7,11",gaba,-1,C3_right
27327,2.0000576065889897,88722,T4c,right,,acetylcholine,1,T4c_right
27328,2.0,88725,T4b,right,,acetylcholine,1,T4b_right
27329,2.0,88726,T4b,right,,acetylcholine,1,T4b_right
27330,1.0,88727,Tm4,right,"12,54",acetylcholine,1,Tm4_right
27331,1.0,88734,Dm15,right,,glutamate,-1,Dm15_right
27332,1.4471653497986048,88741,Dm8a,right,,glutamate,-1,Dm8a_right
27333,0.0,88742,L3,right,"-2,64",acetylcholine,1,L3_right
27334,1.0,88743,C3,right,"8,12",gaba,-1,C3_right
27335,1.0,88744,Tm2,right,"1,9",acetylcholine,1,Tm2_right
27336,1.0274973474109812,88746,Tm3,right,,acetylcholine,1,Tm3_right
27337,2.001158351329865,88749,T5b,right,,acetylcholine,1,T5b_right
27338,2.130397519209803,88751,Tm39,right,,acetylcholine,1,Tm39_right
27339,0.0,88752,L3,right,"-3,67",acetylcholine,1,L3_right
27340,2.5327207367579847,88753,Li27,right,,gaba,-1,Li27_right
27341,1.0,88755,T1,right,"6,50",unclear,1,T1_right
27342,1.956759736732469,88756,T2,right,,acetylcholine,1,T2_right
27343,2.020799537335793,88759,Tm33,right,,acetylcholine,1,Tm33_right
