bodyId,cell_type,side,idx,nt,sign
32720,L1,right,4751,glutamate,-1
32722,LC17,right,4752,unclear,1
32725,Mi1,right,4753,acetylcholine,1
32731,LC14a-2,left,4754,acetylcholine,1
32744,T1,right,4755,unclear,1
32746,L2,right,4756,acetylcholine,1
32748,MeVP6,right,4757,glutamate,-1
32749,LC17,right,4758,unclear,1
32754,LC11,right,4759,acetylcholine,1
32756,MeLo2,right,4760,acetylcholine,1
32760,L1,right,4761,glutamate,-1
32761,Y13,right,4762,glutamate,-1
32762,Lawf2,right,4763,acetylcholine,1
32763,LC6,right,4764,acetylcholine,1
32769,Y3,right,4765,acetylcholine,1
32772,Lawf2,right,4766,acetylcholine,1
32776,TmY21,right,4767,acetylcholine,1
32781,L1,right,4768,glutamate,-1
32782,LC6,right,4769,acetylcholine,1
32787,T1,right,4770,unclear,1
32789,Lawf1,right,4771,acetylcholine,1
32790,LC10c-2,right,4772,unclear,1
32793,Tm24,right,4773,acetylcholine,1
32799,L1,right,4774,glutamate,-1
32800,Mi1,right,4775,acetylcholine,1
32802,MeLo2,right,4776,acetylcholine,1
32803,Y3,right,4777,acetylcholine,1
32808,MeLo3b,right,4778,acetylcholine,1
32809,MeLo2,right,4779,acetylcholine,1
32817,MeLo11,right,4780,glutamate,-1
32820,LC21,right,4781,acetylcholine,1
32821,TmY15,right,4782,gaba,-1
32822,L2,right,4783,acetylcholine,1
32823,L2,right,4784,acetylcholine,1
32825,Lawf2,right,4785,acetylcholine,1
32828,LPC1,right,4786,acetylcholine,1
32831,LPi3b,right,4787,glutamate,-1
32833,LC10c-2,right,4788,unclear,1
32834,L1,right,4789,glutamate,-1
32836,Pm5,right,4790,gaba,-1
32839,LC11,right,4791,acetylcholine,1
32841,Dm12,right,4792,glutamate,-1
32842,L2,right,4793,acetylcholine,1
32845,L1,right,4794,glutamate,-1
32851,Li34a,right,4795,gaba,-1
32853,L2,right,4796,acetylcholine,1
32857,Tm24,right,4797,acetylcholine,1
32858,L1,right,4798,glutamate,-1
32871,Mi1,right,4799,acetylcholine,1
32874,LPi34,right,4800,glutamate,-1
32875,MeLo1,right,4801,acetylcholine,1
32882,LPi3412,right,4802,glutamate,-1
32893,Mi1,right,4803,acetylcholine,1
32895,Pm1,right,4804,gaba,-1
32905,L1,right,4805,glutamate,-1
32908,MeLo2,right,4806,acetylcholine,1
32917,LC17,right,4807,unclear,1
32925,L2,right,4808,acetylcholine,1
32926,LoVP17,right,4809,acetylcholine,1
32927,Dm12,right,4810,glutamate,-1
32928,L1,right,4811,glutamate,-1
32929,MeVP10,right,4812,acetylcholine,1
32932,Dm12,right,4813,glutamate,-1
32935,MeLo2,right,4814,acetylcholine,1
32938,L1,right,4815,glutamate,-1
32942,L2,right,4816,acetylcholine,1
32944,Li25,right,4817,gaba,-1
32945,L2,right,4818,acetylcholine,1
32946,LC10a,right,4819,acetylcholine,1
32952,TmY9b,right,4820,acetylcholine,1
32954,LC17,right,4821,unclear,1
32956,Tlp14,right,4822,glutamate,-1
32957,TmY17,right,4823,acetylcholine,1
32959,MeLo6,right,4824,acetylcholine,1
32962,TmY3,right,4825,acetylcholine,1
32963,TmY17,right,4826,acetylcholine,1
32965,L2,right,4827,acetylcholine,1
32969,LC17,right,4828,unclear,1
32974,Dm12,right,4829,glutamate,-1
32975,LC9,right,4830,acetylcholine,1
32977,Tm3,right,4831,acetylcholine,1
32989,L1,right,4832,glutamate,-1
32990,LC17,right,4833,unclear,1
32991,Pm1,right,4834,gaba,-1
32994,LoVP51,right,4835,acetylcholine,1
32996,Li25,right,4836,gaba,-1
32997,Y3,right,4837,acetylcholine,1
32999,T1,right,4838,unclear,1
33001,LC17,right,4839,unclear,1
33006,MeLo1,right,4840,acetylcholine,1
33013,Mi1,right,4841,acetylcholine,1
33017,Mi1,right,4842,acetylcholine,1
33018,Li25,right,4843,gaba,-1
33019,Cm11b,right,4844,acetylcholine,1
33022,L1,right,4845,glutamate,-1
33026,LC17,right,4846,unclear,1
33028,L1,right,4847,glutamate,-1
33032,Lawf2,right,4848,acetylcholine,1
33036,Tm24,right,4849,acetylcholine,1
33042,Y3,right,4850,acetylcholine,1
33043,Tm16,right,4851,acetylcholine,1
33045,L2,right,4852,acetylcholine,1
33048,LC10a,right,4853,acetylcholine,1
33049,Pm1,right,4854,gaba,-1
33052,LC9,right,4855,acetylcholine,1
33055,L1,right,4856,glutamate,-1
33061,L3,right,4857,acetylcholine,1
33064,Lawf1,right,4858,acetylcholine,1
33065,Tm31,right,4859,glutamate,-1
33066,Li25,right,4860,gaba,-1
33068,L1,right,4861,glutamate,-1
33069,T1,right,4862,unclear,1
33071,Y3,right,4863,acetylcholine,1
33074,LC10d,right,4864,acetylcholine,1
33076,Y3,right,4865,acetylcholine,1
33080,C3,right,4866,gaba,-1
33084,L1,right,4867,glutamate,-1
33085,LPLC4,right,4868,acetylcholine,1
33087,Lawf2,right,4869,acetylcholine,1
33088,Y3,right,4870,acetylcholine,1
33090,Tlp14,right,4871,glutamate,-1
33091,Mi1,right,4872,acetylcholine,1
33092,LPT113,right,4873,gaba,-1
33094,LC10d,right,4874,acetylcholine,1
33099,Cm13,right,4875,glutamate,-1
33100,L2,right,4876,acetylcholine,1
33101,L1,right,4877,glutamate,-1
33104,LPi34,right,4878,glutamate,-1
33106,Lawf2,right,4879,acetylcholine,1
33109,Lawf1,right,4880,acetylcholine,1
33110,Mi1,right,4881,acetylcholine,1
33112,L2,right,4882,acetylcholine,1
33113,T1,right,4883,unclear,1
33126,Lawf2,right,4884,acetylcholine,1
33134,Y3,right,4885,acetylcholine,1
33135,MeTu1,right,4886,acetylcholine,1
33139,LLPC2,right,4887,acetylcholine,1
33140,Y3,right,4888,acetylcholine,1
33141,Pm5,right,4889,gaba,-1
33142,MeVP7,right,4890,acetylcholine,1
33143,L1,right,4891,glutamate,-1
33150,L1,right,4892,glutamate,-1
33153,MeLo7,right,4893,acetylcholine,1
33154,L1,right,4894,glutamate,-1
33157,MeVP11,right,4895,acetylcholine,1
33160,LC33,right,4896,glutamate,-1
33161,LPC1,right,4897,acetylcholine,1
33171,L1,right,4898,glutamate,-1
33172,T1,right,4899,unclear,1
33174,L1,right,4900,glutamate,-1
33176,Dm9,right,4901,glutamate,-1
33177,LC10a,right,4902,acetylcholine,1
33181,L1,right,4903,glutamate,-1
33183,Pm10,right,4904,gaba,-1
33185,LPLC2,right,4905,acetylcholine,1
33186,LC22,right,4906,acetylcholine,1
33188,T1,right,4907,unclear,1
33192,MeLo12,right,4908,glutamate,-1
33193,L1,right,4909,glutamate,-1
33194,VLP_TBD1,right,4910,unclear,1
33195,L2,right,4911,acetylcholine,1
33197,L1,right,4912,glutamate,-1
33200,L1,right,4913,glutamate,-1
33202,TmY9b,right,4914,acetylcholine,1
33203,L2,right,4915,acetylcholine,1
33205,L1,right,4916,glutamate,-1
33207,L1,right,4917,glutamate,-1
33210,LC22,right,4918,acetylcholine,1
33212,Y12,right,4919,glutamate,-1
33213,Dm12,right,4920,glutamate,-1
33216,Mi1,right,4921,acetylcholine,1
33222,LC17,right,4922,unclear,1
33225,Lawf1,right,4923,acetylcholine,1
33231,Tm4,right,4924,acetylcholine,1
33232,Lawf2,right,4925,acetylcholine,1
33235,LC12,right,4926,unclear,1
33236,L1,right,4927,glutamate,-1
33237,Tm16,right,4928,acetylcholine,1
33239,LPi34,right,4929,glutamate,-1
33240,LLPC2,right,4930,acetylcholine,1
33241,Pm10,right,4931,gaba,-1
33244,Lawf2,right,4932,acetylcholine,1
33246,Dm20,right,4933,glutamate,-1
33252,Li25,right,4934,gaba,-1
33263,L1,right,4935,glutamate,-1
33266,Dm10,right,4936,gaba,-1
33269,MeLo1,right,4937,acetylcholine,1
33271,L1,right,4938,glutamate,-1
33272,L1,right,4939,glutamate,-1
33273,LPi34,right,4940,glutamate,-1
33276,L1,right,4941,glutamate,-1
33277,Y3,right,4942,acetylcholine,1
33279,Lawf2,right,4943,acetylcholine,1
33280,Y3,right,4944,acetylcholine,1
33281,L1,right,4945,glutamate,-1
33284,Dm9,right,4946,glutamate,-1
33291,LPT113,right,4947,gaba,-1
33294,LC36,right,4948,acetylcholine,1
33300,LLPC2,right,4949,acetylcholine,1
33304,Cm3,right,4950,gaba,-1
33305,Tm16,right,4951,acetylcholine,1
33309,LC9,right,4952,acetylcholine,1
33317,L2,right,4953,acetylcholine,1
33321,Lawf1,right,4954,acetylcholine,1
33322,Lawf2,right,4955,acetylcholine,1
33326,Mi1,right,4956,acetylcholine,1
33327,Tm16,right,4957,acetylcholine,1
33328,L3,right,4958,acetylcholine,1
33330,L2,right,4959,acetylcholine,1
33331,LC9,right,4960,acetylcholine,1
33332,LPC1,right,4961,acetylcholine,1
33336,aMe5,right,4962,acetylcholine,1
33337,L1,right,4963,glutamate,-1
33338,L2,right,4964,acetylcholine,1
33349,LC15,right,4965,acetylcholine,1
33350,Cm17,right,4966,gaba,-1
33351,L2,right,4967,acetylcholine,1
33352,Li25,right,4968,gaba,-1
33353,LC17,right,4969,unclear,1
33355,Lawf1,right,4970,acetylcholine,1
33360,Cm17,right,4971,gaba,-1
33362,LPi2e,right,4972,glutamate,-1
33363,L1,right,4973,glutamate,-1
33366,Y3,right,4974,acetylcholine,1
33370,Lawf2,right,4975,acetylcholine,1
33379,Lawf1,right,4976,acetylcholine,1
33381,LC10b,right,4977,acetylcholine,1
33383,L2,right,4978,acetylcholine,1
33385,L2,right,4979,acetylcholine,1
33386,T1,right,4980,unclear,1
33387,L1,right,4981,glutamate,-1
33388,Li13,right,4982,gaba,-1
33394,Mi1,right,4983,acetylcholine,1
33395,Lawf1,right,4984,acetylcholine,1
33396,LPLC2,right,4985,acetylcholine,1
33397,MeTu3b,right,4986,acetylcholine,1
33407,L1,right,4987,glutamate,-1
33408,L2,right,4988,acetylcholine,1
33412,L1,right,4989,glutamate,-1
33414,Y3,right,4990,acetylcholine,1
33417,L2,right,4991,acetylcholine,1
33418,L1,right,4992,glutamate,-1
33422,T1,right,4993,unclear,1
33425,Pm4,right,4994,gaba,-1
33426,Pm5,right,4995,gaba,-1
33429,LC17,right,4996,unclear,1
33430,LPC1,right,4997,acetylcholine,1
33433,L2,right,4998,acetylcholine,1
33437,LoVP37,right,4999,unclear,1
33439,LPLC2,right,5000,acetylcholine,1
33443,Cm17,right,5001,gaba,-1
33444,Lawf2,right,5002,acetylcholine,1
33446,Mi1,right,5003,acetylcholine,1
33449,L1,right,5004,glutamate,-1
33450,Lawf1,right,5005,acetylcholine,1
33451,PLP_TBD1,right,5006,unclear,1
33456,LC17,right,5007,unclear,1
33458,L2,right,5008,acetylcholine,1
33460,Y13,right,5009,glutamate,-1
33462,Mi1,right,5010,acetylcholine,1
33465,L1,right,5011,glutamate,-1
33466,L1,right,5012,glutamate,-1
33470,Pm5,right,5013,gaba,-1
33472,Lawf2,right,5014,acetylcholine,1
33477,Y12,right,5015,glutamate,-1
33478,LLPC3,right,5016,acetylcholine,1
33480,LC15,right,5017,acetylcholine,1
33482,L1,right,5018,glutamate,-1
33483,Mi1,right,5019,acetylcholine,1
33488,Lawf2,right,5020,acetylcholine,1
33491,LPi2c,right,5021,glutamate,-1
33492,LC40,right,5022,acetylcholine,1
33495,LC10c-2,right,5023,unclear,1
33504,L1,right,5024,glutamate,-1
33506,Y3,right,5025,acetylcholine,1
33508,L2,right,5026,acetylcholine,1
33509,Li15,right,5027,gaba,-1
33510,Y3,right,5028,acetylcholine,1
33511,L1,right,5029,glutamate,-1
33516,L1,right,5030,glutamate,-1
33520,LoVP10,right,5031,unclear,1
33521,LOLP1,right,5032,gaba,-1
33524,L1,right,5033,glutamate,-1
33525,LPi2c,right,5034,glutamate,-1
33526,L2,right,5035,acetylcholine,1
33527,LLPC3,right,5036,acetylcholine,1
33529,Mi4,right,5037,gaba,-1
33532,T1,right,5038,unclear,1
33533,T1,right,5039,unclear,1
33535,Li13,right,5040,gaba,-1
33537,Dm12,right,5041,glutamate,-1
33539,LPLC4,right,5042,acetylcholine,1
33542,L1,right,5043,glutamate,-1
33545,LC13,right,5044,acetylcholine,1
33547,LLPC2,right,5045,acetylcholine,1
33550,LPT111,right,5046,gaba,-1
33554,L1,right,5047,glutamate,-1
33555,L1,right,5048,glutamate,-1
33556,Pm5,right,5049,gaba,-1
33558,LC15,right,5050,acetylcholine,1
33559,T1,right,5051,unclear,1
33562,Lawf2,right,5052,acetylcholine,1
33570,LC10c-2,right,5053,unclear,1
33572,Tm26,right,5054,acetylcholine,1
33573,T1,right,5055,unclear,1
33574,LC21,right,5056,acetylcholine,1
33575,Pm2a,right,5057,gaba,-1
33576,TmY17,right,5058,acetylcholine,1
33579,LC10d,right,5059,acetylcholine,1
33580,Li34a,right,5060,gaba,-1
33584,L1,right,5061,glutamate,-1
33586,Lawf2,right,5062,acetylcholine,1
33588,LC9,right,5063,acetylcholine,1
33592,MeLo13,right,5064,glutamate,-1
33595,LC17,right,5065,unclear,1
33600,L2,right,5066,acetylcholine,1
33602,L1,right,5067,glutamate,-1
33607,LPT111,right,5068,gaba,-1
33608,Pm1,right,5069,gaba,-1
33614,Mi1,right,5070,acetylcholine,1
33616,L1,right,5071,glutamate,-1
33618,Pm5,right,5072,gaba,-1
33619,TmY9b,right,5073,acetylcholine,1
33620,LC10c-1,right,5074,acetylcholine,1
33623,Y3,right,5075,acetylcholine,1
33628,Mi9,right,5076,glutamate,-1
33635,L2,right,5077,acetylcholine,1
33637,L1,right,5078,glutamate,-1
33643,L1,right,5079,glutamate,-1
33645,L1,right,5080,glutamate,-1
33647,Lawf2,right,5081,acetylcholine,1
33649,T1,right,5082,unclear,1
33650,LC17,right,5083,unclear,1
33652,T1,right,5084,unclear,1
33655,Mi1,right,5085,acetylcholine,1
33660,T1,right,5086,unclear,1
33663,L1,right,5087,glutamate,-1
33665,Cm17,right,5088,gaba,-1
33666,aMe5,right,5089,acetylcholine,1
33667,MeLo1,right,5090,acetylcholine,1
33669,Dm12,right,5091,glutamate,-1
33671,Dm12,right,5092,glutamate,-1
33676,LC15,right,5093,acetylcholine,1
33682,L2,right,5094,acetylcholine,1
33686,MeLo9,right,5095,glutamate,-1
33688,LLPC1,right,5096,acetylcholine,1
33690,Lawf2,right,5097,acetylcholine,1
33693,L1,right,5098,glutamate,-1
33694,LPLC2,right,5099,acetylcholine,1
33695,LLPC1,right,5100,acetylcholine,1
33701,MeLo2,right,5101,acetylcholine,1
33703,T1,right,5102,unclear,1
33704,L1,right,5103,glutamate,-1
33707,LLPC2,right,5104,acetylcholine,1
33711,Mi1,right,5105,acetylcholine,1
33712,LC17,right,5106,unclear,1
33713,LC9,right,5107,acetylcholine,1
33715,Li25,right,5108,gaba,-1
33719,L1,right,5109,glutamate,-1
33728,MeVP4,right,5110,acetylcholine,1
33731,L1,right,5111,glutamate,-1
33733,L2,right,5112,acetylcholine,1
33734,Dm9,right,5113,glutamate,-1
33738,Lawf1,right,5114,acetylcholine,1
33739,Y3,right,5115,acetylcholine,1
33740,Mi1,right,5116,acetylcholine,1
33741,Lawf1,right,5117,acetylcholine,1
33742,L2,right,5118,acetylcholine,1
33744,Li25,right,5119,gaba,-1
33747,Li13,right,5120,gaba,-1
33748,T1,right,5121,unclear,1
33750,MeLo2,right,5122,acetylcholine,1
33751,T1,right,5123,unclear,1
33752,LPC1,right,5124,acetylcholine,1
33755,MeLo11,right,5125,glutamate,-1
33756,MeVP7,right,5126,acetylcholine,1
33757,MeVP10,right,5127,acetylcholine,1
33758,L2,right,5128,acetylcholine,1
33759,L2,right,5129,acetylcholine,1
33760,LoVP62,right,5130,acetylcholine,1
33761,PLP150,right,5131,unclear,1
33765,Mi1,right,5132,acetylcholine,1
33766,Mi1,right,5133,acetylcholine,1
33767,Pm5,right,5134,gaba,-1
33769,Pm1,right,5135,gaba,-1
33771,Li15,right,5136,gaba,-1
33781,MeLo1,right,5137,acetylcholine,1
33784,Dm9,right,5138,glutamate,-1
33789,Pm5,right,5139,gaba,-1
33791,Lawf1,right,5140,acetylcholine,1
33792,L2,right,5141,acetylcholine,1
33793,LC13,right,5142,acetylcholine,1
33795,LC17,right,5143,unclear,1
33796,LC22,right,5144,acetylcholine,1
33797,LC10d,right,5145,acetylcholine,1
33798,L2,right,5146,acetylcholine,1
33800,Tm23,right,5147,gaba,-1
33803,L2,right,5148,acetylcholine,1
33804,Tm36,right,5149,acetylcholine,1
33809,MeVP14,right,5150,acetylcholine,1
33810,T1,right,5151,unclear,1
33812,Cm11b,right,5152,acetylcholine,1
33813,Y3,right,5153,acetylcholine,1
33814,L1,right,5154,glutamate,-1
33815,Y11,right,5155,glutamate,-1
33817,Y3,right,5156,acetylcholine,1
33830,TmY17,right,5157,acetylcholine,1
33831,Lawf1,right,5158,acetylcholine,1
33835,Y3,right,5159,acetylcholine,1
33842,Lawf2,right,5160,acetylcholine,1
33846,Tm24,right,5161,acetylcholine,1
33848,L1,right,5162,glutamate,-1
33850,Cm21,right,5163,gaba,-1
33853,L1,right,5164,glutamate,-1
33857,Mi1,right,5165,acetylcholine,1
33860,LT70,right,5166,gaba,-1
33861,LoVP14,right,5167,acetylcholine,1
33862,Y11,right,5168,glutamate,-1
33865,LC6,right,5169,acetylcholine,1
33866,Dm12,right,5170,glutamate,-1
33869,Lawf2,right,5171,acetylcholine,1
33870,LC17,right,5172,unclear,1
33872,T1,right,5173,unclear,1
33880,L2,right,5174,acetylcholine,1
33884,LPi34,right,5175,glutamate,-1
33885,LC6,right,5176,acetylcholine,1
33886,Tm32,right,5177,glutamate,-1
33890,L1,right,5178,glutamate,-1
33893,L2,right,5179,acetylcholine,1
33895,L1,right,5180,glutamate,-1
33897,LPLC1,right,5181,acetylcholine,1
33898,L1,right,5182,glutamate,-1
33904,LC13,right,5183,acetylcholine,1
33906,LC17,right,5184,unclear,1
33907,Mi1,right,5185,acetylcholine,1
33912,Lawf1,right,5186,acetylcholine,1
33918,Mi1,right,5187,acetylcholine,1
33920,T1,right,5188,unclear,1
33923,L1,right,5189,glutamate,-1
33924,Dm9,right,5190,glutamate,-1
33925,Tm16,right,5191,acetylcholine,1
33926,MeLo14,right,5192,glutamate,-1
33927,LPT111,right,5193,gaba,-1
33928,Lawf1,right,5194,acetylcholine,1
33930,Mi1,right,5195,acetylcholine,1
33931,L1,right,5196,glutamate,-1
33934,Li13,right,5197,gaba,-1
33935,Y3,right,5198,acetylcholine,1
33938,TmY17,right,5199,acetylcholine,1
33942,Mi1,right,5200,acetylcholine,1
33944,LC17,right,5201,unclear,1
33945,Cm21,right,5202,gaba,-1
33946,TmY14,right,5203,glutamate,-1
33947,LPi34,right,5204,glutamate,-1
33948,LoVP10,right,5205,unclear,1
33952,L4,right,5206,acetylcholine,1
33953,L1,right,5207,glutamate,-1
33954,L2,right,5208,acetylcholine,1
33958,Tm4,right,5209,acetylcholine,1
33959,Pm1,right,5210,gaba,-1
33962,Lawf2,right,5211,acetylcholine,1
33966,MeLo13,right,5212,glutamate,-1
33967,Li34a,right,5213,gaba,-1
33968,LC9,right,5214,acetylcholine,1
33971,L2,right,5215,acetylcholine,1
33972,Dm12,right,5216,glutamate,-1
33973,Y12,right,5217,glutamate,-1
33975,Pm5,right,5218,gaba,-1
33979,LC17,right,5219,unclear,1
33980,L2,right,5220,acetylcholine,1
33981,Cm11c,right,5221,acetylcholine,1
33982,Tm26,right,5222,acetylcholine,1
33985,L2,right,5223,acetylcholine,1
33986,Tm38,right,5224,acetylcholine,1
33989,T1,right,5225,unclear,1
33993,T1,right,5226,unclear,1
33994,T1,right,5227,unclear,1
33995,LC9,right,5228,acetylcholine,1
34008,L1,right,5229,glutamate,-1
34009,LC40,right,5230,acetylcholine,1
34017,Dm9,right,5231,glutamate,-1
34021,T1,right,5232,unclear,1
34026,Li25,right,5233,gaba,-1
34029,LC41,right,5234,acetylcholine,1
34030,TmY21,right,5235,acetylcholine,1
34032,Dm12,right,5236,glutamate,-1
34033,L2,right,5237,acetylcholine,1
34034,T1,right,5238,unclear,1
34035,L1,right,5239,glutamate,-1
34037,T1,right,5240,unclear,1
34041,L2,right,5241,acetylcholine,1
34043,LLPC1,right,5242,acetylcholine,1
34045,Mi1,right,5243,acetylcholine,1
34047,T1,right,5244,unclear,1
34049,MeVP20,right,5245,unclear,1
34050,MeLo1,right,5246,acetylcholine,1
34054,Dm12,right,5247,glutamate,-1
34056,Lawf2,right,5248,acetylcholine,1
34057,Mi1,right,5249,acetylcholine,1
34059,Tm23,right,5250,gaba,-1
34061,L1,right,5251,glutamate,-1
34062,Y13,right,5252,glutamate,-1
34065,Tlp12,right,5253,glutamate,-1
34066,L1,right,5254,glutamate,-1
34069,Y3,right,5255,acetylcholine,1
34074,T1,right,5256,unclear,1
34075,L1,right,5257,glutamate,-1
34079,Mi1,right,5258,acetylcholine,1
34081,LPC1,right,5259,acetylcholine,1
34090,LPi3412,right,5260,glutamate,-1
34092,LC17,right,5261,unclear,1
34095,LPT111,right,5262,gaba,-1
34103,LPT113,right,5263,gaba,-1
34107,L2,right,5264,acetylcholine,1
34108,L1,right,5265,glutamate,-1
34110,LPLC2,right,5266,acetylcholine,1
34111,T1,right,5267,unclear,1
34116,L2,right,5268,acetylcholine,1
34119,LC14b,left,5269,acetylcholine,1
34121,LC17,right,5270,unclear,1
34123,LC17,right,5271,unclear,1
34124,L1,right,5272,glutamate,-1
34133,Tm26,right,5273,acetylcholine,1
34138,Tm38,right,5274,acetylcholine,1
34142,Mi1,right,5275,acetylcholine,1
34143,MeLo12,right,5276,glutamate,-1
34145,T1,right,5277,unclear,1
34146,Li34a,right,5278,gaba,-1
34152,Y3,right,5279,acetylcholine,1
34153,Cm21,right,5280,gaba,-1
34156,Lawf1,right,5281,acetylcholine,1
34157,Cm14,right,5282,gaba,-1
34158,T1,right,5283,unclear,1
34163,L1,right,5284,glutamate,-1
34167,Y13,right,5285,glutamate,-1
34169,Li25,right,5286,gaba,-1
34171,Mi1,right,5287,acetylcholine,1
34173,T1,right,5288,unclear,1
34174,L2,right,5289,acetylcholine,1
34175,LC40,right,5290,acetylcholine,1
34176,Y13,right,5291,glutamate,-1
34177,LPi34,right,5292,glutamate,-1
34186,L1,right,5293,glutamate,-1
34189,Mi1,right,5294,acetylcholine,1
34190,L2,right,5295,acetylcholine,1
34192,Y3,right,5296,acetylcholine,1
34196,Y3,right,5297,acetylcholine,1
34200,TmY21,right,5298,acetylcholine,1
34201,TmY19a,right,5299,gaba,-1
34204,aMe5,right,5300,acetylcholine,1
34208,Tlp12,right,5301,glutamate,-1
34210,L1,right,5302,glutamate,-1
34212,Li25,right,5303,gaba,-1
34214,Lawf1,right,5304,acetylcholine,1
34218,Cm17,right,5305,gaba,-1
34221,Cm8,right,5306,gaba,-1
34227,TmY17,right,5307,acetylcholine,1
34228,LC11,right,5308,acetylcholine,1
34232,TmY21,right,5309,acetylcholine,1
34233,L1,right,5310,glutamate,-1
34234,Mi1,right,5311,acetylcholine,1
34235,L1,right,5312,glutamate,-1
34237,LC10c-1,right,5313,acetylcholine,1
34243,L1,right,5314,glutamate,-1
34244,L2,right,5315,acetylcholine,1
34247,L1,right,5316,glutamate,-1
34253,LC9,right,5317,acetylcholine,1
34255,T1,right,5318,unclear,1
34257,Y3,right,5319,acetylcholine,1
34258,L1,right,5320,glutamate,-1
34261,Lawf1,right,5321,acetylcholine,1
34266,LC35a,right,5322,acetylcholine,1
34268,L1,right,5323,glutamate,-1
34271,Dm9,right,5324,glutamate,-1
34272,Mi1,right,5325,acetylcholine,1
34273,Dm12,right,5326,glutamate,-1
34274,Tm26,right,5327,acetylcholine,1
34275,LC17,right,5328,unclear,1
34276,LC9,right,5329,acetylcholine,1
34277,LC17,right,5330,unclear,1
34279,Y3,right,5331,acetylcholine,1
34280,Lawf2,right,5332,acetylcholine,1
34281,L1,right,5333,glutamate,-1
34288,L2,right,5334,acetylcholine,1
34289,LoVP24,right,5335,unclear,1
34293,TmY21,right,5336,acetylcholine,1
34296,Mi1,right,5337,acetylcholine,1
34297,TmY15,right,5338,gaba,-1
34300,Mi1,right,5339,acetylcholine,1
34303,L1,right,5340,glutamate,-1
34305,L1,right,5341,glutamate,-1
34308,Li25,right,5342,gaba,-1
34310,L1,right,5343,glutamate,-1
34314,L1,right,5344,glutamate,-1
34316,L1,right,5345,glutamate,-1
34323,L2,right,5346,acetylcholine,1
34324,Y11,right,5347,glutamate,-1
34325,MeLo9,right,5348,glutamate,-1
34326,L1,right,5349,glutamate,-1
34327,Y3,right,5350,acetylcholine,1
34329,Mi1,right,5351,acetylcholine,1
34334,Dm9,right,5352,glutamate,-1
34336,L4,right,5353,acetylcholine,1
34337,Cm21,right,5354,gaba,-1
34338,T1,right,5355,unclear,1
34339,Y11,right,5356,glutamate,-1
34342,L1,right,5357,glutamate,-1
34343,MeLo3b,right,5358,acetylcholine,1
34347,Tm16,right,5359,acetylcholine,1
34352,LPT111,right,5360,gaba,-1
34356,Mi1,right,5361,acetylcholine,1
34360,Y12,right,5362,glutamate,-1
34369,Mi1,right,5363,acetylcholine,1
34372,LPLC2,right,5364,acetylcholine,1
34373,MeLo13,right,5365,glutamate,-1
34375,Mi9,right,5366,glutamate,-1
34376,Dm9,right,5367,glutamate,-1
34380,T1,right,5368,unclear,1
34390,Y3,right,5369,acetylcholine,1
34393,T1,right,5370,unclear,1
34394,Dm12,right,5371,glutamate,-1
34395,T1,right,5372,unclear,1
34398,LC21,right,5373,acetylcholine,1
34400,Y3,right,5374,acetylcholine,1
34403,Lawf2,right,5375,acetylcholine,1
34404,Mi1,right,5376,acetylcholine,1
34411,MeVP6,right,5377,glutamate,-1
34415,Li34a,right,5378,gaba,-1
34416,LC10c-2,right,5379,unclear,1
34419,Mi1,right,5380,acetylcholine,1
34421,Pm1,right,5381,gaba,-1
34425,L1,right,5382,glutamate,-1
34428,Lawf1,right,5383,acetylcholine,1
34431,L2,right,5384,acetylcholine,1
34433,LLPC2,right,5385,acetylcholine,1
34435,MeVP10,right,5386,acetylcholine,1
34439,L2,right,5387,acetylcholine,1
34440,Lawf1,right,5388,acetylcholine,1
34442,Y11,right,5389,glutamate,-1
34443,LC22,right,5390,acetylcholine,1
34447,Mi1,right,5391,acetylcholine,1
34448,Lawf1,right,5392,acetylcholine,1
34449,Y11,right,5393,glutamate,-1
34450,LC6,right,5394,acetylcholine,1
34453,Y12,right,5395,glutamate,-1
34456,MeVP4,right,5396,acetylcholine,1
34457,L1,right,5397,glutamate,-1
34458,TmY15,right,5398,gaba,-1
34460,T1,right,5399,unclear,1
34463,Mi1,right,5400,acetylcholine,1
34470,Lawf2,right,5401,acetylcholine,1
34471,MeTu3b,right,5402,acetylcholine,1
34476,L2,right,5403,acetylcholine,1
34479,Mi1,right,5404,acetylcholine,1
34481,LC10c-1,right,5405,acetylcholine,1
34483,MeLo4,right,5406,acetylcholine,1
34486,TmY17,right,5407,acetylcholine,1
34489,L1,right,5408,glutamate,-1
34491,L1,right,5409,glutamate,-1
34493,L1,right,5410,glutamate,-1
34497,L1,right,5411,glutamate,-1
34498,L1,right,5412,glutamate,-1
34499,LC10c-2,right,5413,unclear,1
34501,L3,right,5414,acetylcholine,1
34502,MeVP10,right,5415,acetylcholine,1
34503,L1,right,5416,glutamate,-1
34505,T1,right,5417,unclear,1
34513,L2,right,5418,acetylcholine,1
34514,Pm1,right,5419,gaba,-1
34515,Mi1,right,5420,acetylcholine,1
34522,Y3,right,5421,acetylcholine,1
34527,Li25,right,5422,gaba,-1
34528,L1,right,5423,glutamate,-1
34541,Y3,right,5424,acetylcholine,1
34542,MeVP1,right,5425,acetylcholine,1
34546,T1,right,5426,unclear,1
34547,Tm24,right,5427,acetylcholine,1
34549,L1,right,5428,glutamate,-1
34553,T1,right,5429,unclear,1
