,bodyid,hemilineage,class,predictedNt,somaNeuromere,rootSide,systematicType,type,somaSide,name,combined_type,nt_binary,idx
19524,32758,TBD,intrinsic neuron,gaba,A5,,INXXX395,INXXX395,RHS,INXXX395_A5_R,INXXX395_A5_R,-1,16175
19525,32761,,sensory neuron,acetylcholine,,RHS,SNch12,SNch12,,SNch12_ADMN_R,SNch12_ADMN_R,1,16176
19526,32766,,sensory neuron,glutamate,,LHS,SNch04,SNch04,,SNch04_ADMN_L,SNch04_ADMN_L,-1,16177
19527,32767,,descending neuron,gaba,,RHS,DNut061,DNut061,,DNut061_CvC_R,DNut061_CvC_R,-1,16178
19528,32773,09A,intrinsic neuron,gaba,T1,,IN09A096,IN09A096,RHS,IN09A096_T1_R,IN09A096_T1_R,-1,16179
19529,32774,,sensory neuron,acetylcholine,,LHS,SNta02,SNta02,,SNta02_PDMN_L,SNta02_PDMN_L,1,16180
19530,32776,,descending neuron,gaba,,RHS,DNxn107,DNxn107,,DNxn107_CvC_R,DNxn107_CvC_R,-1,16181
19531,32779,,sensory neuron,acetylcholine,,RHS,SNta04,SNta04,,SNta04_ADMN_R,SNta04_ADMN_R,1,16182
19532,32782,,sensory neuron,acetylcholine,,RHS,SNta43,SNta43,,SNta43_MetaLN_R,SNta43_MetaLN_R,1,16183
19533,32788,,sensory neuron,acetylcholine,,RHS,SNch12,SNch12,,SNch12_ADMN_R,SNch12_ADMN_R,1,16184
19534,32791,09A,intrinsic neuron,gaba,T3,,IN09A088,IN09A088,RHS,IN09A088_T3_R,IN09A088_T3_R,-1,16185
19535,32792,17A,intrinsic neuron,acetylcholine,T2,,IN17A120,IN17A120,RHS,IN17A120_T2_R,IN17A120_T2_R,1,16186
19536,32793,,sensory neuron,acetylcholine,,LHS,SNch12,SNch12,,SNch12_ADMN_L,SNch12_ADMN_L,1,16187
19537,32794,13B,intrinsic neuron,gaba,T1,,IN13B045,IN13B045,LHS,IN13B045_T1_L,IN13B045_T1_L,-1,16188
19538,32795,,sensory neuron,acetylcholine,,LHS,SNxx14,SNxx14,,SNxx14_AbN4_L,SNxx14_AbN4_L,1,16189
19539,32796,,sensory neuron,glutamate,,LHS,SNxx25,SNxx25,,SNxx25_ADMN_L,SNxx25_ADMN_L,1,16190
19540,32812,06B,intrinsic neuron,gaba,T1,,IN06B078,IN06B078,LHS,IN06B078_T1_L,IN06B078_T1_L,-1,16191
19541,32815,,descending neuron,acetylcholine,,LHS,DNfl002,DNg12,,DNfl002_CvC_L,DNfl002_CvC_L,1,16192
19542,32822,,sensory neuron,acetylcholine,,RHS,SNxx03,SNxx03,,SNxx03_AbN4_R,SNxx03_AbN4_R,1,16193
19543,32824,01A,intrinsic neuron,acetylcholine,T3,,IN01A088,IN01A088,RHS,IN01A088_T3_R,IN01A088_T3_R,1,16194
19544,32825,,sensory neuron,acetylcholine,,RHS,SNta04,SNta04,,SNta04_ADMN_R,SNta04_ADMN_R,1,16195
19545,32827,,sensory neuron,acetylcholine,,LHS,SNch02,SNch02,,SNch02_ADMN_L,SNch02_ADMN_L,1,16196
19546,32829,02A,intrinsic neuron,glutamate,T2,,IN02A047,IN02A047,RHS,IN02A047_T2_R,IN02A047_T2_R,-1,16197
19547,32835,,sensory neuron,acetylcholine,,LHS,SNta09,SNta09,,SNta09_PDMN_L,SNta09_PDMN_L,1,16198
19548,32838,,sensory neuron,acetylcholine,,RHS,SNch09,SNch09,,SNch09_MesoLN_R,SNch09_MesoLN_R,1,16199
19549,32839,,sensory neuron,acetylcholine,,RHS,SNch02,SNch02,,SNch02_ADMN_R,SNch02_ADMN_R,1,16200
19550,32840,,sensory neuron,acetylcholine,,RHS,SNch03,SNch03,,SNch03_ADMN_R,SNch03_ADMN_R,1,16201
19551,32844,,sensory neuron,acetylcholine,,LHS,SNta23,SNta23,,SNta23_MesoLN_L,SNta23_MesoLN_L,1,16202
19552,32849,,sensory neuron,acetylcholine,,RHS,SNxx03,SNxx03,,SNxx03_AbN4_R,SNxx03_AbN4_R,1,16203
19553,32851,01B,intrinsic neuron,gaba,T1,,IN01B082,IN01B082,RHS,IN01B082_T1_R,IN01B082_T1_R,-1,16204
19554,32854,14A,intrinsic neuron,glutamate,T1,,IN14A113,IN14A113,RHS,IN14A113_T1_R,IN14A113_T1_R,-1,16205
19555,32860,03B,intrinsic neuron,gaba,T1,,IN03B092,IN03B092,RHS,IN03B092_T1_R,IN03B092_T1_R,-1,16206
19556,32865,,sensory neuron,acetylcholine,,LHS,SNxx04,SNxx04,,SNxx04_AbN4_L,SNxx04_AbN4_L,1,16207
19557,32869,01B,intrinsic neuron,gaba,T2,,IN01B048,IN01B048,RHS,IN01B048_T2_R,IN01B048_T2_R,-1,16208
19558,32871,TBD,intrinsic neuron,gaba,A2,,INXXX460,INXXX460,RHS,INXXX460_A2_R,INXXX460_A2_R,-1,16209
19559,32872,19A,intrinsic neuron,gaba,T1,,IN19A082,IN19A082,LHS,IN19A082_T1_L,IN19A082_T1_L,-1,16210
19560,32887,19A,intrinsic neuron,gaba,T1,,IN19A098,IN19A098,RHS,IN19A098_T1_R,IN19A098_T1_R,-1,16211
19561,32892,,sensory neuron,acetylcholine,,RHS,SNta21,SNta21,,SNta21_MetaLN_R,SNta21_MetaLN_R,1,16212
19562,32897,,sensory neuron,acetylcholine,,RHS,SNch03,SNch03,,SNch03_ADMN_R,SNch03_ADMN_R,1,16213
19563,32901,,sensory neuron,acetylcholine,,RHS,SNch02,SNch02,,SNch02_ADMN_R,SNch02_ADMN_R,1,16214
19564,32904,,descending neuron,acetylcholine,,LHS,DNut046,DNut046,,DNut046_CvC_L,DNut046_CvC_L,1,16215
19565,32905,,sensory neuron,acetylcholine,,RHS,SNxx01,SNxx01,,SNxx01_AbN4_R,SNxx01_AbN4_R,1,16216
19566,32906,09A,intrinsic neuron,gaba,T3,,IN09A090,IN09A090,RHS,IN09A090_T3_R,IN09A090_T3_R,-1,16217
19567,32912,17A,intrinsic neuron,acetylcholine,T2,,IN17A107,IN17A107,RHS,IN17A107_T2_R,IN17A107_T2_R,1,16218
19568,32916,,descending neuron,acetylcholine,,LHS,DNut042,DNut042,,DNut042_CvC_L,DNut042_CvC_L,1,16219
19569,32917,,sensory neuron,acetylcholine,,LHS,SNta02,SNta02,,SNta02_PDMN_L,SNta02_PDMN_L,1,16220
19570,32922,,sensory neuron,acetylcholine,,LHS,SNxx04,SNxx04,,SNxx04_AbN4_L,SNxx04_AbN4_L,1,16221
19571,32925,08A,intrinsic neuron,glutamate,T1,,IN08A041,IN08A041,LHS,IN08A041_T1_L,IN08A041_T1_L,-1,16222
19572,32934,,sensory neuron,acetylcholine,,LHS,SNta02,SNta02,,SNta02_PDMN_L,SNta02_PDMN_L,1,16223
19573,32940,,sensory neuron,acetylcholine,,RHS,SNta37,SNta37,,SNta37_MetaLN_R,SNta37_MetaLN_R,1,16224
19574,32941,14A,intrinsic neuron,glutamate,T1,,IN14A114,IN14A114,LHS,IN14A114_T1_L,IN14A114_T1_L,-1,16225
19575,32946,TBD,intrinsic neuron,gaba,A9,,INXXX388,INXXX388,LHS,INXXX388_A9_L,INXXX388_A9_L,-1,16226
19576,32947,,sensory neuron,acetylcholine,,LHS,SNch02,SNch02,,SNch02_ADMN_L,SNch02_ADMN_L,1,16227
19577,32948,07B,ascending neuron,acetylcholine,T3,RHS,AN07B072,AN07B072,LHS,AN07B072_T3_L,AN07B072_T3_L,1,16228
19578,32950,,descending neuron,acetylcholine,,RHS,DNut032,DNg92,,DNut032_CvC_R,DNut032_CvC_R,1,16229
19579,32956,13A,intrinsic neuron,gaba,T1,,IN13A061,IN13A061,RHS,IN13A061_T1_R,IN13A061_T1_R,-1,16230
19580,32962,,sensory neuron,acetylcholine,,LHS,SNta04,SNta04,,SNta04_ADMN_L,SNta04_ADMN_L,1,16231
19581,32964,,sensory neuron,acetylcholine,,LHS,SNxx14,SNxx14,,SNxx14_AbN4_L,SNxx14_AbN4_L,1,16232
19582,32972,,sensory neuron,acetylcholine,,LHS,SNch02,SNch02,,SNch02_ADMN_L,SNch02_ADMN_L,1,16233
19583,32975,,sensory neuron,acetylcholine,,RHS,SNta28,SNta28,,SNta28_MesoLN_R,SNta28_MesoLN_R,1,16234
19584,32978,19A,intrinsic neuron,gaba,T3,,IN19A060,IN19A060,LHS,IN19A060_T3_L,IN19A060_T3_L,-1,16235
19585,32980,,sensory neuron,acetylcholine,,LHS,SNch02,SNch02,,SNch02_ADMN_L,SNch02_ADMN_L,1,16236
19586,32983,,sensory neuron,acetylcholine,,LHS,SNta09,SNta09,,SNta09_PDMN_L,SNta09_PDMN_L,1,16237
19587,32986,21A,intrinsic neuron,glutamate,T3,,IN21A055,IN21A055,LHS,IN21A055_T3_L,IN21A055_T3_L,-1,16238
19588,32987,,sensory neuron,acetylcholine,,LHS,SNch12,SNch12,,SNch12_ADMN_L,SNch12_ADMN_L,1,16239
19589,32992,14A,intrinsic neuron,glutamate,T1,,IN14A116,IN14A116,RHS,IN14A116_T1_R,IN14A116_T1_R,-1,16240
19590,32999,01B,intrinsic neuron,gaba,T3,,IN01B095,IN01B095,LHS,IN01B095_T3_L,IN01B095_T3_L,-1,16241
19591,33000,,descending neuron,acetylcholine,,LHS,DNut014,DNg06,,DNut014_CvC_L,DNut014_CvC_L,1,16242
19592,33001,,sensory neuron,acetylcholine,,LHS,SNta09,SNta09,,SNta09_PDMN_L,SNta09_PDMN_L,1,16243
19593,33004,,sensory neuron,acetylcholine,,LHS,SNch02,SNch02,,SNch02_ADMN_L,SNch02_ADMN_L,1,16244
19594,33007,,sensory neuron,acetylcholine,,LHS,SNta09,SNta09,,SNta09_PDMN_L,SNta09_PDMN_L,1,16245
19595,33009,TBD,motor neuron,glutamate,A1,,MNad16,MNad16,RHS,MNad16_AbN3_R,MNad16_AbN3_R,-1,16246
19596,33010,,sensory neuron,acetylcholine,,LHS,SNch02,SNch02,,SNch02_ADMN_L,SNch02_ADMN_L,1,16247
19597,33013,,sensory neuron,acetylcholine,,LHS,SNta09,SNta09,,SNta09_PDMN_L,SNta09_PDMN_L,1,16248
19598,33017,12B,intrinsic neuron,glutamate,T2,,IN12B091,IN12B091,RHS,IN12B091_T2_R,IN12B091_T2_R,-1,16249
19599,33020,,sensory neuron,acetylcholine,,LHS,SNxx03,SNxx03,,SNxx03_AbN4_L,SNxx03_AbN4_L,1,16250
19600,33024,TBD,intrinsic neuron,glutamate,A6,,INXXX441,INXXX441,LHS,INXXX441_A6_L,INXXX441_A6_L,-1,16251
19601,33028,,sensory neuron,acetylcholine,,RHS,SNxx04,SNxx04,,SNxx04_AbN4_R,SNxx04_AbN4_R,1,16252
19602,33036,,sensory neuron,acetylcholine,,RHS,SNta26,SNta26,,SNta26_MesoLN_R,SNta26_MesoLN_R,1,16253
19603,33038,02A,intrinsic neuron,glutamate,T1,,IN02A057,IN02A057,LHS,IN02A057_T1_L,IN02A057_T1_L,-1,16254
19604,33050,,sensory neuron,acetylcholine,,LHS,SNxx05,SNxx05,,SNxx05_AbN4_L,SNxx05_AbN4_L,1,16255
19605,33055,,sensory neuron,acetylcholine,,LHS,SNch12,SNch12,,SNch12_ADMN_L,SNch12_ADMN_L,1,16256
19606,33056,,sensory neuron,acetylcholine,,LHS,SNch02,SNch02,,SNch02_ADMN_L,SNch02_ADMN_L,1,16257
19607,33057,,sensory neuron,acetylcholine,,RHS,SNta11,SNta11,,SNta11_ADMN_R,SNta11_ADMN_R,1,16258
19608,33066,20A.22A,intrinsic neuron,acetylcholine,T1,,IN20A.22A069,IN20A.22A069,RHS,IN20A.22A069_T1_R,IN20A.22A069_T1_R,1,16259
19609,33067,09A,intrinsic neuron,gaba,T3,,IN09A034,IN09A034,LHS,IN09A034_T3_L,IN09A034_T3_L,-1,16260
19610,33067875312,,sensory neuron,acetylcholine,,RHS,SNta08,SNta08,,SNta08_ADMN_R,SNta08_ADMN_R,1,23465
19611,33073,19A,intrinsic neuron,glutamate,T1,,IN19A133,IN19A133,LHS,IN19A133_T1_L,IN19A133_T1_L,-1,16261
19612,33074,,descending neuron,acetylcholine,,LHS,DNxn109,DNxn109,,DNxn109_CvC_L,DNxn109_CvC_L,1,16262
19613,33077,,sensory neuron,acetylcholine,,RHS,SNch02,SNch02,,SNch02_ADMN_R,SNch02_ADMN_R,1,16263
19614,33078,,sensory neuron,acetylcholine,,LHS,SNtaxx,SNtaxx,,SNtaxx_ADMN_L,SNtaxx_ADMN_L,1,16264
19615,33079,,sensory neuron,acetylcholine,,LHS,SNch02,SNch02,,SNch02_ADMN_L,SNch02_ADMN_L,1,16265
19616,33083,01B,intrinsic neuron,gaba,T2,,IN01B090,IN01B090,LHS,IN01B090_T2_L,IN01B090_T2_L,-1,16266
19617,33087,,sensory neuron,acetylcholine,,RHS,SNxx05,SNxx05,,SNxx05_AbN4_R,SNxx05_AbN4_R,1,16267
19618,33089,,sensory neuron,acetylcholine,,RHS,SNch05,SNch05,,SNch05_ProLN_R,SNch05_ProLN_R,-1,16268
19619,33092,,sensory neuron,acetylcholine,,LHS,SNch12,SNch12,,SNch12_ADMN_L,SNch12_ADMN_L,1,16269
19620,33097,,sensory neuron,acetylcholine,,LHS,SNch02,SNch02,,SNch02_ADMN_L,SNch02_ADMN_L,1,16270
19621,33100,02A,intrinsic neuron,glutamate,T3,,IN02A066,IN02A066,RHS,IN02A066_T3_R,IN02A066_T3_R,-1,16271
19622,33104,02A,intrinsic neuron,glutamate,T3,,IN02A066,IN02A066,LHS,IN02A066_T3_L,IN02A066_T3_L,-1,16272
19623,33110,,sensory neuron,acetylcholine,,LHS,SNta43,SNta43,,SNta43_MetaLN_L,SNta43_MetaLN_L,-1,16273
19624,33114,21A,intrinsic neuron,gaba,T2,,IN21A042,IN21A042,RHS,IN21A042_T2_R,IN21A042_T2_R,-1,16274
19625,33119,,sensory neuron,acetylcholine,,LHS,SNta18,SNta18,,SNta18_ADMN_L,SNta18_ADMN_L,1,16275
19626,33124,13B,intrinsic neuron,gaba,T1,,IN13B075,IN13B075,RHS,IN13B075_T1_R,IN13B075_T1_R,-1,16276
19627,33126,23B,intrinsic neuron,acetylcholine,T3,,IN23B086,IN23B086,LHS,IN23B086_T3_L,IN23B086_T3_L,1,16277
19628,33132,,sensory neuron,acetylcholine,,LHS,SNta02,SNta02,,SNta02_PDMN_L,SNta02_PDMN_L,1,16278
19629,33139,,sensory neuron,acetylcholine,,RHS,SNch09,SNch09,,SNch09_MesoLN_R,SNch09_MesoLN_R,1,16279
19630,33143,05B,intrinsic neuron,gaba,T3,,IN05B091,IN05B091,RHS,IN05B091_T3_R,IN05B091_T3_R,-1,16280
19631,33144,,sensory neuron,acetylcholine,,LHS,SNta09,SNta09,,SNta09_PDMN_L,SNta09_PDMN_L,1,16281
19632,33148,,descending neuron,acetylcholine,,LHS,DNht001,DNht001,,DNht001_CvC_L,DNht001_CvC_L,1,16282
19633,33151,,descending neuron,gaba,,LHS,DNxn110,DNxn110,,DNxn110_CvC_L,DNxn110_CvC_L,-1,16283
19634,33152,01B,intrinsic neuron,gaba,T1,,IN01B095,IN01B095,RHS,IN01B095_T1_R,IN01B095_T1_R,-1,16284
19635,33156,,sensory neuron,acetylcholine,,RHS,SNta02,SNta02,,SNta02_PDMN_R,SNta02_PDMN_R,1,16285
19636,33158,,sensory neuron,acetylcholine,,RHS,SNch12,SNch12,,SNch12_ADMN_R,SNch12_ADMN_R,1,16286
19637,33162,20A.22A,intrinsic neuron,acetylcholine,T2,,IN20A.22A089,IN20A.22A089,LHS,IN20A.22A089_T2_L,IN20A.22A089_T2_L,1,16287
19638,33166,21A,intrinsic neuron,glutamate,T3,,IN21A061,IN21A061,LHS,IN21A061_T3_L,IN21A061_T3_L,-1,16288
19639,33168,02A,intrinsic neuron,glutamate,T2,,IN02A061,IN02A061,RHS,IN02A061_T2_R,IN02A061_T2_R,-1,16289
19640,33169,,sensory neuron,acetylcholine,,RHS,SNch02,SNch02,,SNch02_ADMN_R,SNch02_ADMN_R,1,16290
19641,33172,,sensory neuron,acetylcholine,,RHS,SNxx14,SNxx14,,SNxx14_AbN4_R,SNxx14_AbN4_R,1,16291
19642,33176,,sensory neuron,glutamate,,LHS,SNppxx,SNppxx,,SNppxx_ProAN_L,SNppxx_ProAN_L,-1,16292
19643,33178,,sensory neuron,glutamate,,RHS,SNppxx,SNppxx,,SNppxx_MetaLN_R,SNppxx_MetaLN_R,-1,16293
19644,33181,21A,intrinsic neuron,glutamate,T3,,IN21A087,IN21A087,LHS,IN21A087_T3_L,IN21A087_T3_L,-1,16294
19645,33183,,descending neuron,acetylcholine,,RHS,DNnt004,DNg53,,DNnt004_CvC_R,DNnt004_CvC_R,1,16295
19646,33184,,descending neuron,gaba,,RHS,DNnt011,DNnt011,,DNnt011_CvC_R,DNnt011_CvC_R,-1,16296
19647,33187,21A,intrinsic neuron,glutamate,T3,,IN21A087,IN21A087,LHS,IN21A087_T3_L,IN21A087_T3_L,-1,16297
19648,33190,04B,intrinsic neuron,acetylcholine,T1,,IN04B115,IN04B115,RHS,IN04B115_T1_R,IN04B115_T1_R,1,16298
19649,33192,,sensory neuron,glutamate,,RHS,SNch04,SNch04,,SNch04_ADMN_R,SNch04_ADMN_R,-1,16299
19650,33193,,sensory neuron,acetylcholine,,LHS,SNta01,SNta01,,SNta01_PDMN_L,SNta01_PDMN_L,1,16300
19651,33194,06A,intrinsic neuron,gaba,T3,,IN06A135,IN06A135,LHS,IN06A135_T3_L,IN06A135_T3_L,-1,16301
19652,33195,,sensory neuron,acetylcholine,,LHS,SNta18,SNta18,,SNta18_ADMN_L,SNta18_ADMN_L,1,16302
19653,33196,19A,intrinsic neuron,gaba,T1,,IN19A117,IN19A117,LHS,IN19A117_T1_L,IN19A117_T1_L,-1,16303
19654,33200,,sensory neuron,acetylcholine,,RHS,SNxx01,SNxx01,,SNxx01_AbN4_R,SNxx01_AbN4_R,1,16304
19655,33202,,sensory neuron,acetylcholine,,LHS,SNxx03,SNxx03,,SNxx03_AbN4_L,SNxx03_AbN4_L,1,16305
19656,33205,,descending neuron,acetylcholine,,RHS,DNut046,DNut046,,DNut046_CvC_R,DNut046_CvC_R,1,16306
19657,33206,,sensory neuron,acetylcholine,,LHS,SNta11,SNta11,,SNta11_ADMN_L,SNta11_ADMN_L,1,16307
19658,33207,09A,intrinsic neuron,gaba,T2,,IN09A093,IN09A093,RHS,IN09A093_T2_R,IN09A093_T2_R,-1,16308
19659,33208,,sensory neuron,acetylcholine,,RHS,SNch12,SNch12,,SNch12_ADMN_R,SNch12_ADMN_R,1,16309
19660,33212,21A,intrinsic neuron,glutamate,T3,,IN21A102,IN21A102,RHS,IN21A102_T3_R,IN21A102_T3_R,-1,16310
19661,33226,,sensory neuron,acetylcholine,,LHS,SNch02,SNch02,,SNch02_ADMN_L,SNch02_ADMN_L,1,16311
19662,33229,,sensory neuron,acetylcholine,,RHS,SNch12,SNch12,,SNch12_ADMN_R,SNch12_ADMN_R,1,16312
19663,33231,,sensory neuron,acetylcholine,,LHS,SNxx03,SNxx03,,SNxx03_AbN4_L,SNxx03_AbN4_L,1,16313
19664,33256,09A,intrinsic neuron,gaba,T2,,IN09A022,IN09A022,RHS,IN09A022_T2_R,IN09A022_T2_R,-1,16314
19665,33259,,sensory neuron,acetylcholine,,RHS,SNta06,SNta06,,SNta06_ADMN_R,SNta06_ADMN_R,1,16315
19666,33267,,sensory neuron,acetylcholine,,LHS,SNta03,SNta03,,SNta03_DMetaN_L,SNta03_DMetaN_L,1,16316
19667,33270,10B,intrinsic neuron,acetylcholine,T1,,IN10B050,IN10B050,LHS,IN10B050_T1_L,IN10B050_T1_L,1,16317
19668,33273,,sensory neuron,acetylcholine,,RHS,SNxx03,SNxx03,,SNxx03_AbN4_R,SNxx03_AbN4_R,1,16318
19669,33275,13A,intrinsic neuron,glutamate,T2,,IN13A022,IN13A022,RHS,IN13A022_T2_R,IN13A022_T2_R,-1,16319
19670,33277,,sensory neuron,glutamate,,LHS,SNch04,SNch04,,SNch04_ADMN_L,SNch04_ADMN_L,-1,16320
19671,33281,,sensory neuron,acetylcholine,,RHS,SNch09,SNch09,,SNch09_MesoLN_R,SNch09_MesoLN_R,1,16321
19672,33285,TBD,intrinsic neuron,acetylcholine,A2,,INXXX423,INXXX423,RHS,INXXX423_A2_R,INXXX423_A2_R,1,16322
19673,33287,,descending neuron,acetylcholine,,RHS,DNnt013,DNnt013,,DNnt013_CvC_R,DNnt013_CvC_R,1,16323
19674,33288,,sensory neuron,acetylcholine,,LHS,SNta18,SNta18,,SNta18_ADMN_L,SNta18_ADMN_L,1,16324
19675,33292,13A,intrinsic neuron,glutamate,T1,,IN13A051,IN13A051,RHS,IN13A051_T1_R,IN13A051_T1_R,-1,16325
19676,33293,,sensory neuron,glutamate,,RHS,SNch04,SNch04,,SNch04_ADMN_R,SNch04_ADMN_R,-1,16326
19677,33305,10B,intrinsic neuron,acetylcholine,T3,,IN10B042,IN10B042,LHS,IN10B042_T3_L,IN10B042_T3_L,1,16327
19678,33306,,sensory neuron,acetylcholine,,RHS,SNta02,SNta02,,SNta02_PDMN_R,SNta02_PDMN_R,1,16328
